county,precinct,office,district,candidate,party,votes
Clark,5574,"District Court Judge, District 8, Department 28",,"Israel, Ron",,204
Clark,5574,"District Court Judge, District 8, Department 29",,"JONES, DAVID M.",,153
Clark,5574,"District Court Judge, District 8, Department 29",,"LÛpez-Negrete, David",,92
Clark,5574,"District Court Judge, District 8, Department 30",,"Wiese, Jerry A.",,200
Clark,5574,"District Court Judge, District 8, Department 31",,"Call, Gary W.",,61
Clark,5574,"District Court Judge, District 8, Department 31",,"Kishner, Joanna",,185
Clark,5574,"District Court Judge, District 8, Department 32",,"Bare, Rob",,115
Clark,5574,"District Court Judge, District 8, Department 32",,"Craig, Christy",,132
Clark,5574,"District Court Judge, District 8, Family Division, Department A",,"Voy, William",,200
Clark,5574,"District Court Judge, District 8, Family Division, Department B",,"Marquis, Linda",,201
Clark,5574,"District Court Judge, District 8, Family Division, Department C",,"Burton, Rebecca",,201
Clark,5574,"District Court Judge, District 8, Family Division, Department D",,"Teuton, Robert W. ""Bob""",,206
Clark,5574,"District Court Judge, District 8, Family Division, Department E",,"Hoskin, Charles J. ""Chuck""",,157
Clark,5574,"District Court Judge, District 8, Family Division, Department E",,"Kurtz, Thomas G.",,77
Clark,5574,"District Court Judge, District 8, Family Division, Department F",,"Gentile, Denise L.",,204
Clark,5574,"District Court Judge, District 8, Family Division, Department G",,"Childs, Sr., Benjamin Boone",,73
Clark,5574,"District Court Judge, District 8, Family Division, Department G",,"Forsberg, Rhonda K.",,175
Clark,5574,"District Court Judge, District 8, Family Division, Department H",,"Ritchie, Art",,208
Clark,5574,"District Court Judge, District 8, Family Division, Department I",,"Bailey, Soonhee ""Sunny""",,140
Clark,5574,"District Court Judge, District 8, Family Division, Department I",,"Tobler, Michelle O.",,104
Clark,5574,"District Court Judge, District 8, Family Division, Department J",,"Butler, Dedree ""Dee""",,145
Clark,5574,"District Court Judge, District 8, Family Division, Department J",,"MacDonald, J. Scott",,112
Clark,5574,"District Court Judge, District 8, Family Division, Department K",,"Giuliani, Cynthia N.",,205
Clark,5574,"District Court Judge, District 8, Family Division, Department L",,"Gibson, Jr., David",,200
Clark,5574,"District Court Judge, District 8, Family Division, Department M",,"Hughes, Lynn",,110
Clark,5574,"District Court Judge, District 8, Family Division, Department M",,"MASTIN, AMY M.",,147
Clark,5574,"District Court Judge, District 8, Family Division, Department N",,"Harter, Mathew",,208
Clark,5574,"District Court Judge, District 8, Family Division, Department O",,"Sullivan, Frank P.",,200
Clark,5574,"District Court Judge, District 8, Family Division, Department P",,"Dayani, Sara",,109
Clark,5574,"District Court Judge, District 8, Family Division, Department P",,"Perry, Mary",,154
Clark,5574,"District Court Judge, District 8, Family Division, Department Q",,"Duckworth, Bryce C.",,206
Clark,5574,"District Court Judge, District 8, Family Division, Department R",,"Henderson, Bill",,200
Clark,5574,"District Court Judge, District 8, Family Division, Department S",,"Ochoa, Vincent",,197
Clark,5574,"District Court Judge, District 8, Family Division, Department T",,"Cutter, Nadin",,140
Clark,5574,"District Court Judge, District 8, Family Division, Department T",,"Stoffel, Jason",,119
Clark,5574,"District Court Judge, District 8, Family Division, Department U",,"Gonzalez, Bill",,108
Clark,5574,"District Court Judge, District 8, Family Division, Department U",,"Throne, Dawn",,151
Clark,5574,"District Court Judge, District 8, Family Division, Department V",,"Pickard, Margaret E.",,201
Clark,5574,"District Court Judge, District 8, Family Division, Department W",,"Rincon White, Adriana",,114
Clark,5574,"District Court Judge, District 8, Family Division, Department W",,"Rocheleau, Stacy Michelle",,138
Clark,5574,"District Court Judge, District 8, Family Division, Department X",,"Almase, Heidi",,103
Clark,5574,"District Court Judge, District 8, Family Division, Department X",,"Davis, Jim",,140
Clark,5574,"District Court Judge, District 8, Family Division, Department Y",,"Charter, Stephanie",,199
Clark,5574,"District Court Judge, District 8, Family Division, Department Z",,"Mercer, Michele ""Shell""",,126
Clark,5574,"District Court Judge, District 8, Family Division, Department Z",,"Perez, Romeo",,131
Clark,5574,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Clowers-Sanborn, Shanon",,54
Clark,5574,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Sullivan, Diana L.",,189
Clark,5574,President,,"BIDEN, JOSEPH R.",DEM,179
Clark,5574,President,,"BLANKENSHIP, DON",,0
Clark,5574,President,,"JORGENSEN, JO",LIB,3
Clark,5574,President,,None Of These Candidates,,3
Clark,5574,President,,"TRUMP, DONALD J.",REP,164
Clark,5574,State Assembly,16,"Gonz·lez, Cecelia",,182
Clark,5574,State Assembly,16,"Sajdak, Reyna ""Alex""",,153
Clark,5574,"State Board of Education, Dist. 1",,"Casino, Angelo",,100
Clark,5574,"State Board of Education, Dist. 1",,"Hughes, Tim",,136
Clark,5574,STATE QUESTION NO. 1,,No,,127
Clark,5574,STATE QUESTION NO. 1,,Yes,,182
Clark,5574,STATE QUESTION NO. 2,,No,,91
Clark,5574,STATE QUESTION NO. 2,,Yes,,237
Clark,5574,STATE QUESTION NO. 3,,No,,89
Clark,5574,STATE QUESTION NO. 3,,Yes,,226
Clark,5574,STATE QUESTION NO. 4,,No,,105
Clark,5574,STATE QUESTION NO. 4,,Yes,,211
Clark,5574,STATE QUESTION NO. 6,,No,,121
Clark,5574,STATE QUESTION NO. 6,,Yes,,201
Clark,5574,"Supreme Court Justice, Seat B",,None Of These Candidates,,84
Clark,5574,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,215
Clark,5574,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,137
Clark,5574,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,135
Clark,5574,"Supreme Court Justice, Seat D",,None Of These Candidates,,43
Clark,5574,U.S. House,1,"Bakari, Kamau A.",IAP,9
Clark,5574,U.S. House,1,"Bentley, Joyce",REP,146
Clark,5574,U.S. House,1,"Strawder, Jr., Robert Van",LIB,4
Clark,5574,U.S. House,1,"TITUS, Dina",DEM,182
Clark,5575,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,221
Clark,5575,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,107
Clark,5575,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,74
Clark,5575,"District Court Judge, District 8, Department 1",,"Villani, Jacob",,119
Clark,5575,"District Court Judge, District 8, Department 1",,"Yeager, Bita ""Marie""",,254
Clark,5575,"District Court Judge, District 8, Department 2",,"Kierny, Carli Lynn",,233
Clark,5575,"District Court Judge, District 8, Department 2",,"Scotti, Richard",,135
Clark,5575,"District Court Judge, District 8, Department 3",,"Ganz, Adam",,132
Clark,5575,"District Court Judge, District 8, Department 3",,"Trujillo, Monica",,239
Clark,5575,"District Court Judge, District 8, Department 4",,"Aurbach, Phil",,191
Clark,5575,"District Court Judge, District 8, Department 4",,"Krall, Nadia",,179
Clark,5575,"District Court Judge, District 8, Department 5",,"Barisich, Veronica",,177
Clark,5575,"District Court Judge, District 8, Department 5",,"Coffing, Terry",,191
Clark,5575,"District Court Judge, District 8, Department 6",,"Bluth, Jacqueline",,235
Clark,5575,"District Court Judge, District 8, Department 6",,"Leventhal, Todd M.",,131
Clark,5575,"District Court Judge, District 8, Department 7",,"Bell, Linda Marie",,332
Clark,5575,"District Court Judge, District 8, Department 8",,"Atkin, Trevor",,182
Clark,5575,"District Court Judge, District 8, Department 8",,"Peterson, Jessica K.",,179
Clark,5575,"District Court Judge, District 8, Department 9",,"Silva, Cristina D.",,340
Clark,5575,"District Court Judge, District 8, Department 10",,"Jones, Tierra",,325
Clark,5575,"District Court Judge, District 8, Department 11",,"Gonzalez, Elizabeth ""Betsy""",,335
Clark,5575,"District Court Judge, District 8, Department 12",,"Leavitt, Michelle",,332
Clark,5575,"District Court Judge, District 8, Department 13",,"Denton, Mark",,315
Clark,5575,"District Court Judge, District 8, Department 14",,"Escobar, Adriana",,333
Clark,5575,"District Court Judge, District 8, Department 15",,"Hardy, Jr., Joe",,317
Clark,5575,"District Court Judge, District 8, Department 16",,"Williams, Tim",,308
Clark,5575,"District Court Judge, District 8, Department 17",,"Albertson, Anna",,182
Clark,5575,"District Court Judge, District 8, Department 17",,"Villani, Michael",,180
Clark,5575,"District Court Judge, District 8, Department 18",,"Holthus, Mary Kay",,209
Clark,5575,"District Court Judge, District 8, Department 18",,"Hunt, John A.",,147
Clark,5575,"District Court Judge, District 8, Department 19",,"Eller, Crystal",,204
Clark,5575,"District Court Judge, District 8, Department 19",,"Kephart, William ""Bill""",,153
Clark,5575,"District Court Judge, District 8, Department 20",,"Hooker, Dawn Allysa",,164
Clark,5575,"District Court Judge, District 8, Department 20",,"Johnson, Eric",,185
Clark,5575,"District Court Judge, District 8, Department 21",,"Clark Newberry, Tara",,200
Clark,5575,"District Court Judge, District 8, Department 21",,"Reynolds, Jacob",,150
Clark,5575,"District Court Judge, District 8, Department 22",,"Johnson, Susan",,216
Clark,5575,"District Court Judge, District 8, Department 22",,"Nadig, Ben",,132
Clark,5575,"District Court Judge, District 8, Department 23",,"Armstrong, Karl W.",,124
Clark,5575,"District Court Judge, District 8, Department 23",,"Lilly-Spells, Jasmin",,224
Clark,5575,"District Court Judge, District 8, Department 24",,"Ballou, Erika D.",,215
Clark,5575,"District Court Judge, District 8, Department 24",,"Gilliam, Dan",,129
Clark,5575,"District Court Judge, District 8, Department 25",,"Delaney, Kathleen E.",,320
Clark,5575,"District Court Judge, District 8, Department 26",,"Sturman, Gloria",,319
Clark,5575,"District Court Judge, District 8, Department 27",,"Allf, Nancy",,314
Clark,5575,"District Court Judge, District 8, Department 28",,"Israel, Ron",,317
Clark,5575,"District Court Judge, District 8, Department 29",,"JONES, DAVID M.",,182
Clark,5575,"District Court Judge, District 8, Department 29",,"LÛpez-Negrete, David",,162
Clark,5575,"District Court Judge, District 8, Department 30",,"Wiese, Jerry A.",,304
Clark,5575,"District Court Judge, District 8, Department 31",,"Call, Gary W.",,73
Clark,5575,"District Court Judge, District 8, Department 31",,"Kishner, Joanna",,267
Clark,5575,"District Court Judge, District 8, Department 32",,"Bare, Rob",,152
Clark,5575,"District Court Judge, District 8, Department 32",,"Craig, Christy",,202
Clark,5575,"District Court Judge, District 8, Family Division, Department A",,"Voy, William",,314
Clark,5575,"District Court Judge, District 8, Family Division, Department B",,"Marquis, Linda",,323
Clark,5575,"District Court Judge, District 8, Family Division, Department C",,"Burton, Rebecca",,318
Clark,5575,"District Court Judge, District 8, Family Division, Department D",,"Teuton, Robert W. ""Bob""",,303
Clark,5575,"District Court Judge, District 8, Family Division, Department E",,"Hoskin, Charles J. ""Chuck""",,231
Clark,5575,"District Court Judge, District 8, Family Division, Department E",,"Kurtz, Thomas G.",,91
Clark,5575,"District Court Judge, District 8, Family Division, Department F",,"Gentile, Denise L.",,311
Clark,5575,"District Court Judge, District 8, Family Division, Department G",,"Childs, Sr., Benjamin Boone",,86
Clark,5575,"District Court Judge, District 8, Family Division, Department G",,"Forsberg, Rhonda K.",,256
Clark,5575,"District Court Judge, District 8, Family Division, Department H",,"Ritchie, Art",,300
Clark,5575,"District Court Judge, District 8, Family Division, Department I",,"Bailey, Soonhee ""Sunny""",,210
Clark,5575,"District Court Judge, District 8, Family Division, Department I",,"Tobler, Michelle O.",,137
Clark,5575,"District Court Judge, District 8, Family Division, Department J",,"Butler, Dedree ""Dee""",,230
Clark,5575,"District Court Judge, District 8, Family Division, Department J",,"MacDonald, J. Scott",,114
Clark,5575,"District Court Judge, District 8, Family Division, Department K",,"Giuliani, Cynthia N.",,316
Clark,5575,"District Court Judge, District 8, Family Division, Department L",,"Gibson, Jr., David",,301
Clark,5575,"District Court Judge, District 8, Family Division, Department M",,"Hughes, Lynn",,146
Clark,5575,"District Court Judge, District 8, Family Division, Department M",,"MASTIN, AMY M.",,206
Clark,5575,"District Court Judge, District 8, Family Division, Department N",,"Harter, Mathew",,304
Clark,5575,"District Court Judge, District 8, Family Division, Department O",,"Sullivan, Frank P.",,302
Clark,5575,"District Court Judge, District 8, Family Division, Department P",,"Dayani, Sara",,181
Clark,5575,"District Court Judge, District 8, Family Division, Department P",,"Perry, Mary",,167
Clark,5575,"District Court Judge, District 8, Family Division, Department Q",,"Duckworth, Bryce C.",,299
Clark,5575,"District Court Judge, District 8, Family Division, Department R",,"Henderson, Bill",,303
Clark,5575,"District Court Judge, District 8, Family Division, Department S",,"Ochoa, Vincent",,308
Clark,5575,"District Court Judge, District 8, Family Division, Department T",,"Cutter, Nadin",,183
Clark,5575,"District Court Judge, District 8, Family Division, Department T",,"Stoffel, Jason",,158
Clark,5575,"District Court Judge, District 8, Family Division, Department U",,"Gonzalez, Bill",,138
Clark,5575,"District Court Judge, District 8, Family Division, Department U",,"Throne, Dawn",,213
Clark,5575,"District Court Judge, District 8, Family Division, Department V",,"Pickard, Margaret E.",,311
Clark,5575,"District Court Judge, District 8, Family Division, Department W",,"Rincon White, Adriana",,174
Clark,5575,"District Court Judge, District 8, Family Division, Department W",,"Rocheleau, Stacy Michelle",,174
Clark,5575,"District Court Judge, District 8, Family Division, Department X",,"Almase, Heidi",,161
Clark,5575,"District Court Judge, District 8, Family Division, Department X",,"Davis, Jim",,175
Clark,5575,"District Court Judge, District 8, Family Division, Department Y",,"Charter, Stephanie",,308
Clark,5575,"District Court Judge, District 8, Family Division, Department Z",,"Mercer, Michele ""Shell""",,151
Clark,5575,"District Court Judge, District 8, Family Division, Department Z",,"Perez, Romeo",,192
Clark,5575,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Clowers-Sanborn, Shanon",,79
Clark,5575,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Sullivan, Diana L.",,260
Clark,5575,President,,"BIDEN, JOSEPH R.",DEM,280
Clark,5575,President,,"BLANKENSHIP, DON",,1
Clark,5575,President,,"JORGENSEN, JO",LIB,11
Clark,5575,President,,None Of These Candidates,,6
Clark,5575,President,,"TRUMP, DONALD J.",REP,174
Clark,5575,State Assembly,16,"Gonz·lez, Cecelia",,289
Clark,5575,State Assembly,16,"Sajdak, Reyna ""Alex""",,164
Clark,5575,"State Board of Education, Dist. 1",,"Casino, Angelo",,162
Clark,5575,"State Board of Education, Dist. 1",,"Hughes, Tim",,176
Clark,5575,STATE QUESTION NO. 1,,No,,151
Clark,5575,STATE QUESTION NO. 1,,Yes,,269
Clark,5575,STATE QUESTION NO. 2,,No,,128
Clark,5575,STATE QUESTION NO. 2,,Yes,,311
Clark,5575,STATE QUESTION NO. 3,,No,,128
Clark,5575,STATE QUESTION NO. 3,,Yes,,302
