county,precinct,office,district,candidate,party,votes
Aitkin,30,Judge - 9th District Court 19,9,Jana M Austad,NP,30
Aitkin,30,Judge - 9th District Court 19,9,WRITE-IN,WI,0
Aitkin,30,Judge - 9th District Court 21,9,Patricia Aanes,NP,42
Aitkin,30,Judge - 9th District Court 21,9,WRITE-IN,WI,0
Aitkin,30,Judge - 9th District Court 22,9,Darlene Rivera Spalla,NP,42
Aitkin,30,Judge - 9th District Court 22,9,WRITE-IN,WI,0
Aitkin,35,President,,Donald J. Trump and Michael R. Pence,R,12
Aitkin,35,President,,Joseph R. Biden and Kamala Harris,DFL,15
Aitkin,35,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Aitkin,35,President,,Howie Hawkins and Angela Walker,GP,0
Aitkin,35,President,,Kanye West and Michelle Tidball,IND,0
Aitkin,35,President,,Brock Pierce and Karla Ballard,IND,1
Aitkin,35,President,,Gloria La Riva and Leonard Peltier,SLP,0
Aitkin,35,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Aitkin,35,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,1
Aitkin,35,President,,WRITE-IN,WI,0
Aitkin,35,U.S. Senate,,Kevin O'Connor,LMN,0
Aitkin,35,U.S. Senate,,Oliver Steinberg,GLC,0
Aitkin,35,U.S. Senate,,Jason Lewis,R,14
Aitkin,35,U.S. Senate,,Tina Smith,DFL,15
Aitkin,35,U.S. Senate,,WRITE-IN,WI,0
Aitkin,35,U.S. House,8,Judith Schwartzbacker,GLC,0
Aitkin,35,U.S. House,8,Pete Stauber,R,14
Aitkin,35,U.S. House,8,Quinn Nystrom,DFL,15
Aitkin,35,U.S. House,8,WRITE-IN,WI,0
Aitkin,35,State Senate,10,Carrie Ruud,R,14
Aitkin,35,State Senate,10,Steve Samuelson,DFL,14
Aitkin,35,State Senate,10,WRITE-IN,WI,0
Aitkin,35,State House,10B,Dale K. Lueck,R,14
Aitkin,35,State House,10B,Gaylene Spolarich,DFL,14
Aitkin,35,State House,10B,WRITE-IN,WI,0
Aitkin,35,Soil and Water Supervisor District 3,3001,Franklin Turnock,NP,15
Aitkin,35,Soil and Water Supervisor District 3,3001,WRITE-IN,WI,1
Aitkin,35,Soil and Water Supervisor District 4,3001,Bob Janzen,NP,16
Aitkin,35,Soil and Water Supervisor District 4,3001,WRITE-IN,WI,1
Aitkin,35,Soil and Water Supervisor District 5,3001,Robert Roseberg,NP,16
Aitkin,35,Soil and Water Supervisor District 5,3001,WRITE-IN,WI,1
Aitkin,35,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,9
Aitkin,35,Associate Justice - Supreme Court 4,,Paul Thissen,NP,12
Aitkin,35,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Aitkin,35,Judge - Court of Appeals 3,,Carol Hooten,NP,14
Aitkin,35,Judge - Court of Appeals 3,,WRITE-IN,WI,1
Aitkin,35,Judge - Court of Appeals 9,,Randall J Slieter,NP,14
Aitkin,35,Judge - Court of Appeals 9,,WRITE-IN,WI,1
Aitkin,35,Judge - Court of Appeals 13,,Jeanne Cochran,NP,13
Aitkin,35,Judge - Court of Appeals 13,,WRITE-IN,WI,1
Aitkin,35,Judge - Court of Appeals 15,,Kevin G. Ross,NP,13
Aitkin,35,Judge - Court of Appeals 15,,WRITE-IN,WI,1
Aitkin,35,Judge - 9th District Court 2,9,Matthew Mallie,NP,13
Aitkin,35,Judge - 9th District Court 2,9,WRITE-IN,WI,1
Aitkin,35,Judge - 9th District Court 4,9,Benjamin T. Lindstrom,NP,6
Aitkin,35,Judge - 9th District Court 4,9,Charles D Halverson,NP,14
Aitkin,35,Judge - 9th District Court 4,9,WRITE-IN,WI,0
Aitkin,35,Judge - 9th District Court 5,9,D. Korey Wahwassuck,NP,13
Aitkin,35,Judge - 9th District Court 5,9,WRITE-IN,WI,1
Aitkin,35,Judge - 9th District Court 11,9,Anne M. Rasmusson,NP,13
Aitkin,35,Judge - 9th District Court 11,9,WRITE-IN,WI,1
Aitkin,35,Judge - 9th District Court 12,9,Sarah L. McBroom,NP,13
Aitkin,35,Judge - 9th District Court 12,9,WRITE-IN,WI,1
Aitkin,35,Judge - 9th District Court 14,9,Robert D. Tiffany,NP,13
Aitkin,35,Judge - 9th District Court 14,9,WRITE-IN,WI,1
Aitkin,35,Judge - 9th District Court 15,9,Tamara L. Yon,NP,13
Aitkin,35,Judge - 9th District Court 15,9,WRITE-IN,WI,1
Aitkin,35,Judge - 9th District Court 18,9,Jeffrey S. Remick,NP,13
Aitkin,35,Judge - 9th District Court 18,9,WRITE-IN,WI,1
Aitkin,35,Judge - 9th District Court 19,9,James Hughes,NP,5
Aitkin,35,Judge - 9th District Court 19,9,Jana M Austad,NP,14
Aitkin,35,Judge - 9th District Court 19,9,WRITE-IN,WI,0
Aitkin,35,Judge - 9th District Court 21,9,Patricia Aanes,NP,14
Aitkin,35,Judge - 9th District Court 21,9,WRITE-IN,WI,1
Aitkin,35,Judge - 9th District Court 22,9,Darlene Rivera Spalla,NP,14
Aitkin,35,Judge - 9th District Court 22,9,WRITE-IN,WI,1
Aitkin,38,President,,Donald J. Trump and Michael R. Pence,R,15
Aitkin,38,President,,Joseph R. Biden and Kamala Harris,DFL,13
Aitkin,38,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Aitkin,38,President,,Howie Hawkins and Angela Walker,GP,1
Aitkin,38,President,,Kanye West and Michelle Tidball,IND,0
Aitkin,38,President,,Brock Pierce and Karla Ballard,IND,2
Aitkin,38,President,,Gloria La Riva and Leonard Peltier,SLP,0
Aitkin,38,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Aitkin,38,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,0
Aitkin,38,President,,WRITE-IN,WI,0
Aitkin,38,U.S. Senate,,Kevin O'Connor,LMN,1
Aitkin,38,U.S. Senate,,Oliver Steinberg,GLC,0
Aitkin,38,U.S. Senate,,Jason Lewis,R,18
Aitkin,38,U.S. Senate,,Tina Smith,DFL,12
Aitkin,38,U.S. Senate,,WRITE-IN,WI,0
Aitkin,38,U.S. House,8,Judith Schwartzbacker,GLC,1
Aitkin,38,U.S. House,8,Pete Stauber,R,19
Aitkin,38,U.S. House,8,Quinn Nystrom,DFL,11
Aitkin,38,U.S. House,8,WRITE-IN,WI,0
Aitkin,38,State Senate,10,Carrie Ruud,R,20
Aitkin,38,State Senate,10,Steve Samuelson,DFL,11
Aitkin,38,State Senate,10,WRITE-IN,WI,0
Aitkin,38,State House,10B,Dale K. Lueck,R,20
Aitkin,38,State House,10B,Gaylene Spolarich,DFL,11
Aitkin,38,State House,10B,WRITE-IN,WI,0
Aitkin,38,Soil and Water Supervisor District 3,3001,Franklin Turnock,NP,28
Aitkin,38,Soil and Water Supervisor District 3,3001,WRITE-IN,WI,0
Aitkin,38,Soil and Water Supervisor District 4,3001,Bob Janzen,NP,26
Aitkin,38,Soil and Water Supervisor District 4,3001,WRITE-IN,WI,2
Aitkin,38,Soil and Water Supervisor District 5,3001,Robert Roseberg,NP,28
Aitkin,38,Soil and Water Supervisor District 5,3001,WRITE-IN,WI,0
Aitkin,38,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,10
Aitkin,38,Associate Justice - Supreme Court 4,,Paul Thissen,NP,15
Aitkin,38,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Aitkin,38,Judge - Court of Appeals 3,,Carol Hooten,NP,24
Aitkin,38,Judge - Court of Appeals 3,,WRITE-IN,WI,0
Aitkin,38,Judge - Court of Appeals 9,,Randall J Slieter,NP,22
Aitkin,38,Judge - Court of Appeals 9,,WRITE-IN,WI,0
Aitkin,38,Judge - Court of Appeals 13,,Jeanne Cochran,NP,22
Aitkin,38,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Aitkin,38,Judge - Court of Appeals 15,,Kevin G. Ross,NP,23
Aitkin,38,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 2,9,Matthew Mallie,NP,23
Aitkin,38,Judge - 9th District Court 2,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 4,9,Benjamin T. Lindstrom,NP,9
Aitkin,38,Judge - 9th District Court 4,9,Charles D Halverson,NP,15
Aitkin,38,Judge - 9th District Court 4,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 5,9,D. Korey Wahwassuck,NP,23
Aitkin,38,Judge - 9th District Court 5,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 11,9,Anne M. Rasmusson,NP,22
Aitkin,38,Judge - 9th District Court 11,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 12,9,Sarah L. McBroom,NP,23
Aitkin,38,Judge - 9th District Court 12,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 14,9,Robert D. Tiffany,NP,23
Aitkin,38,Judge - 9th District Court 14,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 15,9,Tamara L. Yon,NP,23
Aitkin,38,Judge - 9th District Court 15,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 18,9,Jeffrey S. Remick,NP,23
Aitkin,38,Judge - 9th District Court 18,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 19,9,James Hughes,NP,7
Aitkin,38,Judge - 9th District Court 19,9,Jana M Austad,NP,17
Aitkin,38,Judge - 9th District Court 19,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 21,9,Patricia Aanes,NP,22
Aitkin,38,Judge - 9th District Court 21,9,WRITE-IN,WI,0
Aitkin,38,Judge - 9th District Court 22,9,Darlene Rivera Spalla,NP,22
Aitkin,38,Judge - 9th District Court 22,9,WRITE-IN,WI,0
Aitkin,40,President,,Donald J. Trump and Michael R. Pence,R,482
Aitkin,40,President,,Joseph R. Biden and Kamala Harris,DFL,285
Aitkin,40,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Aitkin,40,President,,Howie Hawkins and Angela Walker,GP,0
Aitkin,40,President,,Kanye West and Michelle Tidball,IND,1
Aitkin,40,President,,Brock Pierce and Karla Ballard,IND,1
Aitkin,40,President,,Gloria La Riva and Leonard Peltier,SLP,0
Aitkin,40,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Aitkin,40,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,2
Aitkin,40,President,,WRITE-IN,WI,1
Aitkin,40,U.S. Senate,,Kevin O'Connor,LMN,15
Aitkin,40,U.S. Senate,,Oliver Steinberg,GLC,4
Aitkin,40,U.S. Senate,,Jason Lewis,R,463
Aitkin,40,U.S. Senate,,Tina Smith,DFL,277
Aitkin,40,U.S. Senate,,WRITE-IN,WI,0
Aitkin,40,U.S. House,8,Judith Schwartzbacker,GLC,14
Aitkin,40,U.S. House,8,Pete Stauber,R,480
Aitkin,40,U.S. House,8,Quinn Nystrom,DFL,255
Aitkin,40,U.S. House,8,WRITE-IN,WI,0
Aitkin,40,State Senate,10,Carrie Ruud,R,497
Aitkin,40,State Senate,10,Steve Samuelson,DFL,260
Aitkin,40,State Senate,10,WRITE-IN,WI,0
Aitkin,40,State House,10B,Dale K. Lueck,R,524
Aitkin,40,State House,10B,Gaylene Spolarich,DFL,232
Aitkin,40,State House,10B,WRITE-IN,WI,0
Aitkin,40,County Commissioner District 2,2,Gene Miller,NP,198
Aitkin,40,County Commissioner District 2,2,Laurie Westerlund,NP,470
Aitkin,40,County Commissioner District 2,2,WRITE-IN,WI,0
Aitkin,40,Soil and Water Supervisor District 3,3001,Franklin Turnock,NP,544
Aitkin,40,Soil and Water Supervisor District 3,3001,WRITE-IN,WI,1
Aitkin,40,Soil and Water Supervisor District 4,3001,Bob Janzen,NP,586
Aitkin,40,Soil and Water Supervisor District 4,3001,WRITE-IN,WI,2
Aitkin,40,Soil and Water Supervisor District 5,3001,Robert Roseberg,NP,546
Aitkin,40,Soil and Water Supervisor District 5,3001,WRITE-IN,WI,1
Aitkin,40,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,229
Aitkin,40,Associate Justice - Supreme Court 4,,Paul Thissen,NP,340
Aitkin,40,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Aitkin,40,Judge - Court of Appeals 3,,Carol Hooten,NP,473
Aitkin,40,Judge - Court of Appeals 3,,WRITE-IN,WI,1
Aitkin,40,Judge - Court of Appeals 9,,Randall J Slieter,NP,468
Aitkin,40,Judge - Court of Appeals 9,,WRITE-IN,WI,1
Aitkin,40,Judge - Court of Appeals 13,,Jeanne Cochran,NP,470
Aitkin,40,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Aitkin,40,Judge - Court of Appeals 15,,Kevin G. Ross,NP,458
Aitkin,40,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Aitkin,40,Judge - 9th District Court 2,9,Matthew Mallie,NP,464
Aitkin,40,Judge - 9th District Court 2,9,WRITE-IN,WI,0
Aitkin,40,Judge - 9th District Court 4,9,Benjamin T. Lindstrom,NP,191
Aitkin,40,Judge - 9th District Court 4,9,Charles D Halverson,NP,366
Aitkin,40,Judge - 9th District Court 4,9,WRITE-IN,WI,0
Aitkin,40,Judge - 9th District Court 5,9,D. Korey Wahwassuck,NP,461
Aitkin,40,Judge - 9th District Court 5,9,WRITE-IN,WI,1
Aitkin,40,Judge - 9th District Court 11,9,Anne M. Rasmusson,NP,460
Aitkin,40,Judge - 9th District Court 11,9,WRITE-IN,WI,0
Aitkin,40,Judge - 9th District Court 12,9,Sarah L. McBroom,NP,467
Aitkin,40,Judge - 9th District Court 12,9,WRITE-IN,WI,0
Aitkin,40,Judge - 9th District Court 14,9,Robert D. Tiffany,NP,460
Aitkin,40,Judge - 9th District Court 14,9,WRITE-IN,WI,0
Aitkin,40,Judge - 9th District Court 15,9,Tamara L. Yon,NP,456
Aitkin,40,Judge - 9th District Court 15,9,WRITE-IN,WI,2
Aitkin,40,Judge - 9th District Court 18,9,Jeffrey S. Remick,NP,458
Aitkin,40,Judge - 9th District Court 18,9,WRITE-IN,WI,0
Aitkin,40,Judge - 9th District Court 19,9,James Hughes,NP,200
Aitkin,40,Judge - 9th District Court 19,9,Jana M Austad,NP,350
Aitkin,40,Judge - 9th District Court 19,9,WRITE-IN,WI,0
Aitkin,40,Judge - 9th District Court 21,9,Patricia Aanes,NP,460
Aitkin,40,Judge - 9th District Court 21,9,WRITE-IN,WI,0
Aitkin,40,Judge - 9th District Court 22,9,Darlene Rivera Spalla,NP,459
Aitkin,40,Judge - 9th District Court 22,9,WRITE-IN,WI,0
Aitkin,45,President,,Donald J. Trump and Michael R. Pence,R,153
Aitkin,45,President,,Joseph R. Biden and Kamala Harris,DFL,77
Aitkin,45,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,1
Aitkin,45,President,,Howie Hawkins and Angela Walker,GP,0
Aitkin,45,President,,Kanye West and Michelle Tidball,IND,1
Aitkin,45,President,,Brock Pierce and Karla Ballard,IND,0
Aitkin,45,President,,Gloria La Riva and Leonard Peltier,SLP,0
Aitkin,45,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Aitkin,45,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,2
Aitkin,45,President,,WRITE-IN,WI,0
Aitkin,45,U.S. Senate,,Kevin O'Connor,LMN,4
Aitkin,45,U.S. Senate,,Oliver Steinberg,GLC,1
Aitkin,45,U.S. Senate,,Jason Lewis,R,149
Aitkin,45,U.S. Senate,,Tina Smith,DFL,75
Aitkin,45,U.S. Senate,,WRITE-IN,WI,0
Aitkin,45,U.S. House,8,Judith Schwartzbacker,GLC,9
Aitkin,45,U.S. House,8,Pete Stauber,R,153
Aitkin,45,U.S. House,8,Quinn Nystrom,DFL,67
Aitkin,45,U.S. House,8,WRITE-IN,WI,0
Aitkin,45,State Senate,10,Carrie Ruud,R,157
Aitkin,45,State Senate,10,Steve Samuelson,DFL,72
Aitkin,45,State Senate,10,WRITE-IN,WI,0
Aitkin,45,State House,10B,Dale K. Lueck,R,161
Aitkin,45,State House,10B,Gaylene Spolarich,DFL,68
Aitkin,45,State House,10B,WRITE-IN,WI,0
Aitkin,45,County Commissioner District 4,4,Bill Pratt,NP,128
Aitkin,45,County Commissioner District 4,4,Brian Napstad,NP,58
Aitkin,45,County Commissioner District 4,4,WRITE-IN,WI,29
Aitkin,45,Soil and Water Supervisor District 3,3001,Franklin Turnock,NP,172
Aitkin,45,Soil and Water Supervisor District 3,3001,WRITE-IN,WI,0
Aitkin,45,Soil and Water Supervisor District 4,3001,Bob Janzen,NP,169
Aitkin,45,Soil and Water Supervisor District 4,3001,WRITE-IN,WI,0
Aitkin,45,Soil and Water Supervisor District 5,3001,Robert Roseberg,NP,163
Aitkin,45,Soil and Water Supervisor District 5,3001,WRITE-IN,WI,0
Aitkin,45,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,75
Aitkin,45,Associate Justice - Supreme Court 4,,Paul Thissen,NP,107
Aitkin,45,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Aitkin,45,Judge - Court of Appeals 3,,Carol Hooten,NP,144
Aitkin,45,Judge - Court of Appeals 3,,WRITE-IN,WI,0
Aitkin,45,Judge - Court of Appeals 9,,Randall J Slieter,NP,144
Aitkin,45,Judge - Court of Appeals 9,,WRITE-IN,WI,0
Aitkin,45,Judge - Court of Appeals 13,,Jeanne Cochran,NP,142
Aitkin,45,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Aitkin,45,Judge - Court of Appeals 15,,Kevin G. Ross,NP,140
Aitkin,45,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 2,9,Matthew Mallie,NP,138
Aitkin,45,Judge - 9th District Court 2,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 4,9,Benjamin T. Lindstrom,NP,54
Aitkin,45,Judge - 9th District Court 4,9,Charles D Halverson,NP,113
Aitkin,45,Judge - 9th District Court 4,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 5,9,D. Korey Wahwassuck,NP,138
Aitkin,45,Judge - 9th District Court 5,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 11,9,Anne M. Rasmusson,NP,136
Aitkin,45,Judge - 9th District Court 11,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 12,9,Sarah L. McBroom,NP,143
Aitkin,45,Judge - 9th District Court 12,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 14,9,Robert D. Tiffany,NP,140
Aitkin,45,Judge - 9th District Court 14,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 15,9,Tamara L. Yon,NP,137
Aitkin,45,Judge - 9th District Court 15,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 18,9,Jeffrey S. Remick,NP,139
Aitkin,45,Judge - 9th District Court 18,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 19,9,James Hughes,NP,67
Aitkin,45,Judge - 9th District Court 19,9,Jana M Austad,NP,98
Aitkin,45,Judge - 9th District Court 19,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 21,9,Patricia Aanes,NP,139
Aitkin,45,Judge - 9th District Court 21,9,WRITE-IN,WI,0
Aitkin,45,Judge - 9th District Court 22,9,Darlene Rivera Spalla,NP,139
Aitkin,45,Judge - 9th District Court 22,9,WRITE-IN,WI,0
Aitkin,50,President,,Donald J. Trump and Michael R. Pence,R,197
Aitkin,50,President,,Joseph R. Biden and Kamala Harris,DFL,137
Aitkin,50,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Aitkin,50,President,,Howie Hawkins and Angela Walker,GP,0
Aitkin,50,President,,Kanye West and Michelle Tidball,IND,1
Aitkin,50,President,,Brock Pierce and Karla Ballard,IND,0
Aitkin,50,President,,Gloria La Riva and Leonard Peltier,SLP,0
Aitkin,50,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Aitkin,50,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,0
Aitkin,50,President,,WRITE-IN,WI,1
Aitkin,50,U.S. Senate,,Kevin O'Connor,LMN,8
Aitkin,50,U.S. Senate,,Oliver Steinberg,GLC,5
Aitkin,50,U.S. Senate,,Jason Lewis,R,183
Aitkin,50,U.S. Senate,,Tina Smith,DFL,132
Aitkin,50,U.S. Senate,,WRITE-IN,WI,2
Aitkin,50,U.S. House,8,Judith Schwartzbacker,GLC,11
Aitkin,50,U.S. House,8,Pete Stauber,R,189
Aitkin,50,U.S. House,8,Quinn Nystrom,DFL,126
Aitkin,50,U.S. House,8,WRITE-IN,WI,0
Aitkin,50,State Senate,10,Carrie Ruud,R,200
Aitkin,50,State Senate,10,Steve Samuelson,DFL,125
Aitkin,50,State Senate,10,WRITE-IN,WI,0
Aitkin,50,State House,10B,Dale K. Lueck,R,211
Aitkin,50,State House,10B,Gaylene Spolarich,DFL,116
Aitkin,50,State House,10B,WRITE-IN,WI,0
Aitkin,50,Soil and Water Supervisor District 3,3001,Franklin Turnock,NP,217
Aitkin,50,Soil and Water Supervisor District 3,3001,WRITE-IN,WI,0
Aitkin,50,Soil and Water Supervisor District 4,3001,Bob Janzen,NP,221
Aitkin,50,Soil and Water Supervisor District 4,3001,WRITE-IN,WI,2
Aitkin,50,Soil and Water Supervisor District 5,3001,Robert Roseberg,NP,217
Aitkin,50,Soil and Water Supervisor District 5,3001,WRITE-IN,WI,0
Aitkin,50,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,113
Aitkin,50,Associate Justice - Supreme Court 4,,Paul Thissen,NP,124
Aitkin,50,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Aitkin,50,Judge - Court of Appeals 3,,Carol Hooten,NP,162
Aitkin,50,Judge - Court of Appeals 3,,WRITE-IN,WI,1
Aitkin,50,Judge - Court of Appeals 9,,Randall J Slieter,NP,162
Aitkin,50,Judge - Court of Appeals 9,,WRITE-IN,WI,1
Aitkin,50,Judge - Court of Appeals 13,,Jeanne Cochran,NP,163
Aitkin,50,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Aitkin,50,Judge - Court of Appeals 15,,Kevin G. Ross,NP,164
Aitkin,50,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Aitkin,50,Judge - 9th District Court 2,9,Matthew Mallie,NP,161
Aitkin,50,Judge - 9th District Court 2,9,WRITE-IN,WI,1
Aitkin,50,Judge - 9th District Court 4,9,Benjamin T. Lindstrom,NP,97
Aitkin,50,Judge - 9th District Court 4,9,Charles D Halverson,NP,130
Aitkin,50,Judge - 9th District Court 4,9,WRITE-IN,WI,0
Aitkin,50,Judge - 9th District Court 5,9,D. Korey Wahwassuck,NP,161
Aitkin,50,Judge - 9th District Court 5,9,WRITE-IN,WI,0
Aitkin,50,Judge - 9th District Court 11,9,Anne M. Rasmusson,NP,161
Aitkin,50,Judge - 9th District Court 11,9,WRITE-IN,WI,0
Aitkin,50,Judge - 9th District Court 12,9,Sarah L. McBroom,NP,159
Aitkin,50,Judge - 9th District Court 12,9,WRITE-IN,WI,1
Aitkin,50,Judge - 9th District Court 14,9,Robert D. Tiffany,NP,162
Aitkin,50,Judge - 9th District Court 14,9,WRITE-IN,WI,0
Aitkin,50,Judge - 9th District Court 15,9,Tamara L. Yon,NP,163
Aitkin,50,Judge - 9th District Court 15,9,WRITE-IN,WI,0
Aitkin,50,Judge - 9th District Court 18,9,Jeffrey S. Remick,NP,163
Aitkin,50,Judge - 9th District Court 18,9,WRITE-IN,WI,0
Aitkin,50,Judge - 9th District Court 19,9,James Hughes,NP,95
Aitkin,50,Judge - 9th District Court 19,9,Jana M Austad,NP,122
Aitkin,50,Judge - 9th District Court 19,9,WRITE-IN,WI,0
Aitkin,50,Judge - 9th District Court 21,9,Patricia Aanes,NP,161
Aitkin,50,Judge - 9th District Court 21,9,WRITE-IN,WI,0
Aitkin,50,Judge - 9th District Court 22,9,Darlene Rivera Spalla,NP,162
Aitkin,50,Judge - 9th District Court 22,9,WRITE-IN,WI,0
Aitkin,55,President,,Donald J. Trump and Michael R. Pence,R,56
Aitkin,55,President,,Joseph R. Biden and Kamala Harris,DFL,46
Aitkin,55,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Aitkin,55,President,,Howie Hawkins and Angela Walker,GP,1
Aitkin,55,President,,Kanye West and Michelle Tidball,IND,1
Aitkin,55,President,,Brock Pierce and Karla Ballard,IND,0
Aitkin,55,President,,Gloria La Riva and Leonard Peltier,SLP,0
Aitkin,55,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Aitkin,55,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,1
Aitkin,55,President,,WRITE-IN,WI,0
Aitkin,55,U.S. Senate,,Kevin O'Connor,LMN,5
Aitkin,55,U.S. Senate,,Oliver Steinberg,GLC,2
Aitkin,55,U.S. Senate,,Jason Lewis,R,54
Aitkin,55,U.S. Senate,,Tina Smith,DFL,44
Aitkin,55,U.S. Senate,,WRITE-IN,WI,0
Aitkin,55,U.S. House,8,Judith Schwartzbacker,GLC,4
Aitkin,55,U.S. House,8,Pete Stauber,R,60
Aitkin,55,U.S. House,8,Quinn Nystrom,DFL,40
Aitkin,55,U.S. House,8,WRITE-IN,WI,0
Aitkin,55,State Senate,10,Carrie Ruud,R,60
Aitkin,55,State Senate,10,Steve Samuelson,DFL,43
Aitkin,55,State Senate,10,WRITE-IN,WI,0
Aitkin,55,State House,10B,Dale K. Lueck,R,61
Aitkin,55,State House,10B,Gaylene Spolarich,DFL,41
Aitkin,55,State House,10B,WRITE-IN,WI,0
Aitkin,55,County Commissioner District 4,4,Bill Pratt,NP,40
Aitkin,55,County Commissioner District 4,4,Brian Napstad,NP,44
Aitkin,55,County Commissioner District 4,4,WRITE-IN,WI,16
Aitkin,55,Soil and Water Supervisor District 3,3001,Franklin Turnock,NP,88
Aitkin,55,Soil and Water Supervisor District 3,3001,WRITE-IN,WI,1
Aitkin,55,Soil and Water Supervisor District 4,3001,Bob Janzen,NP,86
Aitkin,55,Soil and Water Supervisor District 4,3001,WRITE-IN,WI,1
Aitkin,55,Soil and Water Supervisor District 5,3001,Robert Roseberg,NP,83
Aitkin,55,Soil and Water Supervisor District 5,3001,WRITE-IN,WI,1
Aitkin,55,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,50
Aitkin,55,Associate Justice - Supreme Court 4,,Paul Thissen,NP,35
