county,office,district,candidate,party,absentee_mail,early_voting,election_day,votes
LEFLORE,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,347,699,4716,5762
LEFLORE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,723,1665,8218,10606
LEFLORE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,335,659,4472,5466
LEFLORE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,671,1625,8152,10448
LEFLORE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,385,693,4576,5654
LEFLORE,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,586,862,4273,5721
LEFLORE,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,607,1748,9967,12322
LEFLORE,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,478,1078,5583,7139
LEFLORE,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,706,1502,8437,10645
LEFLORE,PROPOSITION TOWN OF BOKOSHE,,FOR THE PROPOSITION - YES,,3,0,79,82
LEFLORE,PROPOSITION TOWN OF BOKOSHE,,AGAINST THE PROPOSITION - NO,,3,4,51,58
LINCOLN,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,646,1417,9950,12013
LINCOLN,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,23,14,150,187
LINCOLN,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,516,386,1707,2609
LINCOLN,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,4,4,16,24
LINCOLN,President,,KANYE WEST | MICHELLE TIDBALL,IND,4,3,28,35
LINCOLN,President,,BROCK PIERCE | KARLA BALLARD,IND,1,1,18,20
LINCOLN,Corporation Commissioner,,TODD HIETT,REP,748,1467,9942,12157
LINCOLN,Corporation Commissioner,,TODD HAGOPIAN,LIB,311,275,1444,2030
LINCOLN,U.S. Senate,,JIM INHOFE,REP,634,1361,9450,11445
LINCOLN,U.S. Senate,,ROBERT MURPHY,LIB,32,32,248,312
LINCOLN,U.S. Senate,,ABBY BROYLES,DEM,509,397,1861,2767
LINCOLN,U.S. Senate,,JOAN FARR,IND,14,26,165,205
LINCOLN,U.S. Senate,,A. D. NESBIT,IND,4,7,93,104
LINCOLN,U.S. House,3,FRANK D. LUCAS,REP,731,1459,10025,12215
LINCOLN,U.S. House,3,ZOE MIDYETT,DEM,454,356,1723,2533
LINCOLN,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,660,1110,7268,9038
LINCOLN,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,402,501,3259,4162
LINCOLN,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,706,1090,7051,8847
LINCOLN,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,367,531,3493,4391
LINCOLN,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,641,1093,7086,8820
LINCOLN,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,419,519,3401,4339
LINCOLN,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,669,1114,7087,8870
LINCOLN,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,390,491,3406,4287
LINCOLN,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,656,1072,6930,8658
LINCOLN,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,396,524,3502,4422
LINCOLN,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,695,1034,6507,8236
LINCOLN,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,359,563,3895,4817
LINCOLN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,698,1029,6554,8281
LINCOLN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,356,566,3804,4726
LINCOLN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,640,1024,6567,8231
LINCOLN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,415,570,3808,4793
LINCOLN,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,588,517,3242,4347
LINCOLN,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,570,1272,8361,10203
LINCOLN,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,468,606,4115,5189
LINCOLN,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,685,1158,7308,9151
LOGAN,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,1758,2246,11604,15608
LOGAN,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,68,27,278,373
LOGAN,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,1792,792,2871,5455
LOGAN,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,9,1,32,42
LOGAN,President,,KANYE WEST | MICHELLE TIDBALL,IND,5,8,57,70
LOGAN,President,,BROCK PIERCE | KARLA BALLARD,IND,6,1,19,26
LOGAN,Corporation Commissioner,,TODD HIETT,REP,2217,2356,11831,16404
LOGAN,Corporation Commissioner,,TODD HAGOPIAN,LIB,1097,535,2434,4066
LOGAN,U.S. Senate,,JIM INHOFE,REP,1724,2207,11113,15044
LOGAN,U.S. Senate,,ROBERT MURPHY,LIB,64,46,406,516
LOGAN,U.S. Senate,,ABBY BROYLES,DEM,1782,781,2979,5542
LOGAN,U.S. Senate,,JOAN FARR,IND,39,22,186,247
LOGAN,U.S. Senate,,A. D. NESBIT,IND,19,11,111,141
LOGAN,U.S. House,3,FRANK D. LUCAS,REP,2007,2337,12005,16349
LOGAN,U.S. House,3,ZOE MIDYETT,DEM,1603,711,2687,5001
LOGAN,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,2082,1889,9695,13666
LOGAN,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,1141,722,3498,5361
LOGAN,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,2290,1768,8926,12984
LOGAN,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,959,848,4330,6137
LOGAN,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,2074,1809,9357,13240
LOGAN,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,1140,792,3780,5712
LOGAN,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,2230,1937,9922,14089
LOGAN,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,1001,670,3298,4969
LOGAN,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,2122,1814,9314,13250
LOGAN,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,1076,767,3788,5631
LOGAN,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,2287,1692,8446,12425
LOGAN,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,922,874,4622,6418
LOGAN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,2296,1708,8520,12524
LOGAN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,905,855,4521,6281
LOGAN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,2086,1659,8422,12167
LOGAN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,1104,906,4632,6642
LOGAN,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,2051,1071,4807,7929
LOGAN,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,1483,1867,9696,13046
LOGAN,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,1456,1177,5590,8223
LOGAN,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,2066,1691,8723,12480
LOVE,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,120,698,2487,3305
LOVE,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,5,30,36
LOVE,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,68,185,458,711
LOVE,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,2,7,9
LOVE,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,2,8,10
LOVE,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,5,5
LOVE,Corporation Commissioner,,TODD HIETT,REP,117,717,2481,3315
LOVE,Corporation Commissioner,,TODD HAGOPIAN,LIB,46,109,353,508
LOVE,U.S. Senate,,JIM INHOFE,REP,111,703,2416,3230
LOVE,U.S. Senate,,ROBERT MURPHY,LIB,2,13,41,56
LOVE,U.S. Senate,,ABBY BROYLES,DEM,71,161,469,701
LOVE,U.S. Senate,,JOAN FARR,IND,2,7,35,44
LOVE,U.S. Senate,,A. D. NESBIT,IND,0,5,23,28
LOVE,U.S. House,4,TOM COLE,REP,119,702,2479,3300
LOVE,U.S. House,4,BOB WHITE,LIB,1,18,70,89
LOVE,U.S. House,4,MARY BRANNON,DEM,66,167,438,671
LOVE,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,100,503,1996,2599
LOVE,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,53,162,587,802
LOVE,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,115,503,1923,2541
LOVE,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,41,165,677,883
LOVE,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,104,504,1948,2556
LOVE,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,51,154,613,818
LOVE,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,109,517,1988,2614
LOVE,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,45,144,568,757
LOVE,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,105,494,1952,2551
LOVE,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,48,163,596,807
LOVE,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,117,471,1793,2381
LOVE,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,34,183,734,951
LOVE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,114,477,1794,2385
LOVE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,38,180,733,951
LOVE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,100,451,1743,2294
LOVE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,52,200,786,1038
LOVE,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,80,231,720,1031
LOVE,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,101,600,2176,2877
LOVE,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,68,338,1127,1533
LOVE,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,113,479,1713,2305
MCCLAIN,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,1248,1406,12641,15295
MCCLAIN,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,32,15,189,236
MCCLAIN,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,945,417,2220,3582
MCCLAIN,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,7,2,34,43
MCCLAIN,President,,KANYE WEST | MICHELLE TIDBALL,IND,4,1,54,59
MCCLAIN,President,,BROCK PIERCE | KARLA BALLARD,IND,2,0,19,21
MCCLAIN,Corporation Commissioner,,TODD HIETT,REP,1511,1472,12787,15770
MCCLAIN,Corporation Commissioner,,TODD HAGOPIAN,LIB,528,268,1834,2630
MCCLAIN,U.S. Senate,,JIM INHOFE,REP,1237,1376,11990,14603
MCCLAIN,U.S. Senate,,ROBERT MURPHY,LIB,37,22,338,397
MCCLAIN,U.S. Senate,,ABBY BROYLES,DEM,932,411,2518,3861
MCCLAIN,U.S. Senate,,JOAN FARR,IND,15,19,179,213
MCCLAIN,U.S. Senate,,A. D. NESBIT,IND,15,6,98,119
MCCLAIN,U.S. House,4,TOM COLE,REP,1378,1433,12540,15351
MCCLAIN,U.S. House,4,BOB WHITE,LIB,45,40,529,614
MCCLAIN,U.S. House,4,MARY BRANNON,DEM,814,358,2037,3209
MCCLAIN,State Senate,43,JESSICA GARVIN,REP,1328,1409,12557,15294
MCCLAIN,State Senate,43,TERRI REIMER,DEM,883,413,2471,3767
MCCLAIN,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,1284,1140,9568,11992
MCCLAIN,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,711,451,3887,5049
MCCLAIN,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,1402,1093,8865,11360
MCCLAIN,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,611,514,4635,5760
MCCLAIN,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,1288,1120,9304,11712
MCCLAIN,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,710,472,4122,5304
MCCLAIN,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,1303,1109,9355,11767
MCCLAIN,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,692,472,4040,5204
MCCLAIN,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,1299,1092,9151,11542
MCCLAIN,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,695,487,4206,5388
MCCLAIN,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,1327,1029,8301,10657
MCCLAIN,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,667,546,5032,6245
MCCLAIN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,1356,1050,8337,10743
MCCLAIN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,639,523,4997,6159
MCCLAIN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,1249,1012,8292,10553
MCCLAIN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,740,562,5041,6343
MCCLAIN,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,1102,547,3970,5619
MCCLAIN,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,1080,1243,10786,13109
MCCLAIN,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,864,691,5298,6853
MCCLAIN,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,1308,1071,9250,11629
MCCLAIN,PROPOSITION CITY OF BLANCHARD,,FOR THE PROPOSITION - YES,,157,72,941,1170
MCCLAIN,PROPOSITION CITY OF BLANCHARD,,AGAINST THE PROPOSITION - NO,,236,152,1549,1937
MCCURTAIN,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,481,1035,7969,9485
MCCURTAIN,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,5,11,48,64
MCCURTAIN,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,257,326,1275,1858
MCCURTAIN,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,2,10,12
MCCURTAIN,President,,KANYE WEST | MICHELLE TIDBALL,IND,1,0,32,33
MCCURTAIN,President,,BROCK PIERCE | KARLA BALLARD,IND,1,0,14,15
MCCURTAIN,Corporation Commissioner,,TODD HIETT,REP,491,1046,7722,9259
MCCURTAIN,Corporation Commissioner,,TODD HAGOPIAN,LIB,163,207,1026,1396
MCCURTAIN,U.S. Senate,,JIM INHOFE,REP,455,1004,7562,9021
MCCURTAIN,U.S. Senate,,ROBERT MURPHY,LIB,5,14,153,172
MCCURTAIN,U.S. Senate,,ABBY BROYLES,DEM,273,330,1338,1941
MCCURTAIN,U.S. Senate,,JOAN FARR,IND,6,9,117,132
MCCURTAIN,U.S. Senate,,A. D. NESBIT,IND,2,6,58,66
MCCURTAIN,U.S. House,2,MARKWAYNE MULLIN,REP,470,1025,7786,9281
MCCURTAIN,U.S. House,2,RICHIE CASTALDO,LIB,10,22,140,172
MCCURTAIN,U.S. House,2,DANYELL LANIER,DEM,260,317,1313,1890
MCCURTAIN,State Senate,5,GEORGE H BURNS,REP,470,994,7379,8843
MCCURTAIN,State Senate,5,RANDY COLEMAN,DEM,269,364,1882,2515
MCCURTAIN,FOR COUNTY COURT CLERK,,KATHY GRAY,REP,466,985,7186,8637
MCCURTAIN,FOR COUNTY COURT CLERK,,MISTY WILLISTON MANNING,DEM,274,373,2029,2676
MCCURTAIN,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,MARK JENNINGS,REP,184,459,1802,2445
MCCURTAIN,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,TONY HILL,DEM,110,238,804,1152
MCCURTAIN,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,389,801,5573,6763
MCCURTAIN,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,230,334,2391,2955
MCCURTAIN,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,392,764,4946,6102
MCCURTAIN,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,237,384,3072,3693
MCCURTAIN,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,389,784,5485,6658
MCCURTAIN,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,235,347,2444,3026
MCCURTAIN,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,387,792,5397,6576
MCCURTAIN,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,237,342,2521,3100
MCCURTAIN,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,385,776,5322,6483
MCCURTAIN,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,239,355,2575,3169
MCCURTAIN,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,375,706,4468,5549
MCCURTAIN,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,241,426,3415,4082
MCCURTAIN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,387,716,4496,5599
MCCURTAIN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,235,413,3380,4028
MCCURTAIN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,369,700,4512,5581
MCCURTAIN,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,254,430,3383,4067
MCCURTAIN,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,272,406,2007,2685
MCCURTAIN,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,432,916,6968,8316
MCCURTAIN,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,304,507,3346,4157
MCCURTAIN,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,389,783,5414,6586
MCCURTAIN,PROPOSITION NO. 1,,FOR THE PROPOSITION - YES,,328,579,3238,4145
MCCURTAIN,PROPOSITION NO. 1,,AGAINST THE PROPOSITION - NO,,374,743,5738,6855
MCCURTAIN,PROPOSITION NO. 2,,FOR THE PROPOSITION - YES,,341,556,3025,3922
MCCURTAIN,PROPOSITION NO. 2,,AGAINST THE PROPOSITION - NO,,365,760,5881,7006
MCCURTAIN,PROPOSITION NO. 3,,FOR THE PROPOSITION - YES,,422,622,3744,4788
MCCURTAIN,PROPOSITION NO. 3,,AGAINST THE PROPOSITION - NO,,286,697,5240,6223
MCINTOSH,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,371,863,4938,6172
MCINTOSH,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,8,2,68,78
MCINTOSH,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,348,316,1367,2031
MCINTOSH,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,3,2,16,21
MCINTOSH,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,3,14,17
MCINTOSH,President,,BROCK PIERCE | KARLA BALLARD,IND,1,1,14,16
MCINTOSH,Corporation Commissioner,,TODD HIETT,REP,451,906,5026,6383
MCINTOSH,Corporation Commissioner,,TODD HAGOPIAN,LIB,196,203,1001,1400
MCINTOSH,U.S. Senate,,JIM INHOFE,REP,369,811,4553,5733
MCINTOSH,U.S. Senate,,ROBERT MURPHY,LIB,9,9,125,143
MCINTOSH,U.S. Senate,,ABBY BROYLES,DEM,342,345,1548,2235
MCINTOSH,U.S. Senate,,JOAN FARR,IND,5,13,96,114
MCINTOSH,U.S. Senate,,A. D. NESBIT,IND,3,8,54,65
MCINTOSH,U.S. House,2,MARKWAYNE MULLIN,REP,384,855,4794,6033
MCINTOSH,U.S. House,2,RICHIE CASTALDO,LIB,14,20,149,183
MCINTOSH,U.S. House,2,DANYELL LANIER,DEM,331,307,1417,2055
MCINTOSH,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,MONTY GRIDER,REP,141,408,1104,1653
MCINTOSH,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,CLIFFORD GLEN SHATSWELL JR.,DEM,187,320,813,1320
MCINTOSH,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,403,709,3794,4906
MCINTOSH,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,245,320,1914,2479
MCINTOSH,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,425,669,3674,4768
MCINTOSH,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,234,362,2079,2675
MCINTOSH,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,396,686,3683,4765
MCINTOSH,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,253,336,1991,2580
MCINTOSH,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,403,696,3717,4816
MCINTOSH,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,244,334,1986,2564
MCINTOSH,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,397,682,3663,4742
MCINTOSH,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,250,335,1981,2566
MCINTOSH,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,430,665,3451,4546
MCINTOSH,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,214,351,2185,2750
MCINTOSH,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,421,656,3440,4517
MCINTOSH,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,225,357,2169,2751
MCINTOSH,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,376,637,3417,4430
MCINTOSH,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,269,382,2206,2857
MCINTOSH,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,344,342,1589,2275
MCINTOSH,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,376,813,4642,5831
MCINTOSH,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,273,437,2267,2977
MCINTOSH,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,439,696,3863,4998
MAJOR,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,155,621,2308,3084
MAJOR,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,7,31,39
MAJOR,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,69,84,167,320
MAJOR,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,1,6,7
MAJOR,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,1,7,8
MAJOR,President,,BROCK PIERCE | KARLA BALLARD,IND,0,3,6,9
MAJOR,Corporation Commissioner,,TODD HIETT,REP,173,629,2308,3110
MAJOR,Corporation Commissioner,,TODD HAGOPIAN,LIB,35,59,167,261
MAJOR,U.S. Senate,,JIM INHOFE,REP,154,602,2236,2992
MAJOR,U.S. Senate,,ROBERT MURPHY,LIB,3,11,57,71
MAJOR,U.S. Senate,,ABBY BROYLES,DEM,66,92,190,348
MAJOR,U.S. Senate,,JOAN FARR,IND,0,11,28,39
MAJOR,U.S. Senate,,A. D. NESBIT,IND,0,1,10,11
MAJOR,U.S. House,3,FRANK D. LUCAS,REP,171,636,2353,3160
MAJOR,U.S. House,3,ZOE MIDYETT,DEM,53,75,163,291
MAJOR,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,127,464,1667,2258
MAJOR,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,65,175,640,880
MAJOR,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,128,436,1628,2192
MAJOR,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,65,201,688,954
