county,precinct,office,district,candidate,party,votes,mail,election_day,early_voting
Salt Lake,MUR013,President,,DONALD J. TRUMP,REP,22,17,3,2
Salt Lake,MUR013,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,MUR013,President,,MATTHEW JOHN MATERN,REP,2,2,0,0
Salt Lake,MUR013,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR014,President,,BILL WELD,REP,8,8,0,0
Salt Lake,MUR014,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR014,President,,DONALD J. TRUMP,REP,81,81,0,0
Salt Lake,MUR014,President,,JOE WALSH,REP,4,4,0,0
Salt Lake,MUR014,President,,MATTHEW JOHN MATERN,REP,5,5,0,0
Salt Lake,MUR014,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR015,President,,BILL WELD,REP,11,11,0,0
Salt Lake,MUR015,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR015,President,,DONALD J. TRUMP,REP,68,66,2,0
Salt Lake,MUR015,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,MUR015,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,MUR015,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR016,President,,BILL WELD,REP,9,9,0,0
Salt Lake,MUR016,President,,BOB ELY,REP,2,2,0,0
Salt Lake,MUR016,President,,DONALD J. TRUMP,REP,120,119,1,0
Salt Lake,MUR016,President,,JOE WALSH,REP,6,6,0,0
Salt Lake,MUR016,President,,MATTHEW JOHN MATERN,REP,3,3,0,0
Salt Lake,MUR016,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR017,President,,BILL WELD,REP,4,4,0,0
Salt Lake,MUR017,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR017,President,,DONALD J. TRUMP,REP,39,38,1,0
Salt Lake,MUR017,President,,JOE WALSH,REP,1,1,0,0
Salt Lake,MUR017,President,,MATTHEW JOHN MATERN,REP,3,3,0,0
Salt Lake,MUR017,President,,ROBERT ARDINI,REP,2,2,0,0
Salt Lake,MUR018,President,,BILL WELD,REP,9,9,0,0
Salt Lake,MUR018,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR018,President,,DONALD J. TRUMP,REP,132,132,0,0
Salt Lake,MUR018,President,,JOE WALSH,REP,4,4,0,0
Salt Lake,MUR018,President,,MATTHEW JOHN MATERN,REP,4,3,1,0
Salt Lake,MUR018,President,,ROBERT ARDINI,REP,2,2,0,0
Salt Lake,MUR019,President,,BILL WELD,REP,7,7,0,0
Salt Lake,MUR019,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR019,President,,DONALD J. TRUMP,REP,60,60,0,0
Salt Lake,MUR019,President,,JOE WALSH,REP,5,5,0,0
Salt Lake,MUR019,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR019,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR020,President,,BILL WELD,REP,18,17,1,0
Salt Lake,MUR020,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR020,President,,DONALD J. TRUMP,REP,113,109,4,0
Salt Lake,MUR020,President,,JOE WALSH,REP,5,5,0,0
Salt Lake,MUR020,President,,MATTHEW JOHN MATERN,REP,9,9,0,0
Salt Lake,MUR020,President,,ROBERT ARDINI,REP,4,4,0,0
Salt Lake,MUR021,President,,BILL WELD,REP,5,5,0,0
Salt Lake,MUR021,President,,BOB ELY,REP,2,2,0,0
Salt Lake,MUR021,President,,DONALD J. TRUMP,REP,123,118,5,0
Salt Lake,MUR021,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,MUR021,President,,MATTHEW JOHN MATERN,REP,4,4,0,0
Salt Lake,MUR021,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR022,President,,BILL WELD,REP,1,0,1,0
Salt Lake,MUR022,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR022,President,,DONALD J. TRUMP,REP,18,18,0,0
Salt Lake,MUR022,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,MUR022,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,MUR022,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR023,President,,BILL WELD,REP,12,12,0,0
Salt Lake,MUR023,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR023,President,,DONALD J. TRUMP,REP,77,76,1,0
Salt Lake,MUR023,President,,JOE WALSH,REP,2,2,0,0
Salt Lake,MUR023,President,,MATTHEW JOHN MATERN,REP,5,5,0,0
Salt Lake,MUR023,President,,ROBERT ARDINI,REP,3,3,0,0
Salt Lake,MUR024,President,,BILL WELD,REP,12,12,0,0
Salt Lake,MUR024,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR024,President,,DONALD J. TRUMP,REP,89,86,2,1
Salt Lake,MUR024,President,,JOE WALSH,REP,7,7,0,0
Salt Lake,MUR024,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,MUR024,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR025,President,,BILL WELD,REP,14,14,0,0
Salt Lake,MUR025,President,,BOB ELY,REP,2,2,0,0
Salt Lake,MUR025,President,,DONALD J. TRUMP,REP,67,64,3,0
Salt Lake,MUR025,President,,JOE WALSH,REP,2,2,0,0
Salt Lake,MUR025,President,,MATTHEW JOHN MATERN,REP,7,7,0,0
Salt Lake,MUR025,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR027,President,,BILL WELD,REP,12,12,0,0
Salt Lake,MUR027,President,,BOB ELY,REP,2,2,0,0
Salt Lake,MUR027,President,,DONALD J. TRUMP,REP,106,100,6,0
Salt Lake,MUR027,President,,JOE WALSH,REP,2,2,0,0
Salt Lake,MUR027,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR027,President,,ROBERT ARDINI,REP,3,3,0,0
Salt Lake,MUR029,President,,BILL WELD,REP,39,37,2,0
Salt Lake,MUR029,President,,BOB ELY,REP,4,4,0,0
Salt Lake,MUR029,President,,DONALD J. TRUMP,REP,168,165,3,0
Salt Lake,MUR029,President,,JOE WALSH,REP,7,7,0,0
Salt Lake,MUR029,President,,MATTHEW JOHN MATERN,REP,5,5,0,0
Salt Lake,MUR029,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR030,President,,BILL WELD,REP,7,7,0,0
Salt Lake,MUR030,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR030,President,,DONALD J. TRUMP,REP,79,74,5,0
Salt Lake,MUR030,President,,JOE WALSH,REP,4,4,0,0
Salt Lake,MUR030,President,,MATTHEW JOHN MATERN,REP,2,2,0,0
Salt Lake,MUR030,President,,ROBERT ARDINI,REP,2,2,0,0
Salt Lake,MUR031,President,,BILL WELD,REP,12,12,0,0
Salt Lake,MUR031,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR031,President,,DONALD J. TRUMP,REP,94,87,7,0
Salt Lake,MUR031,President,,JOE WALSH,REP,10,10,0,0
Salt Lake,MUR031,President,,MATTHEW JOHN MATERN,REP,3,3,0,0
Salt Lake,MUR031,President,,ROBERT ARDINI,REP,2,2,0,0
Salt Lake,MUR032,President,,BILL WELD,REP,3,3,0,0
Salt Lake,MUR032,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR032,President,,DONALD J. TRUMP,REP,52,52,0,0
Salt Lake,MUR032,President,,JOE WALSH,REP,10,10,0,0
Salt Lake,MUR032,President,,MATTHEW JOHN MATERN,REP,3,3,0,0
Salt Lake,MUR032,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR033,President,,BILL WELD,REP,8,8,0,0
Salt Lake,MUR033,President,,BOB ELY,REP,3,3,0,0
Salt Lake,MUR033,President,,DONALD J. TRUMP,REP,70,67,2,1
Salt Lake,MUR033,President,,JOE WALSH,REP,1,1,0,0
Salt Lake,MUR033,President,,MATTHEW JOHN MATERN,REP,4,4,0,0
Salt Lake,MUR033,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR034,President,,BILL WELD,REP,6,6,0,0
Salt Lake,MUR034,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR034,President,,DONALD J. TRUMP,REP,81,81,0,0
Salt Lake,MUR034,President,,JOE WALSH,REP,4,4,0,0
Salt Lake,MUR034,President,,MATTHEW JOHN MATERN,REP,6,6,0,0
Salt Lake,MUR034,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR035,President,,BILL WELD,REP,11,11,0,0
Salt Lake,MUR035,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR035,President,,DONALD J. TRUMP,REP,91,84,6,1
Salt Lake,MUR035,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,MUR035,President,,MATTHEW JOHN MATERN,REP,3,3,0,0
Salt Lake,MUR035,President,,ROBERT ARDINI,REP,2,2,0,0
Salt Lake,MUR036,President,,BILL WELD,REP,24,22,2,0
Salt Lake,MUR036,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR036,President,,DONALD J. TRUMP,REP,164,162,2,0
Salt Lake,MUR036,President,,JOE WALSH,REP,6,6,0,0
Salt Lake,MUR036,President,,MATTHEW JOHN MATERN,REP,5,5,0,0
Salt Lake,MUR036,President,,ROBERT ARDINI,REP,2,2,0,0
Salt Lake,MUR037,President,,BILL WELD,REP,5,5,0,0
Salt Lake,MUR037,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR037,President,,DONALD J. TRUMP,REP,110,108,1,1
Salt Lake,MUR037,President,,JOE WALSH,REP,1,1,0,0
Salt Lake,MUR037,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR037,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR038,President,,BILL WELD,REP,6,6,0,0
Salt Lake,MUR038,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR038,President,,DONALD J. TRUMP,REP,69,67,0,2
Salt Lake,MUR038,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,MUR038,President,,MATTHEW JOHN MATERN,REP,2,2,0,0
Salt Lake,MUR038,President,,ROBERT ARDINI,REP,3,3,0,0
Salt Lake,MUR039,President,,BILL WELD,REP,16,15,1,0
Salt Lake,MUR039,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR039,President,,DONALD J. TRUMP,REP,99,92,6,1
Salt Lake,MUR039,President,,JOE WALSH,REP,6,6,0,0
Salt Lake,MUR039,President,,MATTHEW JOHN MATERN,REP,5,4,1,0
Salt Lake,MUR039,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR040,President,,BILL WELD,REP,2,2,0,0
Salt Lake,MUR040,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR040,President,,DONALD J. TRUMP,REP,26,21,5,0
Salt Lake,MUR040,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,MUR040,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR040,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR041,President,,BILL WELD,REP,12,12,0,0
Salt Lake,MUR041,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR041,President,,DONALD J. TRUMP,REP,77,77,0,0
Salt Lake,MUR041,President,,JOE WALSH,REP,2,2,0,0
Salt Lake,MUR041,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,MUR041,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR042,President,,BILL WELD,REP,11,11,0,0
Salt Lake,MUR042,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR042,President,,DONALD J. TRUMP,REP,147,144,1,2
Salt Lake,MUR042,President,,JOE WALSH,REP,11,11,0,0
Salt Lake,MUR042,President,,MATTHEW JOHN MATERN,REP,2,2,0,0
Salt Lake,MUR042,President,,ROBERT ARDINI,REP,3,3,0,0
Salt Lake,MUR043,President,,BILL WELD,REP,27,27,0,0
Salt Lake,MUR043,President,,BOB ELY,REP,4,4,0,0
Salt Lake,MUR043,President,,DONALD J. TRUMP,REP,183,178,5,0
Salt Lake,MUR043,President,,JOE WALSH,REP,10,10,0,0
Salt Lake,MUR043,President,,MATTHEW JOHN MATERN,REP,6,6,0,0
Salt Lake,MUR043,President,,ROBERT ARDINI,REP,3,3,0,0
Salt Lake,MUR044,President,,BILL WELD,REP,2,2,0,0
Salt Lake,MUR044,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR044,President,,DONALD J. TRUMP,REP,35,35,0,0
Salt Lake,MUR044,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,MUR044,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR044,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR045,President,,BILL WELD,REP,0,0,0,0
Salt Lake,MUR045,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR045,President,,DONALD J. TRUMP,REP,5,5,0,0
Salt Lake,MUR045,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,MUR045,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR045,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR046,President,,BILL WELD,REP,11,10,1,0
Salt Lake,MUR046,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR046,President,,DONALD J. TRUMP,REP,63,63,0,0
Salt Lake,MUR046,President,,JOE WALSH,REP,6,5,1,0
Salt Lake,MUR046,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,MUR046,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR047,President,,BILL WELD,REP,9,9,0,0
Salt Lake,MUR047,President,,BOB ELY,REP,1,1,0,0
Salt Lake,MUR047,President,,DONALD J. TRUMP,REP,69,67,1,1
Salt Lake,MUR047,President,,JOE WALSH,REP,5,5,0,0
Salt Lake,MUR047,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,MUR047,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR048,President,,BILL WELD,REP,1,1,0,0
Salt Lake,MUR048,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR048,President,,DONALD J. TRUMP,REP,10,10,0,0
Salt Lake,MUR048,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,MUR048,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR048,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,MUR049,President,,BILL WELD,REP,9,8,0,1
Salt Lake,MUR049,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR049,President,,DONALD J. TRUMP,REP,109,107,2,0
Salt Lake,MUR049,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,MUR049,President,,MATTHEW JOHN MATERN,REP,6,6,0,0
Salt Lake,MUR049,President,,ROBERT ARDINI,REP,2,2,0,0
Salt Lake,MUR050,President,,BILL WELD,REP,5,5,0,0
Salt Lake,MUR050,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR050,President,,DONALD J. TRUMP,REP,94,92,2,0
Salt Lake,MUR050,President,,JOE WALSH,REP,7,7,0,0
Salt Lake,MUR050,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,MUR050,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR051,President,,BILL WELD,REP,1,1,0,0
Salt Lake,MUR051,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR051,President,,DONALD J. TRUMP,REP,9,9,0,0
Salt Lake,MUR051,President,,JOE WALSH,REP,3,2,1,0
Salt Lake,MUR051,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR051,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR052,President,,BILL WELD,REP,1,1,0,0
Salt Lake,MUR052,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR052,President,,DONALD J. TRUMP,REP,6,6,0,0
Salt Lake,MUR052,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,MUR052,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR052,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,MUR053,President,,BILL WELD,REP,0,0,0,0
Salt Lake,MUR053,President,,BOB ELY,REP,0,0,0,0
Salt Lake,MUR053,President,,DONALD J. TRUMP,REP,6,6,0,0
Salt Lake,MUR053,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,MUR053,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,MUR053,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,NJC001,President,,BILL WELD,REP,0,0,0,0
Salt Lake,NJC001,President,,BOB ELY,REP,0,0,0,0
Salt Lake,NJC001,President,,DONALD J. TRUMP,REP,3,3,0,0
Salt Lake,NJC001,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,NJC001,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,NJC001,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,PCN001,President,,BILL WELD,REP,0,0,0,0
Salt Lake,PCN001,President,,BOB ELY,REP,0,0,0,0
Salt Lake,PCN001,President,,DONALD J. TRUMP,REP,1,1,0,0
Salt Lake,PCN001,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,PCN001,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,PCN001,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,RIV001,President,,BILL WELD,REP,15,15,0,0
Salt Lake,RIV001,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV001,President,,DONALD J. TRUMP,REP,284,273,11,0
Salt Lake,RIV001,President,,JOE WALSH,REP,7,7,0,0
Salt Lake,RIV001,President,,MATTHEW JOHN MATERN,REP,6,6,0,0
Salt Lake,RIV001,President,,ROBERT ARDINI,REP,9,9,0,0
Salt Lake,RIV002,President,,BILL WELD,REP,14,12,2,0
Salt Lake,RIV002,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV002,President,,DONALD J. TRUMP,REP,125,122,3,0
Salt Lake,RIV002,President,,JOE WALSH,REP,2,2,0,0
Salt Lake,RIV002,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,RIV002,President,,ROBERT ARDINI,REP,4,4,0,0
Salt Lake,RIV003,President,,BILL WELD,REP,19,19,0,0
Salt Lake,RIV003,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV003,President,,DONALD J. TRUMP,REP,277,266,11,0
Salt Lake,RIV003,President,,JOE WALSH,REP,7,5,2,0
Salt Lake,RIV003,President,,MATTHEW JOHN MATERN,REP,4,4,0,0
Salt Lake,RIV003,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,RIV004,President,,BILL WELD,REP,9,9,0,0
Salt Lake,RIV004,President,,BOB ELY,REP,2,2,0,0
Salt Lake,RIV004,President,,DONALD J. TRUMP,REP,241,235,6,0
Salt Lake,RIV004,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,RIV004,President,,MATTHEW JOHN MATERN,REP,9,9,0,0
Salt Lake,RIV004,President,,ROBERT ARDINI,REP,7,7,0,0
Salt Lake,RIV005,President,,BILL WELD,REP,9,9,0,0
Salt Lake,RIV005,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV005,President,,DONALD J. TRUMP,REP,171,171,0,0
Salt Lake,RIV005,President,,JOE WALSH,REP,1,1,0,0
Salt Lake,RIV005,President,,MATTHEW JOHN MATERN,REP,3,3,0,0
Salt Lake,RIV005,President,,ROBERT ARDINI,REP,3,3,0,0
Salt Lake,RIV006,President,,BILL WELD,REP,1,1,0,0
Salt Lake,RIV006,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV006,President,,DONALD J. TRUMP,REP,22,22,0,0
Salt Lake,RIV006,President,,JOE WALSH,REP,0,0,0,0
Salt Lake,RIV006,President,,MATTHEW JOHN MATERN,REP,0,0,0,0
Salt Lake,RIV006,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,RIV007,President,,BILL WELD,REP,4,4,0,0
Salt Lake,RIV007,President,,BOB ELY,REP,1,1,0,0
Salt Lake,RIV007,President,,DONALD J. TRUMP,REP,118,112,5,1
Salt Lake,RIV007,President,,JOE WALSH,REP,1,1,0,0
Salt Lake,RIV007,President,,MATTHEW JOHN MATERN,REP,2,2,0,0
Salt Lake,RIV007,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,RIV008,President,,BILL WELD,REP,14,13,1,0
Salt Lake,RIV008,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV008,President,,DONALD J. TRUMP,REP,275,262,10,3
Salt Lake,RIV008,President,,JOE WALSH,REP,6,6,0,0
Salt Lake,RIV008,President,,MATTHEW JOHN MATERN,REP,4,4,0,0
Salt Lake,RIV008,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,RIV009,President,,BILL WELD,REP,13,13,0,0
Salt Lake,RIV009,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV009,President,,DONALD J. TRUMP,REP,190,177,13,0
Salt Lake,RIV009,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,RIV009,President,,MATTHEW JOHN MATERN,REP,2,2,0,0
Salt Lake,RIV009,President,,ROBERT ARDINI,REP,5,5,0,0
Salt Lake,RIV010,President,,BILL WELD,REP,24,22,1,1
Salt Lake,RIV010,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV010,President,,DONALD J. TRUMP,REP,184,169,14,1
Salt Lake,RIV010,President,,JOE WALSH,REP,5,5,0,0
Salt Lake,RIV010,President,,MATTHEW JOHN MATERN,REP,5,5,0,0
Salt Lake,RIV010,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,RIV011,President,,BILL WELD,REP,5,5,0,0
Salt Lake,RIV011,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV011,President,,DONALD J. TRUMP,REP,60,58,2,0
Salt Lake,RIV011,President,,JOE WALSH,REP,2,2,0,0
Salt Lake,RIV011,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,RIV011,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,RIV012,President,,BILL WELD,REP,11,10,1,0
Salt Lake,RIV012,President,,BOB ELY,REP,3,3,0,0
Salt Lake,RIV012,President,,DONALD J. TRUMP,REP,159,153,5,1
Salt Lake,RIV012,President,,JOE WALSH,REP,10,10,0,0
Salt Lake,RIV012,President,,MATTHEW JOHN MATERN,REP,5,5,0,0
Salt Lake,RIV012,President,,ROBERT ARDINI,REP,2,2,0,0
Salt Lake,RIV013,President,,BILL WELD,REP,6,6,0,0
Salt Lake,RIV013,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV013,President,,DONALD J. TRUMP,REP,72,65,6,1
Salt Lake,RIV013,President,,JOE WALSH,REP,2,1,1,0
Salt Lake,RIV013,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,RIV013,President,,ROBERT ARDINI,REP,3,3,0,0
Salt Lake,RIV015,President,,BILL WELD,REP,25,25,0,0
Salt Lake,RIV015,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV015,President,,DONALD J. TRUMP,REP,292,289,2,1
Salt Lake,RIV015,President,,JOE WALSH,REP,7,7,0,0
Salt Lake,RIV015,President,,MATTHEW JOHN MATERN,REP,7,7,0,0
Salt Lake,RIV015,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,RIV016,President,,BILL WELD,REP,30,29,1,0
Salt Lake,RIV016,President,,BOB ELY,REP,1,1,0,0
Salt Lake,RIV016,President,,DONALD J. TRUMP,REP,232,229,3,0
Salt Lake,RIV016,President,,JOE WALSH,REP,6,6,0,0
Salt Lake,RIV016,President,,MATTHEW JOHN MATERN,REP,5,5,0,0
Salt Lake,RIV016,President,,ROBERT ARDINI,REP,7,7,0,0
Salt Lake,RIV017,President,,BILL WELD,REP,13,13,0,0
Salt Lake,RIV017,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV017,President,,DONALD J. TRUMP,REP,158,155,3,0
Salt Lake,RIV017,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,RIV017,President,,MATTHEW JOHN MATERN,REP,6,6,0,0
Salt Lake,RIV017,President,,ROBERT ARDINI,REP,0,0,0,0
Salt Lake,RIV018,President,,BILL WELD,REP,7,7,0,0
Salt Lake,RIV018,President,,BOB ELY,REP,2,2,0,0
Salt Lake,RIV018,President,,DONALD J. TRUMP,REP,88,88,0,0
Salt Lake,RIV018,President,,JOE WALSH,REP,2,2,0,0
Salt Lake,RIV018,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,RIV018,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,RIV019,President,,BILL WELD,REP,16,16,0,0
Salt Lake,RIV019,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV019,President,,DONALD J. TRUMP,REP,190,186,4,0
Salt Lake,RIV019,President,,JOE WALSH,REP,8,8,0,0
Salt Lake,RIV019,President,,MATTHEW JOHN MATERN,REP,8,8,0,0
Salt Lake,RIV019,President,,ROBERT ARDINI,REP,5,5,0,0
Salt Lake,RIV020,President,,BILL WELD,REP,18,18,0,0
Salt Lake,RIV020,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV020,President,,DONALD J. TRUMP,REP,158,154,3,1
Salt Lake,RIV020,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,RIV020,President,,MATTHEW JOHN MATERN,REP,6,6,0,0
Salt Lake,RIV020,President,,ROBERT ARDINI,REP,2,2,0,0
Salt Lake,RIV021,President,,BILL WELD,REP,15,15,0,0
Salt Lake,RIV021,President,,BOB ELY,REP,5,5,0,0
Salt Lake,RIV021,President,,DONALD J. TRUMP,REP,188,178,10,0
Salt Lake,RIV021,President,,JOE WALSH,REP,4,4,0,0
Salt Lake,RIV021,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,RIV021,President,,ROBERT ARDINI,REP,6,6,0,0
Salt Lake,RIV022,President,,BILL WELD,REP,20,20,0,0
Salt Lake,RIV022,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV022,President,,DONALD J. TRUMP,REP,140,135,4,1
Salt Lake,RIV022,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,RIV022,President,,MATTHEW JOHN MATERN,REP,5,5,0,0
Salt Lake,RIV022,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,RIV023,President,,BILL WELD,REP,6,6,0,0
Salt Lake,RIV023,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV023,President,,DONALD J. TRUMP,REP,160,152,8,0
Salt Lake,RIV023,President,,JOE WALSH,REP,2,2,0,0
Salt Lake,RIV023,President,,MATTHEW JOHN MATERN,REP,7,7,0,0
Salt Lake,RIV023,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,RIV024,President,,BILL WELD,REP,4,4,0,0
Salt Lake,RIV024,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV024,President,,DONALD J. TRUMP,REP,129,127,2,0
Salt Lake,RIV024,President,,JOE WALSH,REP,3,3,0,0
Salt Lake,RIV024,President,,MATTHEW JOHN MATERN,REP,1,1,0,0
Salt Lake,RIV024,President,,ROBERT ARDINI,REP,1,1,0,0
Salt Lake,RIV025,President,,BILL WELD,REP,16,16,0,0
Salt Lake,RIV025,President,,BOB ELY,REP,0,0,0,0
Salt Lake,RIV025,President,,DONALD J. TRUMP,REP,285,277,7,1
Salt Lake,RIV025,President,,JOE WALSH,REP,9,9,0,0
Salt Lake,RIV025,President,,MATTHEW JOHN MATERN,REP,12,12,0,0
