county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,25-02,U.S. Representative,1,D,"CASE, Ed",0,68,2741,2809
City & County of Honolulu,25-02,U.S. Representative,1,R,"CURTIS, Ron",0,105,754,859
City & County of Honolulu,25-02,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,89,1484,1573
City & County of Honolulu,25-02,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,42,999,1041
City & County of Honolulu,25-02,Molokai Resident Trustee,,,"ALAPA, Luana",0,72,1332,1404
City & County of Honolulu,25-02,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,49,1048,1097
City & County of Honolulu,25-02,At-Large Trustee,,,"AKINA, Keli'i",0,76,1346,1422
City & County of Honolulu,25-02,At-Large Trustee,,,"SOUZA, Keoni",0,64,1321,1385
City & County of Honolulu,25-02,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,57,1829,1886
City & County of Honolulu,25-02,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,120,2046,2166
City & County of Honolulu,25-02,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,73,2168,2241
City & County of Honolulu,25-02,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,97,1524,1621
City & County of Honolulu,25-02,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,139,3185,3324
City & County of Honolulu,25-02,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,35,516,551
City & County of Honolulu,25-02,HONOLULU: Youth Commission,,,YES,0,110,2367,2477
City & County of Honolulu,25-02,HONOLULU: Youth Commission,,,NO,0,61,1156,1217
City & County of Honolulu,25-02,HONOLULU: Ethics Commission Budget,,,YES,0,80,2091,2171
City & County of Honolulu,25-02,HONOLULU: Ethics Commission Budget,,,NO,0,87,1453,1540
City & County of Honolulu,25-02,HONOLULU: Ethics Commission Staff,,,YES,0,97,2230,2327
City & County of Honolulu,25-02,HONOLULU: Ethics Commission Staff,,,NO,0,72,1247,1319
City & County of Honolulu,25-03,President and Vice President,,C,Don Blankenship,0,0,0,0
City & County of Honolulu,25-03,President and Vice President,,D,Joseph R. Biden,0,3,203,206
City & County of Honolulu,25-03,President and Vice President,,G,Howie Hawkins,0,0,6,6
City & County of Honolulu,25-03,President and Vice President,,L,Jo Jorgensen,0,0,2,2
City & County of Honolulu,25-03,President and Vice President,,R,Donald J. Trump,0,14,107,121
City & County of Honolulu,25-03,President and Vice President,,AS,Brock Pierce,0,0,1,1
City & County of Honolulu,25-03,U.S. Representative,1,D,"CASE, Ed",0,4,213,217
City & County of Honolulu,25-03,U.S. Representative,1,R,"CURTIS, Ron",0,13,71,84
City & County of Honolulu,25-03,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,7,112,119
City & County of Honolulu,25-03,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,6,166,172
City & County of Honolulu,25-03,Molokai Resident Trustee,,,"ALAPA, Luana",0,11,159,170
City & County of Honolulu,25-03,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,2,126,128
City & County of Honolulu,25-03,At-Large Trustee,,,"AKINA, Keli'i",0,6,95,101
City & County of Honolulu,25-03,At-Large Trustee,,,"SOUZA, Keoni",0,10,197,207
City & County of Honolulu,25-03,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,4,101,105
City & County of Honolulu,25-03,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,13,215,228
City & County of Honolulu,25-03,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,5,157,162
City & County of Honolulu,25-03,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,12,154,166
City & County of Honolulu,25-03,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,10,247,257
City & County of Honolulu,25-03,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,6,60,66
City & County of Honolulu,25-03,HONOLULU: Youth Commission,,,YES,0,9,180,189
City & County of Honolulu,25-03,HONOLULU: Youth Commission,,,NO,0,6,118,124
City & County of Honolulu,25-03,HONOLULU: Ethics Commission Budget,,,YES,0,7,137,144
City & County of Honolulu,25-03,HONOLULU: Ethics Commission Budget,,,NO,0,9,164,173
City & County of Honolulu,25-03,HONOLULU: Ethics Commission Staff,,,YES,0,8,169,177
City & County of Honolulu,25-03,HONOLULU: Ethics Commission Staff,,,NO,0,6,127,133
City & County of Honolulu,25-04,President and Vice President,,C,Don Blankenship,0,1,9,10
City & County of Honolulu,25-04,President and Vice President,,D,Joseph R. Biden,0,58,3117,3175
City & County of Honolulu,25-04,President and Vice President,,G,Howie Hawkins,0,3,30,33
City & County of Honolulu,25-04,President and Vice President,,L,Jo Jorgensen,0,5,45,50
City & County of Honolulu,25-04,President and Vice President,,R,Donald J. Trump,0,101,1155,1256
City & County of Honolulu,25-04,President and Vice President,,AS,Brock Pierce,0,0,7,7
City & County of Honolulu,25-04,U.S. Representative,1,D,"CASE, Ed",0,71,3057,3128
City & County of Honolulu,25-04,U.S. Representative,1,R,"CURTIS, Ron",0,90,822,912
City & County of Honolulu,25-04,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,73,1652,1725
City & County of Honolulu,25-04,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,53,1065,1118
City & County of Honolulu,25-04,Molokai Resident Trustee,,,"ALAPA, Luana",0,79,1465,1544
City & County of Honolulu,25-04,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,42,1185,1227
City & County of Honolulu,25-04,At-Large Trustee,,,"AKINA, Keli'i",0,81,1451,1532
City & County of Honolulu,25-04,At-Large Trustee,,,"SOUZA, Keoni",0,52,1529,1581
City & County of Honolulu,25-04,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,48,1962,2010
City & County of Honolulu,25-04,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,108,2306,2414
City & County of Honolulu,25-04,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,63,2448,2511
City & County of Honolulu,25-04,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,87,1698,1785
City & County of Honolulu,25-04,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,113,3405,3518
City & County of Honolulu,25-04,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,39,667,706
City & County of Honolulu,25-04,HONOLULU: Youth Commission,,,YES,0,81,2453,2534
City & County of Honolulu,25-04,HONOLULU: Youth Commission,,,NO,0,67,1437,1504
City & County of Honolulu,25-04,HONOLULU: Ethics Commission Budget,,,YES,0,82,2226,2308
City & County of Honolulu,25-04,HONOLULU: Ethics Commission Budget,,,NO,0,66,1668,1734
City & County of Honolulu,25-04,HONOLULU: Ethics Commission Staff,,,YES,0,88,2335,2423
City & County of Honolulu,25-04,HONOLULU: Ethics Commission Staff,,,NO,0,60,1505,1565
City & County of Honolulu,25-05,President and Vice President,,C,Don Blankenship,0,1,3,4
City & County of Honolulu,25-05,President and Vice President,,D,Joseph R. Biden,0,15,1426,1441
City & County of Honolulu,25-05,President and Vice President,,G,Howie Hawkins,0,0,11,11
City & County of Honolulu,25-05,President and Vice President,,L,Jo Jorgensen,0,0,13,13
City & County of Honolulu,25-05,President and Vice President,,R,Donald J. Trump,0,48,556,604
City & County of Honolulu,25-05,President and Vice President,,AS,Brock Pierce,0,0,3,3
City & County of Honolulu,25-05,U.S. Representative,1,D,"CASE, Ed",0,16,1391,1407
City & County of Honolulu,25-05,U.S. Representative,1,R,"CURTIS, Ron",0,46,383,429
City & County of Honolulu,25-05,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,30,716,746
City & County of Honolulu,25-05,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,11,377,388
City & County of Honolulu,25-05,Molokai Resident Trustee,,,"ALAPA, Luana",0,21,616,637
City & County of Honolulu,25-05,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,17,487,504
City & County of Honolulu,25-05,At-Large Trustee,,,"AKINA, Keli'i",0,23,687,710
City & County of Honolulu,25-05,At-Large Trustee,,,"SOUZA, Keoni",0,24,555,579
City & County of Honolulu,25-05,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,9,776,785
City & County of Honolulu,25-05,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,51,1211,1262
City & County of Honolulu,25-05,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,30,1158,1188
City & County of Honolulu,25-05,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,29,771,800
City & County of Honolulu,25-05,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,44,1579,1623
City & County of Honolulu,25-05,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,12,302,314
City & County of Honolulu,25-05,HONOLULU: Youth Commission,,,YES,0,30,953,983
City & County of Honolulu,25-05,HONOLULU: Youth Commission,,,NO,0,25,827,852
City & County of Honolulu,25-05,HONOLULU: Ethics Commission Budget,,,YES,0,29,1040,1069
City & County of Honolulu,25-05,HONOLULU: Ethics Commission Budget,,,NO,0,25,741,766
City & County of Honolulu,25-05,HONOLULU: Ethics Commission Staff,,,YES,0,37,1106,1143
City & County of Honolulu,25-05,HONOLULU: Ethics Commission Staff,,,NO,0,16,657,673
City & County of Honolulu,26-01,President and Vice President,,C,Don Blankenship,0,0,3,3
City & County of Honolulu,26-01,President and Vice President,,D,Joseph R. Biden,0,70,2042,2112
City & County of Honolulu,26-01,President and Vice President,,G,Howie Hawkins,0,0,20,20
City & County of Honolulu,26-01,President and Vice President,,L,Jo Jorgensen,0,0,22,22
City & County of Honolulu,26-01,President and Vice President,,R,Donald J. Trump,0,125,916,1041
City & County of Honolulu,26-01,President and Vice President,,AS,Brock Pierce,0,0,7,7
City & County of Honolulu,26-01,U.S. Representative,1,D,"CASE, Ed",0,77,2002,2079
City & County of Honolulu,26-01,U.S. Representative,1,R,"CURTIS, Ron",0,103,644,747
City & County of Honolulu,26-01,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,67,1177,1244
City & County of Honolulu,26-01,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,66,669,735
City & County of Honolulu,26-01,Molokai Resident Trustee,,,"ALAPA, Luana",0,74,992,1066
City & County of Honolulu,26-01,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,46,783,829
City & County of Honolulu,26-01,At-Large Trustee,,,"AKINA, Keli'i",0,69,1019,1088
City & County of Honolulu,26-01,At-Large Trustee,,,"SOUZA, Keoni",0,63,962,1025
City & County of Honolulu,26-01,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,65,1343,1408
City & County of Honolulu,26-01,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,113,1563,1676
City & County of Honolulu,26-01,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,68,1582,1650
City & County of Honolulu,26-01,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,99,1146,1245
City & County of Honolulu,26-01,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,132,2259,2391
City & County of Honolulu,26-01,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,32,463,495
City & County of Honolulu,26-01,HONOLULU: Youth Commission,,,YES,0,104,1738,1842
City & County of Honolulu,26-01,HONOLULU: Youth Commission,,,NO,0,52,843,895
City & County of Honolulu,26-01,HONOLULU: Ethics Commission Budget,,,YES,0,88,1465,1553
City & County of Honolulu,26-01,HONOLULU: Ethics Commission Budget,,,NO,0,68,1126,1194
City & County of Honolulu,26-01,HONOLULU: Ethics Commission Staff,,,YES,0,91,1597,1688
City & County of Honolulu,26-01,HONOLULU: Ethics Commission Staff,,,NO,0,64,959,1023
City & County of Honolulu,26-02,President and Vice President,,C,Don Blankenship,0,0,1,1
City & County of Honolulu,26-02,President and Vice President,,D,Joseph R. Biden,0,14,312,326
City & County of Honolulu,26-02,President and Vice President,,G,Howie Hawkins,0,0,3,3
City & County of Honolulu,26-02,President and Vice President,,L,Jo Jorgensen,0,0,5,5
City & County of Honolulu,26-02,President and Vice President,,R,Donald J. Trump,0,12,142,154
City & County of Honolulu,26-02,President and Vice President,,AS,Brock Pierce,0,0,0,0
City & County of Honolulu,26-02,U.S. Representative,1,D,"CASE, Ed",0,13,304,317
City & County of Honolulu,26-02,U.S. Representative,1,R,"CURTIS, Ron",0,10,104,114
City & County of Honolulu,26-02,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,10,190,200
City & County of Honolulu,26-02,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,10,92,102
City & County of Honolulu,26-02,Molokai Resident Trustee,,,"ALAPA, Luana",0,8,159,167
City & County of Honolulu,26-02,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,11,109,120
City & County of Honolulu,26-02,At-Large Trustee,,,"AKINA, Keli'i",0,12,165,177
City & County of Honolulu,26-02,At-Large Trustee,,,"SOUZA, Keoni",0,8,133,141
City & County of Honolulu,26-02,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,12,175,187
City & County of Honolulu,26-02,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,13,276,289
City & County of Honolulu,26-02,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,13,222,235
City & County of Honolulu,26-02,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,11,199,210
City & County of Honolulu,26-02,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,20,344,364
City & County of Honolulu,26-02,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,4,72,76
City & County of Honolulu,26-02,HONOLULU: Youth Commission,,,YES,0,17,254,271
City & County of Honolulu,26-02,HONOLULU: Youth Commission,,,NO,0,7,139,146
City & County of Honolulu,26-02,HONOLULU: Ethics Commission Budget,,,YES,0,12,232,244
City & County of Honolulu,26-02,HONOLULU: Ethics Commission Budget,,,NO,0,11,162,173
City & County of Honolulu,26-02,HONOLULU: Ethics Commission Staff,,,YES,0,15,257,272
City & County of Honolulu,26-02,HONOLULU: Ethics Commission Staff,,,NO,0,8,137,145
City & County of Honolulu,26-03,President and Vice President,,C,Don Blankenship,0,0,2,2
City & County of Honolulu,26-03,President and Vice President,,D,Joseph R. Biden,0,46,1911,1957
City & County of Honolulu,26-03,President and Vice President,,G,Howie Hawkins,0,1,11,12
City & County of Honolulu,26-03,President and Vice President,,L,Jo Jorgensen,0,0,22,22
City & County of Honolulu,26-03,President and Vice President,,R,Donald J. Trump,0,89,809,898
City & County of Honolulu,26-03,President and Vice President,,AS,Brock Pierce,0,0,1,1
City & County of Honolulu,26-03,U.S. Representative,1,D,"CASE, Ed",0,52,1830,1882
City & County of Honolulu,26-03,U.S. Representative,1,R,"CURTIS, Ron",0,77,588,665
City & County of Honolulu,26-03,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,54,1031,1085
City & County of Honolulu,26-03,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,36,654,690
City & County of Honolulu,26-03,Molokai Resident Trustee,,,"ALAPA, Luana",0,49,966,1015
City & County of Honolulu,26-03,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,37,662,699
City & County of Honolulu,26-03,At-Large Trustee,,,"AKINA, Keli'i",0,61,956,1017
City & County of Honolulu,26-03,At-Large Trustee,,,"SOUZA, Keoni",0,36,834,870
City & County of Honolulu,26-03,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,36,1196,1232
City & County of Honolulu,26-03,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,84,1492,1576
City & County of Honolulu,26-03,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,53,1524,1577
City & County of Honolulu,26-03,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,62,1024,1086
City & County of Honolulu,26-03,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,94,2150,2244
City & County of Honolulu,26-03,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,24,376,400
City & County of Honolulu,26-03,HONOLULU: Youth Commission,,,YES,0,71,1599,1670
City & County of Honolulu,26-03,HONOLULU: Youth Commission,,,NO,0,46,816,862
City & County of Honolulu,26-03,HONOLULU: Ethics Commission Budget,,,YES,0,63,1394,1457
City & County of Honolulu,26-03,HONOLULU: Ethics Commission Budget,,,NO,0,51,1014,1065
City & County of Honolulu,26-03,HONOLULU: Ethics Commission Staff,,,YES,0,72,1465,1537
City & County of Honolulu,26-03,HONOLULU: Ethics Commission Staff,,,NO,0,43,909,952
City & County of Honolulu,26-04,President and Vice President,,C,Don Blankenship,0,0,0,0
City & County of Honolulu,26-04,President and Vice President,,D,Joseph R. Biden,0,1,186,187
City & County of Honolulu,26-04,President and Vice President,,G,Howie Hawkins,0,0,3,3
City & County of Honolulu,26-04,President and Vice President,,L,Jo Jorgensen,0,0,3,3
City & County of Honolulu,26-04,President and Vice President,,R,Donald J. Trump,0,12,90,102
City & County of Honolulu,26-04,President and Vice President,,AS,Brock Pierce,0,0,0,0
City & County of Honolulu,26-04,U.S. Representative,1,D,"CASE, Ed",0,5,193,198
City & County of Honolulu,26-04,U.S. Representative,1,R,"CURTIS, Ron",0,8,58,66
City & County of Honolulu,26-04,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,3,97,100
City & County of Honolulu,26-04,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,5,46,51
City & County of Honolulu,26-04,Molokai Resident Trustee,,,"ALAPA, Luana",0,4,91,95
City & County of Honolulu,26-04,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,4,52,56
City & County of Honolulu,26-04,At-Large Trustee,,,"AKINA, Keli'i",0,9,93,102
City & County of Honolulu,26-04,At-Large Trustee,,,"SOUZA, Keoni",0,3,74,77
City & County of Honolulu,26-04,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,2,103,105
City & County of Honolulu,26-04,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,10,173,183
City & County of Honolulu,26-04,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,6,161,167
City & County of Honolulu,26-04,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,7,105,112
City & County of Honolulu,26-04,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,12,214,226
City & County of Honolulu,26-04,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,0,45,45
City & County of Honolulu,26-04,HONOLULU: Youth Commission,,,YES,0,10,143,153
City & County of Honolulu,26-04,HONOLULU: Youth Commission,,,NO,0,3,106,109
City & County of Honolulu,26-04,HONOLULU: Ethics Commission Budget,,,YES,0,5,160,165
City & County of Honolulu,26-04,HONOLULU: Ethics Commission Budget,,,NO,0,7,94,101
City & County of Honolulu,26-04,HONOLULU: Ethics Commission Staff,,,YES,0,6,164,170
