precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_KAHN,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Pope-Dover In,6,102,5,1,7,18,6,384,30,0,0,31,0,2,0,21,0,69,0,0,4,0,5,0,58,0,81,529,238,63
Pope-Dover Out,4,241,10,3,17,38,5,1286,84,2,0,73,0,2,4,48,0,233,0,0,8,0,20,0,171,1,258,1604,743,161
Pope-Economy,0,36,2,1,2,5,2,148,21,0,0,7,0,0,0,5,0,27,0,1,0,0,1,0,9,0,43,196,86,28
Pope-Freeman,0,4,0,0,0,1,0,28,3,0,0,2,0,0,0,2,0,9,0,0,0,0,0,0,1,0,4,33,16,5
Pope-Hector In,2,33,0,1,0,6,2,127,20,0,1,6,0,0,0,3,1,23,0,0,3,0,0,0,8,0,30,171,68,27
Pope-Hector Out,1,41,2,1,0,6,3,212,12,0,0,10,0,0,0,8,0,38,0,1,0,0,1,1,19,0,50,266,118,22
Pope-London In,2,59,2,2,7,14,1,276,31,0,1,18,0,3,2,9,0,58,0,0,1,0,3,1,34,0,71,363,179,53
Pope-London Out,8,194,7,4,9,35,0,830,72,0,0,62,0,0,6,46,0,170,0,0,10,0,12,0,86,0,155,1087,485,134
Pope-Martin #1,1,65,9,2,1,10,3,277,30,0,0,22,0,0,0,9,0,33,0,0,2,0,4,0,27,0,62,368,137,52
Pope-Martin #2,5,11,0,1,0,6,2,112,7,0,0,6,0,0,0,6,1,18,0,0,1,0,0,1,12,0,31,137,70,13
Pope-Martin #3,0,11,3,0,0,2,0,53,5,1,0,3,0,0,0,1,0,9,0,0,1,0,1,0,1,0,11,69,24,9
Pope-Moreland #1,0,21,0,0,0,1,1,97,10,0,2,8,0,0,0,5,0,18,0,0,0,0,3,0,12,0,23,120,61,20
Pope-Moreland #2,0,13,1,0,0,1,0,45,6,0,0,1,0,0,0,4,0,8,0,0,0,0,0,0,5,0,14,60,31,7
Pope-Nogo,0,7,0,0,0,1,0,50,0,0,0,3,0,0,0,2,0,9,0,0,0,1,0,0,3,0,13,58,28,3
Pope-Pea Ridge,2,37,4,2,1,12,5,238,17,0,1,9,0,3,0,7,0,40,0,0,2,0,2,2,17,0,47,301,117,30
Pope-Pottsville In #1,3,142,7,2,6,16,6,828,50,0,3,28,0,2,1,22,0,149,0,0,3,0,2,1,120,0,161,1010,459,83
Pope-Pottsville In #2,0,12,0,1,2,1,1,66,2,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,7,0,9,83,31,2
Pope-Pottsville Out #1,2,153,12,2,8,18,3,713,38,0,0,27,0,1,3,25,2,125,0,0,6,0,19,0,125,1,137,911,443,66
Pope-Pottsville Out #2,0,7,0,0,0,1,0,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19,2,2
Pope-Russellville 1A,0,80,7,2,3,12,1,92,17,0,0,20,0,0,0,5,0,11,0,0,1,0,0,0,4,0,16,197,37,37
Pope-Russellville 1B,6,323,14,4,27,42,2,994,111,0,1,69,1,0,8,57,1,202,2,0,7,0,45,1,213,0,163,1412,699,182
Pope-Russellville 1C,0,92,5,1,2,13,0,179,30,0,0,26,0,2,4,6,1,29,1,0,2,0,5,0,27,0,27,292,102,58
Pope-Russellville 2A,2,300,11,2,13,35,1,679,106,0,0,60,1,1,3,27,2,127,0,0,6,0,22,1,145,0,118,1043,451,168
Pope-Russellville 2B,4,560,6,7,17,55,1,1087,232,1,0,94,2,3,6,51,0,223,1,0,5,0,29,1,269,1,197,1737,783,332
Pope-Russellville 2C,8,121,3,1,7,10,2,185,35,0,0,24,0,0,1,9,0,39,0,0,2,0,5,0,28,0,32,337,116,59
Pope-Russellville 3A,2,260,20,4,13,28,2,379,55,0,2,65,0,0,3,11,1,62,0,0,2,0,5,3,59,0,79,708,225,122
Pope-Russellville 3B,1,354,14,3,16,27,6,633,86,2,4,71,2,1,1,21,1,106,0,1,5,0,13,0,85,1,117,1054,351,166
Pope-Russellville 4A,2,148,4,0,10,19,3,363,40,1,1,28,0,0,1,19,0,55,0,0,3,0,5,0,50,0,48,549,181,70
Pope-Russellville 4B,0,18,0,0,0,1,0,46,7,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,12,0,9,65,25,11
Pope-Russellville 4C,3,120,12,0,4,18,2,198,22,0,1,37,1,0,0,9,0,39,0,0,3,0,2,0,21,0,31,357,105,61
Pope-Russellville 4D,0,43,5,0,1,1,1,65,10,0,0,16,0,0,0,3,0,7,0,0,2,0,1,0,5,0,4,116,22,26
Pope-Russellville 4E,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,0
Pope-Russellville 4F,0,42,0,0,1,1,2,68,11,0,0,7,0,0,0,4,0,12,0,0,1,0,1,0,7,0,13,114,38,18
Pope-Russellville 4G,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,2,18,10,0
Pope-Russellville 4H,1,206,17,0,6,28,4,348,47,0,0,68,0,0,4,18,1,64,0,0,5,0,6,0,42,0,62,610,202,115
Pope-Russellville Out #1,3,89,1,4,2,8,1,401,35,0,1,25,0,0,0,13,0,72,0,0,1,0,4,2,84,0,61,509,237,61
Pope-Russellville Out #2,1,81,6,2,8,9,1,273,19,0,0,22,0,1,2,9,0,66,0,0,3,0,5,0,42,0,37,381,164,42
Pope-Russellville Out #3,0,11,0,0,0,2,1,39,3,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,1,0,17,53,21,6
Pope-Russellville Out #4,1,201,3,2,15,22,0,708,53,0,1,41,0,0,4,38,1,162,0,1,12,0,13,1,118,2,123,952,475,95
Pope-Scottsville #1,3,37,1,2,3,9,0,213,19,0,0,9,0,0,1,3,0,38,0,0,1,0,6,0,19,0,22,268,90,28
Pope-Scottsville #2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,1,16,10,0
Prairie-Belcher/Tyler,0,23,1,0,0,1,1,122,14,1,4,19,0,0,0,2,0,11,0,0,0,0,0,0,18,0,19,148,50,38
Prairie-Bullard,0,7,0,0,0,0,0,44,7,0,0,1,0,1,0,1,0,6,0,0,0,0,0,0,9,0,7,51,23,9
Prairie-Calhoun,1,12,0,0,0,1,0,92,11,0,0,12,0,0,0,1,0,21,0,0,1,0,0,0,8,0,10,106,41,23
Prairie-Center,0,15,0,0,2,3,0,158,12,1,2,28,0,1,0,4,0,35,0,0,0,0,0,0,14,0,18,178,71,44
Prairie-Des Arc,0,21,0,0,0,1,0,82,22,0,1,7,1,2,0,3,0,19,0,0,0,0,0,0,5,0,20,104,47,33
Prairie-Hazen Country,0,32,0,1,1,3,0,123,17,1,2,31,1,0,1,3,0,23,0,0,0,0,1,0,9,0,24,160,61,52
Prairie-Hazen Ward 1,0,48,0,0,4,2,1,150,44,3,2,30,1,0,0,3,0,15,0,0,0,0,0,0,13,0,8,205,39,80
Prairie-Hazen Ward 2,0,54,0,0,2,4,1,145,37,2,4,37,7,0,1,0,0,17,0,0,0,0,1,0,8,0,17,206,44,87
Prairie-Hazen Ward 3,2,85,1,1,5,7,0,95,52,0,2,18,2,2,0,1,0,11,0,0,0,0,0,0,8,0,12,196,32,76
Prairie-Hickory Plains,1,22,1,0,0,4,2,229,11,1,6,12,0,3,0,4,0,70,0,0,2,0,2,0,21,0,45,259,144,33
Prairie-Lower Hill City,0,65,2,0,2,1,1,85,36,1,3,25,2,3,0,1,0,10,0,0,1,0,2,0,7,0,10,156,31,70
Prairie-Lower Hill Country,0,19,0,0,1,2,0,87,20,2,1,4,1,0,0,1,0,21,0,0,0,0,1,0,14,0,8,109,45,28
Prairie-Roc Roe City,0,16,0,0,0,4,0,50,11,0,0,8,0,2,0,0,0,8,0,0,1,0,0,0,5,0,5,70,19,21
Prairie-Roc Roe Country,0,11,0,1,4,0,0,84,6,0,0,13,0,0,0,1,0,13,0,0,0,0,1,0,7,0,15,100,37,19
Prairie-Union,0,8,1,1,2,0,0,17,3,0,0,4,0,0,0,0,0,6,0,0,0,0,1,0,0,0,6,29,13,7
Prairie-Upper Hill,0,10,0,0,0,0,0,9,3,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,19,4,5
Prairie-Wattensaw City Ward 1,1,23,0,0,0,3,0,39,17,0,2,7,2,1,0,0,0,7,0,0,0,0,0,0,0,0,6,66,13,29
Prairie-Wattensaw City Ward 2,0,37,1,0,1,0,0,43,25,0,0,5,1,2,0,0,0,4,0,0,0,0,0,0,4,0,5,82,13,33
Prairie-Wattensaw City Ward 3,0,27,0,0,0,1,1,27,19,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,56,9,26
Prairie-Wattensaw Country,0,48,1,1,2,4,2,216,21,2,6,31,3,2,0,2,0,34,0,1,2,0,1,1,16,0,18,274,75,65
Prairie-White River Country,0,47,0,0,1,5,0,176,42,1,1,15,3,2,0,5,0,35,0,0,0,0,0,1,15,0,14,229,70,64
Prairie-White River Ward 1,0,76,2,0,0,4,0,84,48,2,3,22,2,2,0,1,1,20,0,0,0,0,1,0,6,0,12,166,41,79
Prairie-White River Ward 2,1,47,0,0,5,2,0,188,36,1,4,26,3,6,0,5,0,43,0,0,0,0,0,0,25,1,25,243,99,76
Prairie-White River Ward 3,2,61,0,1,4,4,0,160,51,0,7,24,3,4,0,5,0,37,1,1,2,0,0,0,13,0,19,232,78,89
Pulaski-1,7,474,13,2,27,67,4,658,162,0,3,61,0,0,1,32,1,155,0,0,1,0,18,2,158,0,105,1252,473,226
Pulaski-10,4,629,17,5,2,34,3,478,228,4,1,60,0,1,2,20,1,100,1,0,3,0,9,1,78,0,117,1172,332,294
