precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
CAMDENNORTH KINGSLAND,158,1,49,2,2,23,0,66,0,0,1,4,0,3,51,0,146,650,32,627,210,296,650,627
CAMDENNORTH ST MARYS,63,0,33,0,1,17,0,64,0,0,0,12,0,1,41,0,136,346,48,450,96,272,346,450
CAMDENSOUTH ST MARYS,97,0,60,2,2,15,3,67,1,0,0,26,0,0,69,0,178,437,48,779,159,361,437,779
CAMDENTARBORO,56,0,18,1,1,17,0,48,0,0,1,6,0,0,27,0,122,177,13,415,75,222,177,415
CAMDENWAVERLY,100,0,17,0,0,15,0,75,0,0,3,14,0,1,65,0,179,273,12,670,117,352,273,670
CAMDENWEST KINGSLAND,56,0,56,1,9,41,0,105,2,0,3,13,0,1,74,0,280,363,47,1090,113,528,363,1090
CAMDENWEST SAINT MARYS,130,2,69,0,3,51,1,126,0,0,2,90,1,5,283,1,408,527,54,1516,201,971,527,1516
CAMDENWOODBINE,155,0,30,0,0,36,0,83,0,1,0,19,0,1,49,0,178,453,22,703,185,367,453,703
CANDLERCANDLER-1736,186,1,57,3,21,78,1,158,2,1,2,37,0,3,150,0,443,403,23,1282,247,896,403,1282
CANDLERMETTER -1685,249,4,54,2,28,71,1,164,0,1,5,39,0,2,172,1,455,623,50,1382,309,939,623,1382
CANDLERNAN,435,5,111,5,49,149,2,322,2,2,7,76,0,5,322,1,898,1026,73,2664,556,1835,1026,2664
CARROLLBETHANY (501),202,1,112,1,1,36,0,215,0,0,4,25,0,3,145,0,296,812,74,1324,316,725,812,1324
CARROLLBONNER (714A3),180,0,113,1,4,43,1,209,1,0,1,61,0,2,226,0,219,741,72,1138,294,767,741,1138
CARROLLBOWDON (1111),126,1,49,1,2,90,2,180,0,0,1,15,0,3,101,0,300,368,41,1246,177,694,368,1246
CARROLLBOWDON JUNCTION (1496),39,0,27,2,0,26,0,97,0,0,0,7,0,1,49,0,131,181,13,504,68,311,181,504
CARROLLBURWELL (1371),36,1,49,0,1,31,0,115,0,0,0,13,0,1,64,0,193,149,26,655,86,418,149,655
CARROLLCENTER POINT (1152),32,0,36,0,4,32,0,196,0,0,2,14,0,1,101,0,266,128,23,930,68,616,128,930
CARROLLCLEM (1483),118,1,76,1,5,71,0,317,1,1,5,55,0,3,226,0,387,419,69,1647,196,1071,419,1647
CARROLLCOUNTY ADMIN BLDG (714A5),139,0,145,2,6,37,1,129,0,3,0,25,0,1,122,2,197,539,86,734,286,523,539,734
CARROLLEAST CARROLLTON REC (714A2),99,0,68,0,1,24,1,87,0,0,3,22,0,3,92,2,149,371,35,517,167,384,371,517
CARROLLEMC (714BN),85,1,31,0,2,25,0,80,0,0,2,13,0,3,67,0,134,268,25,508,117,326,268,508
CARROLLFAIRFIELD (1540),203,1,81,1,2,72,0,313,0,0,0,59,0,4,227,0,450,632,59,1740,286,1127,632,1740
CARROLLHULETT (1542),48,0,37,2,4,46,1,229,0,0,1,17,0,2,111,0,307,191,46,1158,87,718,191,1158
CARROLLKANSAS (1006),11,1,8,2,1,34,0,79,0,0,2,13,0,0,59,0,163,51,14,602,22,351,51,602
CARROLLLOWELL (1163),23,0,24,0,3,29,0,132,0,0,1,20,0,0,71,1,190,107,22,770,47,447,107,770
CARROLLMT ZION (1240),43,1,36,0,7,37,1,140,0,1,2,19,0,4,87,0,241,162,37,898,80,539,162,898
CARROLLNAN,3186,15,1941,18,86,1263,17,5006,3,5,42,650,1,52,3381,9,7516,12464,1346,30029,5160,18031,12464,30029
CARROLLNEW HOPE (716),44,1,31,0,2,22,1,55,0,0,1,9,0,2,36,0,106,225,14,436,76,234,225,436
CARROLLOAK GROVE (715),60,0,31,0,2,29,0,134,0,0,1,9,0,2,96,1,213,191,14,705,91,487,191,705
CARROLLOLD CAMP CHURCH (714BW),94,0,62,0,6,65,1,184,0,0,0,24,0,2,123,0,294,310,51,1070,156,699,310,1070
CARROLLROOPVILLE (713),37,0,30,0,1,30,0,169,0,0,1,15,0,1,92,0,185,146,29,753,67,494,146,753
CARROLLSANDHILL (1122),149,0,118,1,1,65,1,273,0,0,3,27,1,2,152,0,412,578,63,1634,268,937,578,1634
CARROLLTABERNACLE CHURCH (714A6),98,0,69,1,5,36,0,87,0,0,0,25,0,0,109,0,141,321,33,535,168,403,321,535
CARROLLTEMPLE CITY (650),129,0,76,0,3,35,0,188,0,0,3,5,0,2,93,0,295,530,66,1182,205,624,530,1182
CARROLLTEMPLE COUNTY (649),107,0,53,0,2,54,0,213,0,0,1,15,0,0,112,1,454,375,68,1674,160,852,375,1674
CARROLLTYUS (1533),44,0,37,1,4,39,2,161,0,0,1,27,0,3,97,0,199,165,25,882,82,533,165,882
CARROLLUNIVERSITY OF W. GA (714A4),70,0,134,0,6,23,1,76,0,0,0,52,0,1,194,0,155,896,54,701,204,508,896,701
CARROLLV R COUNTY NORTH (641),217,3,96,0,1,55,1,288,0,0,0,15,0,1,155,1,415,703,67,1898,316,932,703,1898
CARROLLV R COUNTY SOUTH (640),68,0,44,1,2,50,0,182,0,0,2,12,0,1,121,0,337,299,40,1183,113,707,299,1183
CARROLLVILLA RICA CITY (642),366,2,142,0,3,73,0,246,1,0,2,13,0,2,141,0,368,1403,107,1673,510,849,1403,1673
CARROLLWEST CARROLLTON (714A1),260,1,104,0,3,15,2,32,0,0,0,10,0,0,24,0,51,1053,47,325,365,137,1053,325
CARROLLWHITESBURG (682),59,0,22,1,2,39,1,200,0,0,3,14,0,2,88,1,268,150,26,1007,82,618,150,1007
CATOOSABLACKSTOCK,34,0,41,1,3,25,0,97,0,0,0,15,0,0,80,0,220,143,31,854,76,440,143,854
CATOOSABOYNTON,133,1,134,2,4,166,3,381,0,0,4,81,1,1,377,0,586,660,111,2886,270,1604,660,2886
CATOOSACATOOSA KEITH,44,2,56,0,1,78,0,169,0,0,3,19,0,2,145,1,298,214,44,1246,102,716,214,1246
CATOOSACHAMBERS,73,1,45,1,3,93,0,193,1,0,1,44,0,0,156,0,293,258,42,1365,120,784,258,1365
CATOOSAFORT OGLETHORPE,116,1,108,5,6,68,0,177,0,0,3,43,0,1,190,0,383,486,81,1765,230,871,486,1765
CATOOSAGRAYSVILLE,101,1,99,1,3,99,1,261,0,0,2,35,0,2,230,1,402,442,107,1950,202,1036,442,1950
CATOOSALAKEVIEW,71,1,84,0,2,72,0,142,0,0,1,21,0,1,116,0,312,372,69,1421,156,667,372,1421
CATOOSANAN,1088,11,1027,13,45,1106,11,2536,2,0,25,461,1,27,2434,3,4464,4771,881,20876,2139,11115,4771,20876
CATOOSAPOPLAR SPRINGS,100,1,94,1,6,106,3,254,0,0,2,48,0,5,254,0,417,384,88,2123,196,1095,384,2123
CATOOSARINGGOLD,203,1,184,0,8,176,4,423,0,0,1,85,0,7,464,1,681,883,163,3412,388,1850,883,3412
CATOOSAWESTSIDE,139,2,117,2,8,126,0,241,1,0,4,42,0,2,265,0,534,658,88,2334,260,1223,658,2334
CATOOSAWOODSTATION,74,0,65,0,1,97,0,198,0,0,4,28,0,6,157,0,338,271,57,1520,139,829,271,1520
CHARLTONAMERICAN LEGION,11,1,8,1,5,13,1,67,0,0,0,6,0,3,49,0,87,42,8,450,21,231,42,450
CHARLTONFOLKSTON,215,2,32,1,3,17,0,78,1,1,1,9,0,0,64,0,135,780,20,644,250,309,780,644
CHARLTONFOLKSTON FIRE STATION,15,1,16,0,3,19,1,35,0,0,0,1,0,1,25,0,95,48,10,411,32,180,48,411
CHARLTONGA BEND,8,1,3,1,2,3,0,14,0,0,1,0,0,0,16,0,62,17,1,272,13,98,17,272
CHARLTONHOMELAND,16,1,6,1,4,12,1,50,0,0,1,4,0,1,21,0,76,59,6,423,24,170,59,423
CHARLTONNAN,275,8,84,6,19,87,3,319,1,1,7,20,0,5,209,0,603,1004,54,2951,373,1274,1004,2951
CHARLTONRACEPOND,0,0,4,0,0,5,0,16,0,0,2,0,0,0,12,0,35,12,2,167,4,70,12,167
CHARLTONST. GEORGE,5,2,9,0,2,12,0,36,0,0,1,0,0,0,14,0,68,32,5,393,16,133,32,393
CHARLTONWINOKUR,5,0,6,2,0,6,0,23,0,0,1,0,0,0,8,0,45,14,2,191,13,83,14,191
CHATHAM1-01,380,2,330,2,11,32,2,134,0,0,0,140,0,1,255,1,229,1285,129,917,714,805,1285,917
CHATHAM1-05,185,0,193,0,2,22,1,87,1,0,1,44,0,1,118,0,135,735,89,559,378,412,735,559
CHATHAM1-06,168,0,114,0,9,44,3,121,0,1,1,71,0,2,206,0,195,563,53,793,282,653,563,793
CHATHAM1-08,112,1,96,1,5,21,0,100,0,0,0,52,0,2,126,0,164,437,38,599,210,470,437,599
CHATHAM1-09,65,1,32,0,1,3,1,26,0,0,0,2,0,0,19,0,49,217,10,160,98,101,217,160
CHATHAM1-10,52,1,49,0,4,22,2,99,0,0,0,48,1,1,112,0,119,199,27,568,102,408,199,568
CHATHAM1-12,89,1,40,2,6,35,2,153,4,0,1,113,0,0,267,0,213,417,54,978,132,794,417,978
CHATHAM1-13,89,1,77,0,1,16,1,96,1,1,2,24,0,2,86,0,112,294,39,476,167,342,294,476
CHATHAM1-14,103,2,63,0,9,24,1,151,2,0,0,48,0,0,131,0,152,391,32,734,168,518,391,734
CHATHAM1-16,143,1,74,2,5,52,1,278,0,0,0,85,0,3,186,0,324,448,59,1329,220,934,448,1329
CHATHAM1-17,142,0,97,2,8,46,0,218,1,0,1,92,0,2,323,0,313,628,88,1449,241,1004,628,1449
CHATHAM2-02,172,1,120,0,1,2,0,17,0,1,0,17,0,0,32,0,34,634,25,149,293,104,634,149
CHATHAM2-03,194,2,124,0,0,5,0,12,0,0,0,10,0,0,23,0,21,675,28,108,320,71,675,108
CHATHAM2-04,626,0,137,0,3,0,1,12,0,1,0,1,0,0,17,0,9,1537,31,64,763,44,1537,64
CHATHAM2-05,350,1,220,2,0,11,1,11,0,0,0,3,1,1,27,0,20,953,35,108,573,75,953,108
CHATHAM2-06,76,0,20,0,0,2,0,4,0,2,0,0,0,0,5,0,14,245,10,37,96,27,245,37
CHATHAM2-07,446,4,155,0,5,12,1,31,0,0,1,23,0,3,35,0,51,1278,52,197,605,162,1278,197
CHATHAM2-09,560,2,189,1,2,10,1,36,0,0,0,14,0,2,25,0,48,1553,55,202,752,138,1553,202
CHATHAM2-11,265,0,68,0,3,4,0,17,0,2,0,5,0,0,21,0,26,768,29,153,333,78,768,153
CHATHAM2-12,171,2,193,0,2,3,0,9,1,0,0,3,0,0,22,0,33,657,40,96,366,73,657,96
CHATHAM3-01,49,0,37,0,0,5,0,7,0,0,0,21,0,1,41,0,32,168,14,123,86,107,168,123
CHATHAM3-02,178,1,132,0,6,5,0,33,1,0,0,58,0,0,105,0,96,614,45,361,311,304,614,361
CHATHAM3-03,132,1,30,0,1,1,0,7,0,0,1,1,0,0,7,0,8,472,7,58,163,26,472,58
CHATHAM3-04,323,0,39,1,0,3,0,7,0,0,0,1,1,0,5,0,13,772,8,44,363,30,772,44
CHATHAM3-05,200,1,116,0,5,10,0,44,0,0,0,4,0,1,38,1,53,733,48,257,317,156,733,257
CHATHAM3-08,168,0,64,1,2,10,0,39,1,1,1,11,0,0,25,0,46,462,14,217,233,136,462,217
CHATHAM3-09,55,0,28,0,3,9,0,75,1,1,0,19,0,0,59,0,66,171,12,273,83,233,171,273
CHATHAM3-10,482,2,97,3,2,5,1,27,0,0,0,8,0,0,18,0,50,1227,27,200,584,111,1227,200
CHATHAM3-11,223,0,58,0,1,9,0,27,0,0,0,7,0,0,19,1,39,609,19,152,281,103,609,152
CHATHAM3-12,176,1,82,0,2,17,0,50,1,0,0,19,0,3,71,0,133,552,41,449,259,296,552,449
CHATHAM3-13,249,0,99,1,1,12,0,60,0,0,1,22,0,1,58,0,100,1289,35,455,349,255,1289,455
CHATHAM3-14,422,1,66,0,2,10,0,55,0,0,0,23,0,1,47,0,51,1063,34,277,489,189,1063,277
CHATHAM3-15,110,0,16,0,3,6,0,36,0,0,1,25,0,0,73,0,64,253,13,265,126,208,253,265
CHATHAM4-02,113,0,115,3,4,33,0,113,1,0,0,38,0,0,120,0,228,485,57,871,231,537,485,871
CHATHAM4-04,112,0,107,0,7,29,0,180,1,0,1,58,0,0,185,0,321,423,54,1076,219,782,423,1076
CHATHAM4-05,111,0,85,1,3,43,1,174,0,0,1,61,1,1,166,0,262,437,65,1052,197,713,437,1052
CHATHAM4-06,103,2,96,0,3,32,0,179,0,0,0,46,1,4,169,1,278,383,60,1023,201,713,383,1023
CHATHAM4-07,127,1,100,2,5,35,1,191,0,0,1,54,0,2,184,1,270,629,88,1396,230,744,629,1396
CHATHAM4-08,136,3,121,1,14,49,2,293,1,0,2,127,0,2,275,0,380,473,60,1326,261,1145,473,1326
CHATHAM4-10,131,0,99,1,3,16,2,82,2,0,0,49,1,1,102,1,219,362,32,653,231,478,362,653
CHATHAM4-11,113,0,102,1,4,15,1,81,0,0,0,61,0,1,120,0,221,446,26,692,216,504,446,692
CHATHAM4-12,143,0,38,0,6,20,1,128,0,0,1,156,1,0,293,0,293,519,45,1213,181,899,519,1213
CHATHAM4-13,119,0,41,0,10,21,2,120,3,0,0,235,1,1,408,0,306,524,36,1301,160,1107,524,1301
CHATHAM4-14,116,0,33,0,5,18,0,106,0,0,0,184,1,0,273,1,229,405,28,871,149,817,405,871
CHATHAM4-15,119,0,38,0,9,12,0,77,1,0,0,158,1,1,276,0,226,435,28,942,157,761,435,942
CHATHAM5-01,133,0,36,2,4,8,2,13,0,0,0,4,0,0,16,0,35,396,10,133,171,82,396,133
CHATHAM5-02,119,0,36,0,0,1,0,4,0,0,0,0,0,0,6,0,6,360,8,34,155,17,360,34
CHATHAM5-03,192,0,34,0,0,1,0,1,0,0,1,0,0,0,1,0,1,517,8,11,226,5,517,11
CHATHAM5-05,711,1,86,1,0,5,0,2,0,0,0,2,0,0,1,0,4,1444,14,22,799,14,1444,22
CHATHAM5-06,387,0,90,1,0,6,2,16,0,1,0,3,0,0,16,0,24,1010,27,165,478,68,1010,165
CHATHAM5-07,201,0,90,0,1,11,0,32,0,0,0,9,0,1,31,0,45,689,30,215,291,130,689,215
CHATHAM5-08,233,0,66,0,8,11,0,49,0,0,0,9,0,0,38,0,81,662,32,303,299,196,662,303
CHATHAM5-10,734,1,117,2,1,2,0,10,0,0,1,0,0,0,4,1,16,1744,17,65,854,35,1744,65
CHATHAM5-11,347,1,101,0,3,10,0,54,0,0,3,17,0,2,51,0,47,1107,34,347,449,187,1107,347
CHATHAM6-01,181,2,67,0,2,26,0,65,0,1,0,10,0,3,52,0,94,586,57,375,250,253,586,375
CHATHAM6-02,244,0,98,0,6,31,0,163,1,1,0,78,0,1,212,0,207,669,46,914,342,700,669,914
CHATHAM6-03,344,3,116,2,8,22,0,116,1,1,1,36,0,1,100,0,142,871,54,647,465,428,871,647
CHATHAM6-05,202,1,81,0,3,19,1,59,0,0,0,15,0,0,51,0,102,617,38,387,284,250,617,387
CHATHAM6-06,91,0,54,0,6,20,1,49,0,0,0,18,0,0,47,0,117,360,24,398,145,258,360,398
CHATHAM6-08,257,2,82,1,2,11,0,44,0,1,0,9,0,2,46,0,86,808,39,317,342,201,808,317
CHATHAM6-09,315,5,165,2,7,38,0,128,1,0,2,51,0,2,139,0,251,1187,94,935,487,619,1187,935
CHATHAM6-10,365,0,134,2,2,58,1,205,2,0,3,52,0,2,195,0,257,1202,82,1193,501,777,1202,1193
CHATHAM6-11,379,1,106,1,1,23,0,121,1,0,0,18,0,0,67,0,154,1342,88,779,487,385,1342,779
CHATHAM7-01,90,1,32,0,3,13,0,95,0,0,2,8,0,0,46,1,128,318,12,460,123,296,318,460
CHATHAM7-03,48,0,31,0,3,8,0,72,0,0,1,14,0,0,54,0,148,208,28,521,79,300,208,521
CHATHAM7-04,400,1,137,0,2,15,2,99,1,2,1,8,0,3,72,0,116,1439,62,700,538,321,1439,700
CHATHAM7-05,87,0,46,0,0,11,0,55,0,0,2,12,0,0,27,0,75,330,21,273,133,182,330,273
CHATHAM7-06,169,1,78,0,7,34,1,139,0,0,2,22,0,3,67,0,215,667,51,900,248,490,667,900
CHATHAM7-07,323,1,157,0,8,56,2,378,0,1,4,73,0,1,237,0,461,1268,105,2022,481,1221,1268,2022
CHATHAM7-08,49,2,33,1,2,31,1,216,3,1,2,10,0,1,79,1,289,226,51,1107,85,636,226,1107
CHATHAM7-09,151,1,52,1,2,18,2,104,0,0,0,19,1,3,79,0,133,616,52,625,205,361,616,625
CHATHAM7-10,297,1,104,0,1,21,0,101,1,0,0,22,0,1,72,0,132,1075,90,728,402,351,1075,728
CHATHAM7-11,242,1,129,1,1,27,4,123,0,0,2,31,0,0,103,1,132,1069,109,858,373,424,1069,858
CHATHAM7-12,375,1,148,1,5,74,0,253,1,1,0,59,0,1,231,0,302,1518,89,1635,525,927,1518,1635
CHATHAM7-13,188,0,63,1,1,35,0,169,0,0,1,60,0,1,251,0,247,547,46,1123,252,765,547,1123
CHATHAM7-14,700,3,177,0,5,51,0,185,1,0,2,40,0,1,184,0,211,2351,114,1278,880,680,2351,1278
CHATHAM8-01,40,0,50,0,1,2,0,2,0,0,0,7,0,0,20,0,20,277,12,70,90,52,277,70
CHATHAM8-02,183,1,177,0,1,6,1,23,0,1,1,13,0,2,27,0,25,728,36,143,361,100,728,143
CHATHAM8-03,42,0,12,0,0,6,1,44,0,0,0,6,0,0,16,0,61,134,7,275,54,134,134,275
CHATHAM8-05,196,2,35,0,0,2,0,0,0,0,0,0,0,0,4,0,2,642,8,17,233,8,642,17
CHATHAM8-06,171,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,1,456,7,8,190,3,456,8
CHATHAM8-07,136,0,13,0,0,0,0,2,0,0,1,0,0,0,0,0,3,312,6,12,149,6,312,12
CHATHAM8-08,358,2,38,1,0,1,0,3,0,0,0,0,0,0,0,0,5,841,7,15,399,9,841,15
CHATHAM8-09,291,1,18,0,0,1,0,2,0,0,0,0,0,0,1,0,0,701,15,11,310,4,701,11
CHATHAM8-10,439,1,51,2,0,2,0,0,0,0,0,0,0,0,0,0,1,989,7,10,493,3,989,10
CHATHAM8-11,505,0,53,1,0,4,0,1,0,0,0,0,0,0,0,0,1,929,10,6,559,6,929,6
CHATHAM8-12,155,0,27,0,0,2,0,9,0,0,0,4,0,0,10,0,16,434,16,104,182,41,434,104
CHATHAM8-13,20,0,15,0,0,4,0,38,0,0,0,4,0,1,18,0,79,131,16,258,35,144,131,258
CHATHAM8-15,228,0,23,1,0,4,0,8,0,0,0,0,0,0,2,0,21,693,5,66,252,35,693,66
CHATHAMNAN,19916,72,7507,51,274,1522,50,7055,36,21,49,2984,11,72,7848,11,10738,62290,3503,45688,27546,30671,62290,45688
CHATTAHOOCHEECHATTAHOOCHEE ACVITITY CENTER,182,1,40,1,4,14,0,89,0,0,0,8,0,1,30,0,175,594,45,751,224,321,594,751
CHATTAHOOCHEENAN,182,1,40,1,4,14,0,89,0,0,0,8,0,1,30,0,175,594,45,751,224,321,594,751
CHATTOOGAALPINE,35,0,23,3,3,13,0,45,0,0,0,7,0,0,33,0,133,93,17,451,61,234,93,451
CHATTOOGACLOUDLAND,19,0,19,0,2,11,0,10,0,0,0,7,0,1,13,0,58,58,5,158,38,102,58,158
CHATTOOGACOLDWATER,25,2,2,1,1,9,0,6,0,0,0,0,0,0,4,0,40,53,3,106,30,60,53,106
CHATTOOGADIRTSELLER,6,0,5,0,0,6,0,10,0,0,0,0,0,0,11,0,33,16,0,106,11,60,16,106
CHATTOOGADIRTTOWN,46,0,20,2,0,21,1,66,0,0,1,4,0,0,41,0,107,96,11,455,68,241,96,455
CHATTOOGAHAYWOOD,5,0,4,0,0,8,0,5,0,0,0,3,0,0,7,0,18,15,3,89,9,41,15,89
CHATTOOGALYERLY,34,1,24,2,2,28,0,48,1,1,0,9,0,0,26,0,123,94,12,445,61,238,94,445
CHATTOOGANAN,568,7,302,14,24,292,1,636,2,1,9,74,0,6,523,0,1676,1613,177,6462,891,3244,1613,6462
CHATTOOGAPENNVILLE,14,0,8,0,0,8,0,27,0,0,0,0,0,0,13,0,72,48,3,272,22,120,48,272
CHATTOOGASEMINOLE,3,0,3,0,0,7,0,9,0,0,0,1,0,0,3,0,33,5,5,77,6,53,5,77
CHATTOOGASUBLIGNA,14,1,15,1,0,24,0,32,0,0,0,3,0,2,29,0,88,30,5,295,31,178,30,295
CHATTOOGASUMMERVILLE,252,3,90,3,8,72,0,177,1,0,5,26,0,2,187,0,527,759,67,2099,348,1005,759,2099
CHATTOOGATELOGA,19,0,21,1,2,27,0,44,0,0,0,2,0,0,25,0,80,40,10,320,41,180,40,320
CHATTOOGATRION,96,0,68,1,6,58,0,157,0,0,3,12,0,1,131,0,364,306,36,1589,165,732,306,1589
CHEROKEEAIR ACRES,97,1,101,0,5,46,1,212,0,0,0,34,0,3,231,0,260,491,105,1285,199,792,491,1285
CHEROKEEARNOLD MILL,126,2,126,0,0,73,2,441,3,1,1,70,0,1,394,0,471,618,151,2184,254,1457,618,2184
CHEROKEEAVERY,44,0,52,1,6,57,3,271,0,0,2,47,0,2,296,1,396,268,86,1661,97,1081,268,1661
CHEROKEEBALL GROUND,62,0,68,2,3,55,1,314,0,0,0,37,0,1,198,0,535,279,79,1941,132,1144,279,1941
CHEROKEEBASCOMB,140,1,153,1,7,60,2,338,1,0,4,62,0,3,367,1,415,664,120,1899,295,1260,664,1899
CHEROKEEBELLS,210,0,198,0,4,55,1,246,2,0,1,56,0,4,291,0,419,1068,182,1853,408,1079,1068,1853
CHEROKEEBOOTH,120,0,85,1,3,38,0,295,0,0,1,103,0,0,451,1,425,701,103,1949,206,1317,701,1949
CHEROKEEBRADSHAW,123,1,88,1,5,86,2,391,1,0,1,84,0,5,478,0,546,557,125,2307,213,1599,557,2307
CHEROKEEBRIDGEMILL,145,1,107,1,3,67,2,308,3,1,3,105,0,0,461,1,615,707,126,2597,254,1569,707,2597
CHEROKEECANTON,233,1,140,2,10,59,3,322,2,0,1,108,0,2,433,0,564,1004,121,2389,376,1504,1004,2389
CHEROKEECARMEL,145,0,151,1,4,38,3,237,1,0,1,37,0,4,235,1,297,750,124,1384,297,858,750,1384
CHEROKEECLAYTON,57,1,34,0,2,51,1,286,1,0,1,31,0,1,212,0,427,317,87,1842,92,1013,317,1842
CHEROKEECONNS CREEK,3,1,11,0,2,13,0,89,0,0,1,8,0,1,29,0,113,46,12,424,15,256,46,424
CHEROKEEDEER RUN,106,0,84,0,7,51,0,213,1,0,0,58,0,3,280,2,297,490,95,1407,190,912,490,1407
CHEROKEEDIXIE,174,2,160,3,4,69,2,344,4,0,4,53,0,5,322,0,435,964,196,2144,339,1242,964,2144
CHEROKEEFREEHOME,94,0,85,0,6,73,1,469,1,1,6,81,0,7,450,0,697,525,125,2851,179,1792,525,2851
CHEROKEEHICKORY FLAT,142,1,131,2,4,91,1,456,0,0,1,75,1,4,452,0,531,819,168,2600,276,1616,819,2600
CHEROKEEHIGHTOWER,67,1,46,0,5,63,1,317,0,0,2,50,0,5,259,0,448,280,84,1836,114,1150,280,1836
CHEROKEEHILLSIDE,106,0,94,0,1,54,3,249,2,0,0,90,0,2,390,0,403,498,94,1722,200,1194,498,1722
CHEROKEEHOLLY SPRINGS,43,0,75,0,3,27,2,208,1,0,3,23,0,4,155,0,285,292,75,1224,118,711,292,1224
CHEROKEEKELLOGG,133,0,154,0,3,80,3,364,1,0,3,53,0,5,278,0,510,758,186,2060,287,1300,758,2060
CHEROKEELIBERTY,226,0,185,0,8,94,1,467,1,1,1,60,0,2,451,0,620,1236,238,3206,411,1706,1236,3206
CHEROKEELITTLE RIVER,289,0,165,0,5,80,0,371,0,2,1,115,0,4,572,0,580,1458,200,2791,454,1730,1458,2791
CHEROKEEMACEDONIA,89,1,84,1,6,71,1,413,1,0,0,83,0,4,438,0,536,523,100,2437,175,1553,523,2437
CHEROKEEMOUNTAIN ROAD,97,0,98,0,2,58,0,266,1,0,4,49,0,3,266,1,363,432,100,1566,195,1013,432,1566
CHEROKEENAN,4844,29,4442,25,168,2524,61,12899,40,6,68,2473,2,129,13475,13,18469,25231,5015,80649,9340,50327,25231,80649
CHEROKEENEESE,256,1,221,0,7,92,4,501,1,0,2,86,0,9,510,0,562,1286,247,2842,478,1774,1286,2842
CHEROKEEOAK GROVE,104,1,112,3,1,68,1,257,0,0,0,34,0,1,210,1,399,458,93,1624,220,972,458,1624
CHEROKEER M MOORE,33,0,41,0,3,48,2,312,0,0,4,29,0,3,202,0,455,227,61,1708,74,1058,227,1708
CHEROKEER T JONES,49,0,68,0,1,34,0,162,1,0,1,28,1,2,153,0,199,362,65,889,117,582,362,889
CHEROKEEROSECREEK,121,0,128,0,2,68,0,305,2,0,0,75,0,3,452,1,495,586,125,1922,249,1403,586,1922
CHEROKEESALACOA,10,0,7,0,0,10,0,67,0,0,1,5,0,0,39,0,96,43,15,376,17,218,43,376
CHEROKEESIXES,91,3,101,0,3,48,0,280,1,0,1,61,0,3,293,0,352,428,79,1551,195,1042,428,1551
CHEROKEESUTALLEE,34,1,41,1,3,41,3,232,1,0,2,16,0,0,164,0,337,204,53,1305,77,799,204,1305
CHEROKEETEASLEY,152,1,124,2,8,121,2,494,2,0,3,100,0,9,501,1,806,939,176,3464,279,2047,939,3464
CHEROKEETOONIGH,139,1,182,1,8,104,3,479,0,0,2,58,0,2,479,0,642,913,206,2912,323,1777,913,2912
CHEROKEEUNION HILL,84,0,87,0,3,64,2,327,0,0,3,67,0,2,389,0,551,436,104,2062,171,1408,436,2062
CHEROKEEUNIVETER,105,1,110,1,5,69,1,433,2,0,1,76,0,5,384,0,583,502,135,2654,217,1559,502,2654
CHEROKEEVICTORIA,87,2,78,0,2,56,0,222,0,0,0,39,0,6,206,0,365,366,102,1441,167,896,366,1441
CHEROKEEWALESKA,83,1,59,1,2,36,1,180,0,0,1,60,0,1,214,1,345,353,52,1260,144,841,353,1260
CHEROKEEWILDCAT,74,0,107,0,3,57,1,283,2,0,2,24,0,2,197,0,352,387,107,1531,181,923,387,1531
CHEROKEEWOODLANDS,144,1,140,0,1,43,2,223,1,0,3,68,0,3,313,1,282,819,132,1411,285,940,819,1411
CHEROKEEWOODSTOCK,207,2,161,0,8,56,3,255,0,0,0,75,0,3,380,0,460,1177,181,2138,370,1240,1177,2138
CLARKE1A W'VILLE TRAIN DEPOT,277,1,151,1,0,40,1,124,0,0,0,21,0,0,105,0,137,937,58,618,430,428,937,618
CLARKE1B GAINES SCHOOL,343,2,234,1,4,47,1,131,1,1,2,42,0,4,136,0,142,1271,72,705,580,511,1271,705
CLARKE1C WHIT DAVIS SCHOOL,219,1,277,0,6,16,0,73,1,0,3,43,0,2,126,0,89,905,81,500,497,359,905,500
CLARKE1D WHIT DAVIS SCHOOL,397,0,289,2,3,24,1,137,1,0,2,55,0,0,161,0,154,1192,94,711,688,538,1192,711
CLARKE2A JUDIA J. HARRIS SCH,458,1,167,1,1,12,0,46,0,0,0,5,0,0,36,0,64,1559,42,325,627,164,1559,325
CLARKE2B HOWARD STROUD SCHOOL,499,3,352,3,1,14,0,17,1,1,1,12,0,3,54,0,27,2038,97,218,857,131,2038,218
