precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
ANDERSONANDERSONVILLE,64,1,39,2,55,3,170,0,0,0,4,24,0,1,120,0,304,227,1,0,2,0,32,1,0,3,0,7,5,1222,0,104,683,227,1222
ANDERSONBRICEVILLE,11,1,10,0,4,0,44,0,0,0,0,2,0,0,10,0,58,42,0,0,3,0,5,0,0,0,0,1,0,243,0,22,118,42,243
ANDERSONBULL RUN,106,5,102,7,79,1,196,1,1,0,1,31,0,3,162,1,316,424,7,0,3,0,76,2,0,2,0,13,6,1397,0,213,799,424,1397
ANDERSONCLAXTON,94,3,58,5,40,2,187,2,0,0,2,23,0,1,118,1,282,387,3,0,2,0,53,0,0,5,0,8,5,1319,0,155,663,387,1319
ANDERSONCLINTON,159,2,94,10,77,0,154,2,0,0,4,44,0,3,201,1,326,556,0,0,5,0,47,2,0,4,0,19,8,1330,0,255,822,556,1330
ANDERSONCLINTON HIGH,87,2,39,2,23,0,98,2,0,0,4,23,1,1,98,0,191,279,2,0,2,0,33,4,0,7,0,7,7,792,0,128,443,279,792
ANDERSONCLINTON MIDDLE,19,1,26,1,17,1,66,0,0,0,0,5,0,0,47,0,107,87,0,0,1,0,9,0,0,0,0,1,3,453,0,46,244,87,453
ANDERSONDUTCH VALLEY,23,1,21,1,10,1,30,1,0,0,0,3,0,1,28,0,75,73,0,0,0,0,11,0,0,1,0,2,0,271,0,45,150,73,271
ANDERSONEMORY VALLEY,216,4,166,19,43,0,141,1,0,0,0,81,0,2,218,0,189,894,1,0,1,0,88,3,0,17,0,15,19,1034,0,386,694,894,1034
ANDERSONFAIRVIEW,25,1,27,2,21,0,78,0,0,0,1,6,0,0,53,0,128,117,1,0,1,0,12,0,0,1,0,6,1,543,0,53,289,117,543
ANDERSONGLEN ALPINE,74,4,63,6,34,0,159,0,0,1,0,22,1,2,92,1,285,304,0,0,3,0,48,2,0,2,0,9,4,1149,0,141,603,304,1149
ANDERSONGLENWOOD,124,3,158,5,33,0,98,1,0,0,1,22,0,0,105,1,159,608,4,0,4,0,75,5,0,5,0,6,22,763,0,285,425,608,763
ANDERSONHENDRIX CREEK,188,4,137,9,40,0,108,2,1,0,2,77,0,1,211,1,157,784,3,0,3,0,77,2,0,9,0,10,10,849,0,329,609,784,849
ANDERSONHIGHLAND VIEW,56,0,76,1,12,0,49,0,0,0,1,10,0,1,43,0,59,278,1,0,2,0,28,1,0,6,0,3,4,299,0,132,176,278,299
ANDERSONLAKE CITY MS,56,0,52,7,47,0,153,0,0,0,3,14,0,0,100,1,255,250,0,0,2,0,18,1,0,4,0,8,4,1219,0,108,580,250,1219
ANDERSONMARLOW,16,3,22,2,26,0,65,0,0,0,2,8,0,0,30,0,106,111,1,0,3,0,13,1,0,2,0,1,0,505,0,41,239,111,505
ANDERSONNORRIS,113,1,101,3,22,1,51,0,0,0,0,30,0,1,68,0,120,365,0,0,3,0,34,0,0,0,0,2,7,412,0,215,296,365,412
ANDERSONNORTH CLINTON,67,0,53,2,29,0,79,0,0,0,1,7,0,0,74,1,215,245,0,0,2,0,30,3,0,2,0,11,10,809,0,120,408,245,809
ANDERSONNORWOOD,76,2,48,3,39,1,81,1,0,0,0,12,0,1,104,0,222,266,1,0,5,0,40,1,0,4,0,9,10,915,0,126,464,266,915
ANDERSONOAK RIDGE,144,3,68,1,18,0,26,0,0,0,0,14,0,1,44,0,65,521,0,0,0,0,33,2,0,4,0,0,7,324,0,215,169,521,324
ANDERSONPINE VALLEY,160,4,166,5,33,0,102,0,0,0,0,18,1,4,110,0,140,606,0,0,5,0,84,2,0,4,0,8,22,748,0,330,413,606,748
ANDERSONROBERTSVILLE,117,1,82,9,36,1,50,1,0,1,0,16,0,0,46,0,78,434,2,0,7,0,46,2,0,9,0,9,10,496,0,200,238,434,496
ANDERSONROSEDALE,9,0,6,0,8,0,3,0,0,0,0,0,0,0,4,0,13,27,0,0,2,0,0,0,0,0,0,1,0,53,0,15,28,27,53
ANDERSONSOUTH CLINTON,59,3,44,3,35,0,80,1,0,0,3,11,1,0,68,1,188,177,1,0,1,0,30,2,0,2,0,7,2,674,0,106,391,177,674
ANDERSONWEST HILLS,143,1,111,12,47,0,98,0,0,0,1,49,1,1,139,1,135,574,0,0,2,0,70,2,0,12,0,4,13,740,0,255,484,574,740
ANDERSONWOODLAND,87,0,57,2,28,0,48,0,0,1,0,10,0,0,28,0,72,286,0,0,6,0,28,2,0,10,0,3,7,350,0,144,189,286,350
BEDFORD1-1 WARTRACE,82,0,41,0,45,0,168,0,0,0,1,11,0,2,54,0,262,230,0,0,2,0,27,1,0,0,0,2,4,974,0,123,543,230,974
BEDFORD1-2 BELL BUCKLE,63,1,48,1,43,0,97,0,1,1,3,32,0,3,77,0,193,213,0,0,1,0,42,2,0,0,0,3,8,794,0,112,451,213,794
BEDFORD2-3 FAIR HAVEN,107,1,54,6,71,2,256,0,0,0,2,16,0,0,98,2,435,298,0,0,3,0,31,0,0,1,0,10,7,1605,0,162,888,298,1605
BEDFORD3-3 UNIONVILLE,118,2,39,1,55,0,173,0,0,0,1,7,0,1,75,0,430,289,2,0,1,0,32,2,0,1,0,2,9,1472,0,159,743,289,1472
BEDFORD4-3 BEDFORD,125,6,56,5,43,1,209,2,1,0,2,27,0,0,96,0,449,308,0,0,4,0,20,0,0,1,0,6,6,1582,0,187,835,308,1582
BEDFORD5-2 FLAT CREEK,99,0,70,8,49,2,204,1,0,0,1,20,0,0,117,1,339,271,0,0,1,0,32,1,0,0,0,6,5,1318,0,169,742,271,1318
BEDFORD5-5 NORMANDY,59,1,26,4,42,0,124,0,0,0,0,28,0,0,54,0,147,146,1,0,0,0,17,0,0,2,0,3,4,659,0,86,399,146,659
BEDFORD6-1 EAST SIDE,113,1,51,0,26,0,55,0,1,0,0,7,0,1,34,0,131,374,0,0,4,0,24,0,0,0,0,2,8,490,0,165,255,374,490
BEDFORD7-1 DEERY EAKIN,147,2,45,4,37,0,124,0,0,0,0,18,0,0,63,0,234,445,0,0,1,0,34,1,0,0,0,4,8,837,0,194,480,445,837
BEDFORD8-1 THOMAS,163,2,35,4,31,0,96,0,0,0,2,11,0,0,70,1,191,436,0,0,2,0,16,0,0,0,0,1,6,744,0,200,406,436,744
BEDFORD9-2 SOUTHSIDE,132,2,61,6,33,0,149,0,2,1,1,23,0,1,83,0,273,385,0,0,6,0,31,1,0,0,0,8,10,1011,0,195,572,385,1011
BENTON1 HOLLADAY,83,3,37,3,23,0,93,0,0,0,3,13,0,0,39,0,219,213,0,0,2,0,9,0,0,1,0,0,3,846,0,123,393,213,846
BENTON2 CAMDEN JR HIGH,106,3,53,0,18,0,96,0,0,0,1,11,0,1,53,0,194,265,0,0,1,0,18,2,0,0,0,1,5,784,0,162,374,265,784
BENTON3 CAMDEN CITY HALL,88,3,50,5,21,1,111,0,0,0,0,10,0,0,49,0,141,228,0,0,2,0,15,0,0,0,0,0,2,725,0,141,338,228,725
BENTON4 CAMDEN ELEMENTARY,99,2,61,2,16,0,102,0,0,0,0,11,0,0,37,0,206,247,0,0,4,0,13,3,0,0,0,5,0,782,0,162,374,247,782
BENTON5 LIBRARY,101,0,39,3,25,0,71,0,1,1,0,12,0,1,43,0,168,270,0,0,2,0,15,4,0,0,0,2,1,760,0,140,325,270,760
BENTON6 BIG SANDY,83,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,2,0,1,0,13,4,0,2,0,3,3,819,0,131,0,251,819
BLEDSOE1-1 DILL,22,1,10,0,4,0,18,0,0,0,0,4,0,1,3,0,42,56,0,0,1,0,5,1,0,0,0,0,0,150,0,33,72,56,150
BLEDSOE1-2 GRIFFITH,23,1,6,0,2,0,5,0,0,0,0,0,0,0,2,0,25,42,0,0,1,0,4,0,0,1,0,0,1,84,0,30,34,42,84
BLEDSOE1-3 MT. CREST,35,2,22,1,18,0,52,0,0,0,1,1,0,0,43,0,65,56,2,0,0,0,11,0,0,0,0,2,0,285,0,59,181,56,285
BLEDSOE2-1 COLD SPRINGS,49,2,29,0,12,0,33,0,0,0,3,11,0,0,23,2,124,98,0,0,0,0,9,0,0,3,0,0,0,379,0,80,208,98,379
BLEDSOE2-2 LUMINARY,9,1,10,0,13,0,35,0,0,0,0,1,0,0,14,0,75,32,0,0,0,0,8,0,0,0,0,0,2,249,0,20,138,32,249
BLEDSOE3-1 BRAYTON,9,1,9,3,20,1,46,0,0,0,0,7,0,0,33,0,89,36,0,0,0,0,5,0,0,0,0,6,2,332,0,19,199,36,332
BLEDSOE3-2 RIGSBY,10,0,10,4,27,1,75,1,0,0,2,10,0,2,24,1,136,61,0,0,1,0,11,0,0,3,0,0,0,461,0,20,283,61,461
BLEDSOE4-1 PIKEVILLE,80,2,43,6,17,0,55,0,1,0,2,5,0,1,34,0,116,198,0,0,1,0,9,1,0,2,0,1,5,414,0,125,237,198,414
BLEDSOE5-1 BELLVIEW,16,2,26,2,15,0,53,0,0,1,1,6,0,0,30,1,111,54,0,0,2,0,11,1,0,0,0,0,2,445,0,44,220,54,445
BLEDSOE5-2 NINE MILE,20,0,5,1,3,0,46,0,0,1,0,1,0,0,21,0,64,34,0,0,0,0,6,0,0,0,0,0,0,212,0,25,137,34,212
BLEDSOE6-1 LEE STATION,34,3,17,0,7,0,13,0,0,0,0,1,0,0,17,0,40,62,0,0,0,0,7,0,0,0,0,0,0,112,0,54,78,62,112
BLEDSOE6-2 LUSK,91,1,29,1,28,1,56,0,0,0,1,9,0,0,41,0,122,168,0,0,1,0,9,1,0,1,0,0,6,499,0,121,259,168,499
BLOUNTALCOA,126,0,103,13,67,2,197,1,0,0,3,65,0,4,299,0,252,589,4,0,7,0,93,5,0,19,0,11,20,1477,0,229,903,589,1477
BLOUNTBEECH GROVE,106,1,104,5,42,1,138,0,1,0,1,27,0,5,117,2,201,518,1,0,3,0,79,2,0,10,0,10,19,1005,0,211,540,518,1005
BLOUNTBIG SPRINGS,31,0,23,4,29,0,107,1,0,0,1,15,1,5,71,0,140,113,4,0,1,0,22,1,0,2,0,5,4,699,0,54,374,113,699
BLOUNTBOARD OF EDUCATION,140,0,105,26,65,0,164,0,1,0,1,67,0,2,267,0,309,565,0,0,0,1,88,1,0,7,0,12,13,1461,0,245,902,565,1461
BLOUNTCARPENTERS,77,0,68,2,74,1,182,0,2,0,0,35,0,0,111,0,293,274,0,0,5,0,30,0,0,1,0,11,6,1302,0,145,700,274,1302
BLOUNTCHILHOWEE VIEW,77,0,46,9,49,1,141,0,0,0,2,20,0,2,110,2,254,290,2,0,3,0,30,4,0,5,0,6,6,984,0,123,590,290,984
BLOUNTEAGLETON MS CAFETERIA,68,0,83,8,28,0,93,1,0,0,3,11,0,3,88,0,190,661,7,0,7,0,89,4,0,12,0,13,14,2100,0,151,425,661,2100
BLOUNTEVERETT,66,1,95,12,43,0,80,0,0,1,2,13,0,0,51,0,141,307,1,0,2,0,47,6,0,7,0,4,13,643,0,162,343,307,643
BLOUNTFAIRVIEW,83,0,53,12,58,0,161,2,0,1,1,30,0,5,183,0,270,329,2,0,2,0,30,1,0,7,0,5,4,1196,0,136,723,329,1196
BLOUNTFRIENDSVILLE,48,0,30,5,33,0,108,1,0,0,1,29,0,0,115,0,223,176,2,0,0,0,27,0,0,3,0,6,7,855,0,78,515,176,855
BLOUNTHAPPY VALLEY,9,0,3,2,4,0,10,0,0,0,0,2,0,0,6,0,19,14,0,0,0,0,3,0,0,0,0,0,0,59,0,12,43,14,59
BLOUNTHERITAGE,70,0,39,7,64,0,150,0,1,0,0,34,1,1,169,1,272,261,0,0,2,0,27,1,0,6,0,2,3,1184,0,109,700,261,1184
BLOUNTJOHN SEVIER,95,1,127,23,57,1,161,2,0,0,2,36,0,1,249,0,234,525,1,0,4,0,77,2,0,12,0,16,15,1343,0,223,766,525,1343
BLOUNTLANIER,39,1,48,5,43,0,140,0,0,0,1,17,2,0,115,1,278,222,4,0,2,0,27,1,0,3,0,12,11,1128,0,88,602,222,1128
BLOUNTLOUISVILLE,83,1,56,7,50,0,117,0,1,0,2,38,0,1,190,2,263,370,1,0,1,0,60,3,0,3,0,9,5,1087,0,140,671,370,1087
BLOUNTMARTIN LUTHER KING,174,0,36,3,13,0,34,2,0,0,0,5,0,0,18,0,72,507,0,0,3,0,22,0,0,2,0,3,6,346,0,210,147,507,346
BLOUNTMARYVILLE COLLEGE,71,0,92,6,39,2,57,1,0,0,1,45,0,1,121,1,97,352,0,0,2,0,46,1,0,9,0,5,14,574,0,163,371,352,574
BLOUNTMARYVILLE HS,141,0,132,18,68,1,157,1,2,0,2,109,0,1,334,1,257,764,2,0,5,0,99,5,0,18,0,13,14,1636,0,273,951,764,1636
BLOUNTMARYVILLE JR HIGH,131,3,112,14,77,3,156,2,0,1,1,102,2,2,281,0,240,637,0,0,4,0,109,3,0,20,0,4,18,1230,0,246,881,637,1230
BLOUNTMARYVILLE MUNICIPAL,76,1,109,7,36,0,123,0,0,0,2,29,0,1,111,0,174,480,2,0,2,0,64,2,0,6,0,10,21,1114,0,186,483,480,1114
BLOUNTMENTOR,37,1,34,1,21,1,40,1,0,0,1,9,0,1,39,0,74,139,0,0,0,0,9,0,0,0,0,1,3,333,0,72,188,139,333
BLOUNTMIDDLESETTLEMENTS,22,0,20,0,25,0,44,0,0,0,2,13,0,0,41,0,80,78,0,0,1,0,8,1,0,1,0,4,1,328,0,42,205,78,328
BLOUNTMISER STATION,69,0,53,4,33,0,105,0,0,0,2,38,0,0,138,0,187,291,3,0,1,0,40,0,0,4,0,2,7,883,0,122,507,291,883
BLOUNTMONTVALE,167,1,137,16,86,3,369,1,3,0,10,53,0,2,320,1,543,657,0,0,4,0,101,4,0,6,0,19,13,2589,0,305,1407,657,2589
BLOUNTOAK STREET,68,0,52,7,46,2,138,1,0,0,2,39,0,3,149,0,217,300,0,0,5,0,45,3,0,8,0,7,11,1100,0,120,604,300,1100
BLOUNTOAKVIEW,57,2,56,11,90,0,186,2,0,0,2,31,0,0,148,2,311,319,0,0,1,0,45,1,0,7,0,3,8,1461,0,115,783,319,1461
BLOUNTPELLISSIPPI CAMPUS,30,1,29,4,24,1,91,0,0,0,0,7,0,1,54,0,136,117,1,0,1,0,18,1,0,4,0,1,2,518,0,60,318,117,518
BLOUNTPORTER,51,0,56,10,53,0,146,0,0,0,1,26,0,1,170,0,290,259,0,0,0,0,44,2,0,7,0,8,6,1169,0,107,697,259,1169
BLOUNTROCKFORD,102,2,84,2,46,0,119,0,1,0,1,20,0,1,107,1,224,377,5,0,2,0,36,1,0,7,0,6,13,898,0,188,522,377,898
BLOUNTTOWNSEND,87,2,62,11,44,0,111,1,0,1,3,30,0,3,136,0,259,336,0,1,2,0,35,6,0,8,0,11,6,1021,0,151,599,336,1021
BLOUNTWALLAND,37,0,23,2,26,0,69,0,0,0,3,15,1,0,65,1,159,151,0,0,0,0,16,1,0,2,0,6,2,591,0,60,341,151,591
BLOUNTWILLIAM BLOUNT HS,42,1,67,5,44,2,105,0,0,0,0,19,0,1,109,1,218,238,0,0,2,0,47,4,0,5,0,6,3,954,0,110,504,238,954
BLOUNTWM BLOUNT ACADEMY,126,4,123,11,127,4,373,1,0,0,3,73,1,1,273,0,641,614,7,0,3,0,114,5,0,10,0,11,18,2889,1,253,1508,614,2889
BRADLEY1-1 MCDONALD,43,1,42,9,63,0,106,0,0,0,3,31,0,0,117,1,292,195,0,0,1,0,39,1,0,0,0,5,6,1122,0,86,622,195,1122
BRADLEY1-2 PROSPECT,102,3,104,22,155,2,356,1,1,0,3,110,0,1,501,1,540,528,4,0,5,0,99,1,0,9,0,19,15,2653,0,209,1693,528,2653
BRADLEY1-3 HOPEWELL,54,1,52,6,124,0,246,1,0,0,3,62,0,1,235,0,379,321,1,0,0,0,39,2,0,2,0,3,10,1824,0,107,1057,321,1824
BRADLEY2-1 E.L. ROSS,172,2,127,28,192,3,353,2,0,1,7,102,0,4,529,1,602,749,1,0,6,0,119,4,0,11,0,15,15,3208,0,301,1824,749,3208
BRADLEY2-2 WALKER VALLEY,13,0,9,1,10,0,17,0,0,0,1,4,0,2,19,0,48,497,2,0,4,0,82,2,0,2,0,6,15,2275,0,22,102,497,2275
BRADLEY3-1 LEE UNIVERSITY,130,0,87,9,58,0,102,0,1,0,3,44,0,3,202,1,208,518,0,0,3,0,79,5,0,11,0,8,23,998,0,217,631,518,998
BRADLEY3-2 SENIOR CENTER,29,0,21,5,26,0,71,1,0,0,0,18,0,0,96,0,97,626,2,0,11,0,95,7,0,9,0,16,15,2259,0,50,314,626,2259
BRADLEY4-1 OAK GROVE,65,0,65,14,103,0,252,0,0,0,6,18,0,1,179,1,435,310,0,0,4,0,62,3,0,3,0,8,11,1998,0,130,1009,310,1998
BRADLEY4-2 MICHIGAN AVE,125,0,96,5,119,0,347,0,0,0,1,46,1,1,278,1,506,472,0,0,3,0,73,4,0,6,0,8,13,2472,0,221,1305,472,2472
BRADLEY5-1 BLYTHE/BOWER,6,0,6,3,8,0,24,1,0,1,1,5,0,0,12,0,32,454,0,0,5,0,65,0,0,5,0,2,10,1736,0,12,87,454,1736
BRADLEY5-2 MUSEUM,85,0,40,3,29,0,56,0,0,1,3,5,0,0,34,0,141,334,0,0,0,1,32,1,0,4,0,7,8,646,0,125,272,334,646
BRADLEY6-1 VALLEY VIEW,54,2,55,7,61,0,211,1,1,0,4,13,0,1,125,1,273,179,1,0,5,0,29,0,0,5,0,2,9,1413,0,111,698,179,1413
BRADLEY6-2 BLUE SPRINGS,48,1,17,6,89,0,154,0,0,0,3,21,0,1,93,1,222,270,0,0,7,0,49,2,0,5,0,9,9,1672,0,66,590,270,1672
BRADLEY6-3 WATERVILLE,14,0,19,3,25,1,43,0,0,0,1,6,0,0,56,0,92,193,2,0,0,0,26,4,0,3,0,3,5,886,0,33,227,193,886
BRADLEY6-4 BLACK FOX,17,0,23,3,82,2,63,1,1,0,2,6,0,0,74,0,130,123,0,0,1,0,32,1,0,0,0,9,10,819,0,40,364,123,819
BRADLEY7-1 STUART,183,1,134,19,138,1,281,5,0,1,11,75,0,3,383,2,469,820,1,0,7,0,109,4,0,13,0,16,22,2316,0,318,1388,820,2316
BRADLEY7-2 CLEVELAND HIGH,131,0,105,8,86,1,158,1,0,0,6,61,0,0,287,0,266,481,1,0,4,0,69,3,0,7,0,7,14,1471,0,236,874,481,1471
CAMPBELL1-1 ALDER SPRINGS,15,0,5,0,5,0,29,1,0,0,0,9,0,0,23,0,72,65,0,0,1,0,6,0,0,0,0,0,2,345,0,20,139,65,345
CAMPBELL1-2 DEMORY,40,0,12,1,16,0,56,0,0,0,0,7,0,0,47,0,151,109,0,0,1,0,13,1,0,0,0,0,6,507,0,52,278,109,507
CAMPBELL1-3 PINECREST,16,0,11,1,3,0,8,1,0,0,0,4,0,0,16,0,49,66,0,0,0,0,5,2,0,0,0,2,0,205,0,27,82,66,205
CAMPBELL1-4 VALLEY VIEW,57,1,22,3,16,2,115,0,0,1,0,10,0,3,58,2,257,199,0,0,1,0,18,2,0,3,0,6,4,1019,0,80,467,199,1019
CAMPBELL1-5 WELL SPRINGS,16,0,1,0,6,0,23,0,0,0,0,9,0,0,16,0,60,44,0,0,0,0,3,0,0,0,0,0,0,234,0,17,114,44,234
CAMPBELL2-1 COLLEGE HILL,19,2,6,0,7,0,17,0,0,0,0,4,0,0,10,0,37,55,0,0,1,0,5,0,0,0,0,0,2,209,0,27,75,55,209
CAMPBELL3-1 CCHS,27,1,21,2,15,0,30,0,0,0,0,7,0,0,54,0,120,98,0,0,1,0,13,1,0,2,0,3,1,575,0,49,228,98,575
CAMPBELL3-2 JACKSBORO STA,69,1,29,6,37,1,87,0,0,0,1,19,0,1,77,0,228,207,1,0,3,0,30,1,0,0,0,3,2,1054,0,99,457,207,1054
CAMPBELL3-3 WEST LAFOLLETTE,38,0,9,0,10,0,23,0,0,0,0,3,0,0,10,0,93,113,0,0,3,0,8,3,0,0,0,1,3,385,0,47,139,113,385
CAMPBELL4-1 CARYVILLE,69,1,25,2,23,1,83,0,0,0,0,22,0,0,83,0,211,199,0,0,2,0,32,5,0,2,0,5,1,928,0,95,425,199,928
CAMPBELL4-2 CLINCHMORE,4,0,2,0,1,0,7,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,31,0,6,14,10,31
CAMPBELL4-3 JACKSBORO,49,4,29,1,22,1,87,0,0,0,1,6,0,0,63,0,161,168,0,0,4,0,27,1,0,1,0,5,2,836,0,82,342,168,836
CAMPBELL4-4 RIDGEWOOD,33,1,29,2,12,0,60,0,0,0,1,7,0,0,34,0,111,132,0,0,4,0,16,1,0,1,0,4,3,497,0,63,227,132,497
CAMPBELL5-1 ELK VALLEY,8,0,7,1,12,0,25,0,0,0,0,2,0,0,5,0,34,25,1,0,0,0,4,0,0,2,0,2,3,227,0,15,79,25,227
CAMPBELL5-2 HABERSHAM,10,0,9,2,9,0,25,0,0,0,1,7,0,0,12,0,82,53,0,0,0,0,9,2,0,0,0,1,0,376,0,19,138,53,376
CAMPBELL5-3 JELLICO,47,0,30,7,26,0,24,0,0,0,0,5,0,0,45,0,129,215,0,0,1,0,16,2,0,1,0,0,4,610,0,77,236,215,610
CAMPBELL5-4 NEWCOMB,13,0,7,1,13,0,8,0,0,0,1,3,0,0,22,0,47,71,0,0,0,0,8,0,0,1,0,0,3,267,0,20,95,71,267
CAMPBELL5-5 WHITE OAK,20,0,9,0,0,0,6,0,0,0,0,3,0,0,8,0,27,44,0,0,1,0,2,3,0,0,0,1,1,149,0,29,44,44,149
CANNON1-1 WESTSIDE,83,3,39,3,47,3,191,2,0,0,3,18,0,0,49,1,309,231,0,0,0,0,25,2,0,2,0,4,3,1003,0,125,626,231,1003
CANNON2-1 AUBURNTOWN,31,0,18,0,11,0,54,0,0,0,0,12,0,0,24,0,86,88,0,0,0,0,5,0,0,0,0,0,2,302,0,49,187,88,302
CANNON2-2 GASSAWAY,19,0,13,1,3,0,18,0,0,0,1,1,0,0,1,1,52,67,0,0,0,0,3,0,0,0,0,1,3,144,0,32,78,67,144
CANNON2-3 PLEASANT RIDGE,23,0,18,1,3,0,52,0,0,0,0,0,0,1,17,0,68,66,0,0,0,0,9,0,0,0,0,0,4,218,0,41,142,66,218
CANNON2-4 SHORT MOUNTAIN,23,0,24,1,5,1,24,0,0,0,0,0,0,0,9,0,51,63,0,0,2,0,3,0,0,0,0,1,6,157,0,47,91,63,157
CANNON3-2 WOODLAND,75,3,24,5,33,3,129,1,0,0,0,8,0,0,33,0,216,153,2,0,2,0,23,1,0,1,0,3,5,797,0,102,428,153,797
CANNON4-1 EASTSIDE,59,1,23,2,23,0,90,0,0,0,0,3,0,1,29,0,222,160,0,0,1,0,10,1,0,1,0,5,2,667,0,83,370,160,667
CANNON4-2 SHORT MOUNTAIN,23,2,18,2,14,0,25,0,0,0,0,0,0,0,9,0,80,59,0,0,0,0,8,1,0,0,0,0,0,205,0,43,130,59,205
CANNON5-1 WOODBURY,103,1,42,2,20,1,74,0,0,0,0,8,0,0,24,0,160,240,0,0,3,0,20,2,0,0,0,4,4,514,0,146,289,240,514
CARROLLATWOOD,61,1,20,1,26,0,60,0,0,0,1,1,0,0,18,0,108,194,0,0,2,0,8,1,0,1,0,1,4,442,0,82,215,194,442
CARROLLBETHEL COLLEGE,49,4,41,3,23,0,72,0,0,0,1,22,0,0,92,1,157,208,1,0,2,0,25,1,0,5,0,2,3,807,0,94,371,208,807
CARROLLBRUCETON,32,1,26,4,16,0,58,0,0,0,2,5,0,0,19,0,79,142,0,0,1,0,11,1,0,0,0,0,2,438,0,59,183,142,438
CARROLLBUENA VISTA,5,0,5,1,1,0,14,0,0,0,0,0,0,0,3,0,30,28,0,0,1,0,1,0,0,0,0,0,0,115,0,10,49,28,115
CARROLLCANNON,19,1,13,1,11,0,35,0,1,0,1,2,0,1,17,0,51,60,0,0,3,0,2,1,0,2,0,1,0,244,0,33,120,60,244
CARROLLCEDAR GROVE,34,0,11,3,17,0,57,0,0,0,0,10,0,1,34,0,82,103,0,0,1,0,5,4,0,1,0,3,1,438,0,45,204,103,438
CARROLLCIVIC CENTER,146,1,37,11,42,1,158,0,0,1,2,30,0,2,130,0,208,400,0,0,3,0,36,4,0,3,0,0,4,1182,0,184,585,400,1182
CARROLLCLARKSBURG,19,1,14,0,31,1,93,0,0,0,1,8,0,0,42,0,104,85,0,0,0,0,9,2,0,2,0,1,5,591,0,34,280,85,591
CARROLLCONCORD,25,0,7,0,13,0,27,0,0,0,0,4,0,0,14,0,30,89,0,0,1,0,4,0,0,0,0,2,2,210,0,32,88,89,210
CARROLLHOLLOW ROCK,36,0,15,1,8,0,27,0,0,0,2,6,0,0,19,0,55,107,0,0,0,0,6,1,0,0,0,0,3,327,0,51,118,107,327
CARROLLHUNTINGDON,68,2,38,2,37,0,92,0,0,1,1,23,0,0,63,0,169,230,1,0,3,0,19,2,0,2,0,5,2,836,0,108,388,230,836
CARROLLLAVINIA,15,1,5,1,14,0,39,0,0,0,0,2,0,0,18,0,57,42,0,0,0,0,6,1,0,0,0,0,0,280,0,21,131,42,280
CARROLLMACEDONIA,7,1,3,1,8,0,24,0,0,0,0,2,0,0,11,0,30,27,0,0,0,0,6,0,0,0,0,0,1,146,0,11,76,27,146
CARROLLMCKENZIE,29,0,17,2,11,0,41,0,1,0,0,7,0,0,25,0,75,106,0,0,0,0,5,0,0,0,0,0,2,284,0,46,162,106,284
CARROLLMCLEMORESVILLE,38,2,11,2,15,1,29,0,0,0,0,5,0,0,16,0,75,82,0,0,2,0,8,0,0,0,0,1,3,270,0,51,143,82,270
CARROLLSENIOR CITIZENS,68,0,28,2,19,0,46,0,0,0,2,13,0,0,26,0,97,245,0,0,2,0,9,1,0,3,0,1,5,475,0,96,205,245,475
CARROLLTREZEVANT,60,0,7,0,17,0,62,0,0,0,1,4,0,0,17,0,124,138,0,0,1,0,15,1,0,0,0,1,1,466,0,67,225,138,466
CARROLLVALE,6,0,6,1,2,0,15,0,0,0,0,1,0,0,6,2,26,18,0,0,0,0,5,0,0,0,0,0,1,90,0,12,53,18,90
CARROLLWESTPORT,4,0,3,0,4,0,18,0,0,0,0,1,0,0,3,0,24,23,0,0,0,0,1,0,0,0,0,0,0,115,0,7,50,23,115
CARTERCENTRAL,51,0,47,6,38,1,142,0,0,0,3,12,0,0,120,0,220,206,1,0,2,0,21,0,0,1,0,3,10,986,0,98,542,206,986
CARTERCOURTHOUSE,49,0,24,7,42,2,125,0,0,1,2,13,0,2,115,0,223,179,1,0,3,0,19,0,0,1,0,3,10,905,0,73,532,179,905
CARTEREASTSIDE,23,0,38,4,29,0,109,0,0,0,2,8,0,1,57,0,218,146,0,0,1,0,16,1,0,1,0,4,5,712,0,61,428,146,712
CARTERELK MILLS,13,0,3,0,2,0,14,0,0,0,0,0,0,0,16,0,40,24,0,0,1,0,1,0,0,0,0,0,0,138,0,16,72,24,138
