precinct,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Etowah-LOOKOUT MTN COMM CTR,115,7,24,1214,39,0,0,32,5,83,1,127,1,0,3,9,3,85,3,351,1360,671,71
Etowah-MEADOW BROOK BAP CH,257,4,43,1170,105,0,4,46,4,81,0,157,1,1,1,71,3,216,0,339,1474,874,155
Etowah-MOUNTAINBORO VFD,88,1,9,884,29,0,2,12,5,45,1,94,0,0,2,10,1,59,1,260,982,478,43
Etowah-NEW UNION COMM CTR,86,1,21,960,27,0,0,19,2,50,0,113,0,1,0,10,0,66,0,239,1068,481,46
Etowah-NOCCALULA KIWANIS PAVIL,340,12,65,1403,129,0,1,91,3,120,1,195,0,0,0,46,5,176,0,427,1820,973,221
Etowah-NORTH GADSDEN REC CTR,487,8,15,442,212,1,1,52,1,19,2,62,0,0,0,9,0,38,0,121,952,252,266
Etowah-NORTHEAST ETOWAH COMM CTR,308,3,27,1264,135,0,4,45,1,80,1,144,1,1,5,20,2,139,1,338,1602,733,184
Etowah-OLD GADSDEN HIGH LUNCH,169,2,4,39,94,3,1,7,0,1,0,1,0,0,0,0,0,1,0,19,214,22,105
Etowah-PROVISIONAL,92,1,6,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0
Etowah-RAINBOW CITY COMM CTR,641,13,62,2778,227,0,0,106,3,219,1,379,2,0,2,89,1,364,2,734,3494,1796,333
Etowah-RAINBOW CITY FIRE DEPT #2,91,4,9,604,40,0,0,15,0,28,2,72,1,0,0,26,0,91,1,205,708,426,55
Etowah-REECE CITY TOWN HALL,48,2,12,416,23,0,0,16,1,22,0,55,0,0,2,10,0,46,0,127,478,263,39
Etowah-SARDIS COMM CTR,156,3,22,1524,44,0,0,21,2,97,1,169,1,1,0,13,0,139,1,383,1705,807,65
Etowah-SOUTHSIDE COMM CTR,512,15,94,3824,155,0,0,105,6,291,1,526,1,0,8,72,5,458,2,990,4445,2360,260
Etowah-TABERNACLE ACTIVITY CTR,84,4,2,253,34,0,0,14,1,17,0,37,0,0,0,3,0,7,0,79,343,144,48
Etowah-TILLISON BEND WATER AUTH,78,3,13,466,37,0,1,15,2,43,0,45,0,0,1,9,2,71,2,157,560,332,53
Etowah-WALLACE HALL,1252,9,40,400,673,0,0,72,1,34,0,45,0,0,0,1,0,33,0,100,1701,214,745
Etowah-WALNUT GROVE VFD,77,1,11,808,35,0,0,6,1,38,0,103,0,0,2,7,0,49,0,249,897,449,41
Etowah-WALNUT PK REC CTR,198,2,11,448,80,2,3,21,1,18,1,43,0,0,0,4,0,16,0,135,659,218,106
Etowah-WHORTON BEND FIRE STN,121,1,19,856,49,0,0,16,2,73,0,122,0,0,1,31,2,142,0,215,997,588,65
Fayette-ABSENTEE,54,1,3,179,23,0,1,4,5,9,1,7,0,0,1,1,0,14,0,26,237,64,28
Fayette-BERRY CIVIC CTR,64,3,13,571,27,0,0,16,0,41,0,112,0,0,3,8,0,38,1,215,651,418,43
Fayette-BOLEY SPRINGS CH,15,1,1,206,5,0,0,3,0,10,0,42,0,0,1,0,0,14,0,70,223,137,8
Fayette-BROWNSGLEN ALLEN COMM CT,15,1,0,187,13,0,0,3,1,7,0,20,0,0,0,0,0,8,0,78,203,114,16
Fayette-BROWNSWHITES CHAPEL CTR,51,0,2,170,24,0,0,4,0,7,0,13,0,0,2,2,0,25,0,71,223,120,28
Fayette-BYLOR VOTING CTR,39,1,1,358,9,0,0,5,1,18,0,58,0,0,2,1,2,22,0,150,399,254,14
Fayette-CLEAR CREEK VC PHIL CH,14,1,2,124,3,0,0,4,0,8,0,24,0,0,1,1,1,13,0,51,141,99,7
Fayette-COLE VT CTR KILLINGSWORTH,16,0,0,129,14,1,0,5,1,5,0,18,0,0,0,0,1,12,0,45,145,82,20
Fayette-COLENEW RIVER CH CHRIST,11,0,1,146,4,0,0,3,1,6,0,15,0,0,0,1,0,5,0,73,158,101,7
Fayette-COLLINS VT CTR VERNON,16,0,1,232,3,0,0,3,0,28,0,27,0,0,0,10,1,28,0,110,249,204,6
Fayette-ELM GROVE CH,12,0,0,87,8,0,0,0,0,4,0,18,0,0,0,2,0,2,0,29,99,55,8
Fayette-FAYETTE CIVIC CTR,323,4,25,1127,171,0,1,28,3,109,2,177,0,0,9,34,3,182,0,382,1479,901,200
Fayette-FAYETTE YOUTH CTR,291,2,12,521,153,0,2,22,4,51,1,77,1,0,5,16,0,56,0,184,826,395,177
Fayette-FAYETTECOVIN VOTING CTR,82,1,5,116,48,1,0,7,1,5,0,17,0,0,0,6,0,6,1,37,204,73,56
Fayette-FORDS VT CTR TURNER,18,0,0,96,4,0,0,1,0,4,0,16,0,0,1,0,0,5,0,41,114,67,5
Fayette-GEORGES CREEK VCPEA RIDGE,8,0,7,196,3,0,0,2,2,10,0,24,0,0,1,1,0,13,0,63,211,114,5
Fayette-GILPINLAWRENCE MILL COMM,36,0,7,346,11,0,0,5,2,39,0,49,0,0,7,12,0,35,0,139,389,283,16
Fayette-HICO VT CTR NEWTONVILLE,62,1,2,124,36,1,0,6,1,10,0,16,0,0,2,2,0,3,0,49,189,83,43
Fayette-LEEBELK COMM CTR,11,3,3,184,0,0,0,3,0,9,0,32,1,0,2,3,0,18,0,75,201,140,3
Fayette-LEEOAKRIDGE VOTING CTR,3,0,1,132,1,0,0,2,0,8,0,25,0,0,0,1,0,9,1,45,136,89,3
Fayette-PROVISIONAL,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Fayette-RIDGECONCORD CH VT CTR,19,0,3,144,16,0,1,2,0,10,0,36,0,0,0,3,0,13,0,32,166,94,19
Fayette-RUSSELL VT CTR BOBO SCH,51,4,6,553,11,0,0,7,3,34,0,91,0,0,2,8,0,55,0,235,614,428,18
Fayette-STONEWALLCANNAN COMM CTR,75,1,2,59,49,0,0,5,0,1,0,10,0,0,0,0,0,6,0,23,137,40,54
Fayette-STOUGH VOTING CTR,41,0,4,313,19,1,1,6,0,26,0,38,0,0,2,4,0,38,0,97,358,205,27
Fayette-STUDDARDS CROSSROADS,5,0,2,44,1,0,0,0,0,0,0,5,0,0,0,1,0,2,0,17,51,25,1
Fayette-SUGAR CREEK EXP STN,6,0,2,76,1,0,0,0,0,6,0,18,0,0,0,2,0,7,0,34,84,67,1
Fayette-THOMPSONKIRKLAND SCH,11,0,2,141,3,0,1,2,0,12,0,24,0,0,1,3,0,18,0,53,154,111,6
Fayette-WEBSTER VT CTR SC,9,0,2,144,0,0,0,0,0,11,1,34,0,0,2,2,0,16,0,55,155,121,0
Franklin-ABSENTEE,92,0,11,388,21,0,1,10,0,3,0,13,0,0,1,2,0,5,0,20,491,44,32
Franklin-BELGREEN FIRE PRCT 7,79,2,13,490,68,3,5,61,0,23,0,38,0,0,0,2,0,21,1,101,584,186,137
Franklin-CH MULLINS PRCT24,273,2,9,124,142,0,2,23,0,10,1,7,0,0,0,1,0,8,0,24,408,51,167
Franklin-COLLEGE AVE ELEM PRCT22,166,2,14,314,66,0,1,32,0,20,0,21,1,0,1,1,0,23,0,96,496,163,99
Franklin-CRTHOUSE ANNEX PRCT 23,103,1,9,367,55,0,0,32,1,16,1,26,0,0,2,7,0,29,0,97,480,179,87
Franklin-EAST FRANKLIN SCH PRCT 19,60,3,9,521,33,2,9,46,1,32,0,43,0,0,0,7,1,21,1,119,593,225,90
Franklin-FRANKFORT PRCT3,25,0,5,177,10,0,4,16,0,4,0,17,0,0,1,1,0,2,0,47,207,72,30
Franklin-GWENS GARAGE PRCT 12,29,0,5,178,17,0,0,17,1,12,0,11,0,0,0,1,2,16,0,38,212,81,34
Franklin-HALLTOWN PRCT 14,59,2,11,430,47,0,2,34,0,14,0,52,0,0,1,6,0,27,1,80,502,181,83
Franklin-HODGES PRCT 8,21,0,6,211,10,0,3,13,0,9,2,33,0,0,2,2,0,7,0,44,238,99,26
Franklin-JONESBORO PRCT 17,64,3,10,297,53,0,0,18,0,12,0,23,0,0,1,6,0,21,0,72,374,135,71
Franklin-LAWLERS PRCT 15,55,2,2,331,39,0,0,30,0,10,0,40,0,0,0,1,0,17,0,86,390,154,69
Franklin-MT STN HILLS PRCT 11,38,5,4,235,21,0,0,19,0,9,0,31,0,0,0,1,0,19,0,64,282,124,40
Franklin-NEWBURG PRCT 20,76,0,2,96,50,0,0,7,0,3,0,14,0,0,0,1,0,8,0,22,174,48,57
Franklin-PHIL CAMPBELL PRCT 9,110,7,12,684,64,1,3,43,0,29,0,58,0,0,0,3,0,40,0,177,813,307,111
Franklin-PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin-RED BAY PRCT 5,161,4,22,1175,95,4,2,79,3,41,1,116,0,0,3,10,2,58,1,238,1362,473,180
Franklin-ROCKWOOD PRCT 10,80,1,12,383,33,0,0,29,0,10,0,28,0,0,1,2,1,22,0,87,476,151,62
Franklin-RUSSELLVILLE ELEC PCT25,173,7,20,412,83,1,1,33,1,23,1,49,0,0,1,11,1,35,0,100,612,222,118
Franklin-RUSSELLVILLE HIGH PRCT21,187,2,20,799,112,2,2,42,1,53,0,100,0,0,2,18,1,93,0,202,1008,470,158
Franklin-SPRUCE PINE PRCT 18,85,1,16,443,65,2,5,49,1,14,0,56,1,0,1,6,0,16,0,107,545,202,121
Franklin-THARPTOWN PRCT 13,79,1,6,288,55,1,0,23,0,5,0,25,0,0,1,7,0,28,0,75,374,141,79
Franklin-UNION COMM PRCT 1,24,2,7,393,18,1,3,31,0,11,0,28,0,0,0,2,0,17,0,91,426,149,53
Franklin-VFD PLEASANT SITE PRCT 4,24,0,0,135,19,0,0,14,1,2,0,6,0,0,0,5,0,6,0,30,159,50,33
Franklin-VINA FIRE DEPT PRCT 6,63,4,9,409,36,0,0,34,4,14,0,36,0,0,0,2,0,14,0,89,485,159,70
Franklin-WACO CH CHRIST PCT16,71,3,4,186,21,0,0,32,0,9,0,21,0,0,2,2,0,9,0,49,264,92,53
Geneva-ABSENTEE,55,1,6,315,6,0,1,4,1,2,0,7,0,0,0,1,0,9,0,26,377,46,11
Geneva-BELLWOOD COMM CTR,77,1,5,156,38,0,0,5,1,9,1,20,0,0,0,1,1,14,0,62,239,109,43
Geneva-BLACK COMM CTR,14,1,3,213,6,0,1,2,2,18,0,38,0,0,0,4,0,16,0,60,231,138,9
Geneva-CHANCELLOR COMM CTR,19,0,4,351,9,0,0,2,0,16,0,51,1,0,3,6,0,39,0,108,374,224,11
Geneva-COFFEE SPRINGS,29,1,5,296,4,0,0,4,1,15,1,44,0,0,1,7,1,24,1,87,331,182,8
Geneva-DEVCO COMM CTR,57,1,8,420,17,0,0,7,0,18,0,44,0,0,0,2,0,23,0,146,486,233,24
Geneva-FADETTE,37,0,5,621,9,0,0,11,4,28,1,85,0,0,0,11,0,62,1,187,663,379,20
Geneva-FLAT CREEK COMM CTR,18,0,1,192,5,0,0,4,0,8,0,21,1,0,0,1,1,16,0,69,211,117,9
Geneva-GENEVA CITY HALL,49,1,4,87,21,0,0,2,0,5,0,11,0,0,0,4,0,8,1,25,141,54,23
Geneva-GENEVA COMM CTR,153,3,13,423,56,1,0,10,4,28,1,46,0,0,4,11,0,47,0,141,592,282,67
Geneva-GENEVA COUNTY CRTHOUSE,54,1,6,393,16,0,0,6,1,38,0,56,0,0,1,10,0,43,0,129,454,278,22
Geneva-GENEVA FARM CTR,30,1,6,344,11,0,0,7,1,26,0,61,0,0,1,6,0,33,0,114,381,242,18
Geneva-GENEVA NATIONAL GUARD,43,0,4,219,17,0,0,7,0,13,0,33,1,0,0,2,1,32,0,77,266,159,24
Geneva-GILMORE VOTING HS,8,1,2,210,0,0,0,0,1,8,0,36,0,1,1,1,1,17,1,83,221,150,0
Geneva-HACODA COMM CTR,5,0,0,109,2,0,0,0,2,16,0,21,0,0,1,1,0,7,0,33,114,81,2
Geneva-HUGHES COMM CTR,299,6,24,1768,107,0,2,33,12,138,1,354,2,0,2,29,4,172,0,475,2097,1189,142
Geneva-HUGHES VOTING HS,22,0,3,336,6,0,0,3,0,33,0,74,0,0,2,4,1,25,1,88,361,228,9
Geneva-LOWERY VOTING HS,8,0,3,162,1,0,0,3,0,4,0,14,0,0,1,4,0,19,2,57,173,101,4
Geneva-LYTLE,34,0,4,278,7,0,0,4,2,12,1,50,0,0,4,3,2,16,0,113,316,203,11
Geneva-MALVERN COMM,69,0,16,846,19,0,2,10,1,39,1,125,0,0,4,8,1,4,0,256,931,439,31
Geneva-PINEY GROVE,8,1,0,194,2,0,0,1,0,5,0,24,0,0,0,2,0,13,0,87,203,131,3
Geneva-PROVISIONAL,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
Geneva-REVELS STORE,13,2,2,208,5,0,0,1,0,7,1,28,0,0,2,6,0,16,0,67,225,127,6
Geneva-SAMSON COMM CTR,21,0,2,434,9,0,1,2,2,16,0,79,0,0,1,8,2,41,0,170,457,319,12
Geneva-SAMSON MASONIC,124,0,6,365,51,0,0,5,2,17,0,54,0,0,3,7,0,29,0,149,495,261,56
Geneva-SLOCOMB NATIONAL GUARD,263,2,9,833,110,0,1,24,4,51,1,118,0,1,4,6,0,80,0,248,1107,513,135
Geneva-TATE SCH,16,0,8,196,10,0,0,0,1,22,0,23,0,0,0,1,0,24,0,49,220,120,10
Greene-ABSENTEE,226,0,2,21,206,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,249,2,208
Greene-BROWN MORROW BRANCH HGTS,434,0,0,24,251,1,0,7,0,0,0,2,0,0,0,0,0,2,0,4,458,8,259
Greene-CLINTON COMM CTR,195,1,0,60,117,0,0,13,1,1,0,7,0,0,0,1,0,3,0,13,256,26,130
Greene-EUTAW ACTIVITY CTR,461,1,3,16,300,0,0,11,0,0,0,2,0,0,0,0,0,0,0,1,481,3,311
Greene-FORKLAND CITY HALL,556,1,3,164,392,1,5,45,0,1,0,1,0,0,1,3,0,5,0,22,724,33,443
Greene-GREENE COUNTY CRTHOUSE,171,0,0,24,122,2,0,10,0,0,0,3,0,0,0,0,0,0,0,4,195,7,134
Greene-KNOXVILLE FIRE DEPT,148,0,0,35,90,0,1,9,0,1,0,0,0,0,0,0,0,1,0,7,183,9,100
Greene-MANTUA FIRE DEPT,179,0,0,23,131,1,1,9,0,0,0,0,0,0,0,0,0,0,0,7,202,7,142
Greene-MT HEBRON PRESCHOOL,247,0,0,12,185,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,259,1,191
Greene-NATIONAL GUARD ARMORY,557,1,3,293,350,3,7,64,1,8,0,11,0,0,0,3,0,18,1,48,854,90,424
Greene-PROVISIONAL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Greene-SOUTH FORK RESTAURANT,61,0,0,6,43,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,67,4,45
Greene-TISHABEE COMM CTR,226,0,0,15,151,1,0,8,0,0,0,2,0,0,0,0,0,0,0,2,241,4,160
Hale-ABSENTEE,262,1,5,92,111,0,0,9,0,1,0,1,0,0,0,0,0,1,0,4,360,7,120
Hale-AKRON CITY HALL,272,1,4,182,178,0,0,13,2,8,0,34,0,1,0,3,0,11,0,50,459,109,191
Hale-BUCKSNORT,51,0,0,101,30,1,0,24,0,2,0,11,0,0,1,0,0,2,0,27,152,43,55
Hale-GALLION VFD,156,0,4,147,117,1,1,15,0,8,0,9,0,0,0,2,0,7,0,47,307,73,134
Hale-GREENSBORO ARMORY,1936,1,15,691,665,2,0,93,0,5,1,19,0,0,1,4,0,17,0,50,2643,97,760
Hale-HAVANA,102,0,1,111,64,0,0,17,0,1,0,16,0,0,0,1,0,13,0,22,214,53,81
Hale-MOUNDVILLE CITY HALL,547,6,11,986,298,0,1,87,0,40,1,129,1,0,0,6,0,54,0,220,1550,451,386
Hale-MT HERMAN,93,0,3,127,57,0,3,30,0,1,0,11,0,0,0,0,0,2,0,8,223,22,90
Hale-NEWBERNOLD BANK BLDG,219,1,4,135,162,2,0,45,0,2,0,7,0,0,0,1,0,2,0,18,359,30,209
Hale-PHIPPS WORK CTR,3,0,0,23,2,0,0,1,0,0,0,3,0,0,0,1,0,1,0,10,26,15,3
Hale-PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hale-SAWYERVILLE HEAD STN SCH,647,1,3,106,429,0,2,32,0,3,0,7,0,0,0,0,0,4,0,20,757,34,463
Hale-STEWART,79,0,4,189,46,0,1,16,0,7,0,21,0,0,1,1,0,14,0,46,272,90,63
Hale-VLY,33,0,0,120,24,1,0,24,0,7,0,10,0,0,0,0,0,1,0,32,153,50,49
Henry-ABBEVILLE VOTING CTR,578,4,13,649,250,0,2,40,3,49,1,99,0,0,1,11,1,76,1,240,1244,482,292
Henry-ABSENTEE,153,0,6,260,54,0,0,5,3,5,0,3,1,0,0,3,0,9,0,29,419,53,59
Henry-CAPPS POST ,153,2,3,224,93,0,0,10,0,22,1,37,0,0,0,3,0,19,0,64,382,146,103
Henry-DOUGLAS CROSSROADS,23,1,0,331,8,0,0,6,1,28,0,51,0,0,0,6,1,15,0,99,355,201,14
Henry-EDWIN VOTING CTR,80,0,0,119,59,0,0,1,0,12,0,26,0,0,2,0,0,5,0,33,199,78,60
Henry-HALEBURG CITY HALL,44,0,3,204,25,0,0,5,0,11,0,30,0,0,2,4,0,13,0,76,251,136,30
Henry-HEADLAND VOTING CTR,496,5,30,1833,253,1,2,39,2,183,3,332,0,0,3,39,1,236,0,593,2364,1392,295
Henry-JUDSON COMM,152,0,11,644,80,0,0,11,4,21,1,63,0,0,1,14,0,62,2,220,807,388,91
Henry-LAWRENCEVILLE HS,105,0,1,139,55,0,1,13,1,13,0,11,0,0,0,0,0,7,0,51,245,83,69
Henry-NEWVILLE VOTING HS,259,2,9,416,166,2,0,19,4,29,0,65,0,0,2,4,0,32,0,130,686,266,187
Henry-PROVISIONAL,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Henry-SHORTERVILLE HS,99,2,1,97,63,0,0,1,0,15,0,16,0,0,0,5,1,12,0,19,199,68,64
Henry-TUMBLETON VOTING HS,27,1,6,356,11,0,0,2,2,27,0,77,0,0,0,13,0,27,0,92,390,238,13
Henry-UNION VOTING HS,62,0,3,179,27,0,0,5,0,12,0,18,0,0,0,3,0,20,0,70,244,123,32
Henry-WILLS CROSS RD VT,57,0,5,177,26,0,0,6,1,9,0,19,0,0,0,2,0,12,0,62,239,105,32
Houston-ABSENTEE,447,4,40,1475,27,0,1,14,12,18,1,64,0,0,2,14,1,58,1,92,1966,263,42
Houston-ANDREW BELLE COMM CTR,388,2,10,298,118,0,0,19,1,33,0,52,1,0,1,4,0,27,0,78,698,197,137
Houston-ASHFORD DEPOT,318,2,16,1080,110,0,1,16,6,91,3,142,0,0,7,17,1,96,2,329,1416,694,127
Houston-BAY SPRINGS VFD,105,2,5,675,30,0,0,11,1,53,0,116,0,0,1,11,2,89,0,181,787,454,41
Houston-COTTONWOOD CITY HALL,198,1,15,957,37,0,0,11,6,71,0,132,4,2,1,16,0,83,0,334,1171,649,48
Houston-COWARTS TOWN HALL,171,3,22,1061,63,0,0,16,3,78,1,127,1,0,4,16,0,102,2,348,1257,682,79
Houston-DOTHAN 1ST ASSEM CLC,532,8,86,2589,113,0,0,62,8,190,2,409,0,0,4,123,3,462,0,623,3215,1824,175
Houston-DOUG TEW COMM CTR,741,17,80,1711,200,0,1,71,11,173,3,250,2,0,9,85,1,225,0,449,2549,1208,272
Houston-ENTERPRISE CH,45,1,5,470,14,0,0,4,3,52,1,86,0,0,1,7,0,47,0,148,521,345,18
Houston-FARM CTR,668,6,48,1880,223,0,0,51,9,137,0,325,2,0,5,47,8,213,0,494,2602,1240,274
Houston-GORDON CITY HALL,154,1,6,93,54,0,0,9,1,6,0,10,0,0,0,0,0,8,0,24,254,49,63
Houston-HODGESVILLE VFD,110,6,14,1119,39,0,0,18,5,80,1,179,0,0,6,12,1,106,1,329,1249,720,57
Houston-KINSEY VFD,291,3,8,451,103,1,0,17,3,43,2,72,0,0,0,9,0,50,0,133,753,312,121
Houston-LIBRARY,957,14,58,1693,259,0,1,73,5,129,0,250,1,1,2,97,1,295,0,448,2722,1229,333
Houston-LOVETOWN FIRE STN,19,2,4,320,7,0,0,5,2,17,0,43,0,0,1,5,3,23,1,107,345,202,12
Houston-MADRID SR CTR,91,1,9,532,30,0,0,10,1,25,0,74,0,0,1,2,0,38,1,204,633,346,40
Houston-PANSEY VFD,32,0,7,388,6,0,0,3,4,26,0,37,0,0,2,4,0,43,0,143,427,259,9
Houston-PROVISIONAL,104,0,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0
Houston-REHOBETH MUNICIPAL CPLX,76,2,13,1307,12,0,2,9,2,109,2,224,0,0,4,15,0,148,0,374,1398,878,23
Houston-ROSSIE PURCELL PUBLIC LIBRARY,123,1,5,625,38,0,0,11,5,46,2,81,0,0,2,12,1,63,0,221,754,433,49
Houston-ST JOHNS PK,122,1,1,198,43,0,0,5,0,8,0,38,0,0,1,2,1,13,0,50,322,113,48
Houston-TAYLOR CITY HALL,185,8,32,1326,30,0,0,29,5,102,2,190,0,1,7,29,1,112,1,353,1551,803,59
Houston-VAUGHN BLUMBERG CTR,691,10,46,1395,199,0,0,44,2,126,2,217,0,0,1,46,2,170,0,357,2142,923,243
Houston-WALTON PK,1405,3,7,96,547,0,0,29,2,25,0,17,0,1,0,8,0,17,0,28,1511,98,576
Houston-WATER AND ELECTRIC CPLX,596,12,82,3241,161,1,0,72,9,255,4,540,1,1,6,105,0,439,2,828,3931,2190,234
Houston-WEBB CITY HALL,134,1,8,590,53,0,0,9,2,44,0,77,0,0,6,7,0,34,0,184,733,354,62
Houston-WESTGATE PK,473,19,83,2681,99,0,0,59,20,221,2,458,3,0,7,120,9,490,0,680,3256,2010,158
Houston-WICKSBURG VFD,83,1,24,1162,22,0,0,20,0,83,1,194,0,1,1,13,3,106,1,279,1270,682,42
Houston-WIREGRASS PK,1405,13,42,1176,407,1,0,83,10,69,2,154,1,0,7,10,1,126,0,353,2636,733,491
Jackson-ABSENTEE,172,4,21,568,13,0,0,9,3,12,0,22,0,0,1,9,0,28,0,64,765,139,22
Jackson-ASPEL JACKSON WATERWORKS,32,0,2,154,10,0,0,1,0,4,0,16,0,0,1,7,0,20,0,58,188,106,11
Jackson-BISHOP HALLS STORE,14,0,4,41,8,0,0,4,0,1,0,8,0,0,0,0,0,3,0,21,59,33,12
Jackson-BRIDGEPORT COMM CTR,303,1,32,978,84,0,2,19,2,47,0,103,0,0,2,18,0,79,1,304,1314,556,105
Jackson-BRYANT COMM BLDG,77,3,14,746,21,1,0,14,4,45,0,77,0,0,2,5,1,57,0,199,840,390,36
Jackson-CHRISTIAN HOME,38,0,2,212,12,0,0,5,1,6,0,28,0,0,0,0,1,23,0,66,252,125,17
Jackson-CROW FIRE HALL,16,0,1,138,8,0,0,2,0,10,0,16,0,0,3,3,0,13,0,38,155,83,10
Jackson-DEANS CHAPEL COMM,53,2,4,256,18,1,0,8,0,27,0,32,0,0,0,4,0,30,0,73,315,166,27
Jackson-DUTTON CITY HALL,167,3,18,809,55,0,1,21,1,58,3,88,0,0,1,22,1,90,1,288,997,553,77
Jackson-ESTILL FORK PRINCES STORE,6,0,1,77,5,0,0,2,0,7,0,12,0,0,3,1,0,2,1,30,84,56,7
Jackson-FACKLER FIRE HALL,66,2,7,304,23,0,1,10,2,22,0,39,0,0,2,4,0,43,1,95,379,208,34
Jackson-FLAT ROCK RURITAN BLDG,43,3,6,371,12,0,0,6,0,36,2,25,0,0,2,3,0,29,0,124,423,221,18
Jackson-GARTH BAP CH,17,0,1,99,7,0,0,2,0,3,0,5,0,0,0,3,1,7,0,36,117,55,9
Jackson-HAMBRICK COMM,1,0,0,17,1,0,0,1,0,2,0,7,0,0,0,0,0,1,0,5,18,15,2
Jackson-HIGDON NORTH SAND MT SCH,102,2,5,590,37,0,0,12,0,32,0,60,1,0,3,4,0,41,0,160,699,301,49
Jackson-HOLLY SPRINGS BAP CH,9,1,1,78,2,0,0,2,1,3,0,12,0,0,0,0,0,10,0,25,89,51,4
Jackson-HOLLYTREE GRO,22,2,1,78,8,0,0,4,0,5,0,11,0,0,0,0,0,9,0,26,103,51,12
Jackson-HOLLYWOOD CITY HALL,183,1,11,528,87,0,0,19,1,32,0,69,1,0,1,4,1,46,0,168,723,323,106
Jackson-HYTOP TOWN HALL,20,0,6,142,7,0,0,1,0,5,0,13,0,0,0,4,0,21,0,50,168,93,8
Jackson-LANGSTON CITY HALL,21,1,4,108,11,0,0,0,0,14,0,9,0,0,0,4,0,16,0,36,134,79,11
Jackson-LARKINSVILLE STOCK BARN,32,2,6,337,14,0,1,8,0,26,0,34,0,0,0,5,0,25,0,119,377,209,23
Jackson-LETCHER CH GOD,17,1,3,166,9,0,0,3,0,8,0,30,0,0,2,3,1,19,1,62,187,126,12
Jackson-LIMROCK FIRE HALL,30,0,2,122,10,0,0,8,1,6,0,4,1,0,0,5,0,8,1,57,154,83,18
Jackson-LONG ISLAND COMM CTR,7,0,0,61,2,0,0,1,0,6,0,5,0,0,0,0,0,11,0,26,68,48,3
Jackson-MACEDONIA SCH,75,5,11,558,31,0,0,10,0,63,2,51,0,0,0,12,1,53,1,212,649,395,41
Jackson-MINKCREEK NEWHOPE METH,29,1,9,173,12,0,0,6,0,10,0,20,0,0,1,11,0,21,0,56,212,119,18
Jackson-PAINT ROCK SR CITIZEN CTR,26,0,7,172,10,0,0,9,0,21,0,17,0,0,0,2,0,13,0,70,205,123,19
Jackson-PISGAH CITY HALL,179,10,35,701,48,0,0,28,2,65,2,102,0,0,2,6,2,111,1,210,925,503,76
Jackson-PLEASANT GROVES COMM CTR,5,0,2,106,3,0,0,2,0,16,0,8,0,0,0,2,0,18,0,42,113,86,5
Jackson-PRINCETON FIRE HALL,9,0,1,54,6,0,0,4,0,2,0,6,0,0,0,0,0,2,0,32,64,42,10
Jackson-PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson-ROSALIE COMM CTR,131,3,20,475,53,0,3,27,3,42,0,37,0,0,2,4,0,65,0,131,629,284,83
Jackson-SCOTTSBORO RECCOM BLDG,1061,32,107,4275,493,1,1,193,10,381,4,496,0,0,9,111,2,609,1,1416,5475,3039,688
Jackson-SECTION NEW CITY HALL,134,4,12,633,51,0,0,23,0,44,1,60,1,0,2,10,0,59,1,243,783,421,74
Jackson-SKYLINE CITY HALL,68,2,8,644,19,1,0,12,5,34,0,74,0,0,3,10,1,71,0,239,722,437,32
Jackson-STEVENSON CITY PK,379,2,20,1093,103,0,0,15,4,53,0,120,0,0,5,28,2,104,2,366,1494,684,118
Jackson-TRENTON FIRE HALL,8,0,0,60,4,0,0,4,0,6,0,4,0,0,0,0,0,6,0,24,68,40,8
Jackson-TUPELO/PIKEVILLE STORE,26,1,0,223,8,0,0,1,0,11,0,40,0,0,1,4,0,34,0,73,250,163,9
Jackson-WOODVILLE BOB JONES COMM,85,2,5,496,22,0,0,14,0,20,0,31,0,0,0,2,0,50,0,219,588,322,36
