precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_RUBIO,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
46HATBOROSOUTH2,108,1,97,1,5,41,46,1,94,1,405,11,20,298,206,188,405,298
46HATFIELD,165,2,190,1,1,74,67,5,157,1,822,9,48,515,357,305,822,515
46HATFIELD11,76,0,79,0,1,26,27,1,83,3,367,4,22,270,155,138,367,270
46HATFIELD12,151,1,100,3,2,60,61,1,202,4,648,2,25,552,252,329,648,552
46HATFIELD21,59,0,67,0,0,45,36,0,66,4,276,10,16,254,126,147,276,254
46HATFIELD22,56,2,49,0,1,31,19,3,91,1,187,6,8,231,107,145,187,231
46HATFIELD31,95,0,109,2,4,72,39,3,133,4,596,13,38,494,204,253,596,494
46HATFIELD32,147,4,115,0,2,76,96,2,170,4,609,6,45,588,266,346,609,588
46HATFIELD41,95,0,98,1,1,36,34,3,76,2,485,5,22,302,193,151,485,302
46HATFIELD42,100,0,87,2,0,57,61,2,142,0,379,8,29,439,187,264,379,439
46HATFIELD51,125,0,70,2,3,84,69,3,121,3,390,7,21,415,195,282,390,415
46HATFIELD52A(CONG13),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
46HATFIELD52B(CONG8),104,0,108,2,3,36,44,3,88,2,503,16,32,319,212,176,503,319
46HORSHAM11,56,0,54,0,1,22,23,1,68,3,264,8,17,198,110,115,264,198
46HORSHAM12,102,1,101,0,7,53,78,2,149,3,385,10,25,413,204,289,385,413
46HORSHAM13,108,0,53,2,2,44,69,1,117,0,381,4,8,375,161,235,381,375
46HORSHAM14,70,3,71,0,3,60,65,3,165,2,304,4,11,418,144,296,304,418
46HORSHAM15,124,0,162,2,3,49,41,0,125,6,590,18,41,424,286,220,590,424
46HORSHAM21,73,1,37,0,1,27,69,5,152,2,279,9,16,390,111,254,279,390
46HORSHAM22A(CONG7),156,2,151,3,2,66,111,4,168,3,680,5,36,509,309,354,680,509
46HORSHAM22B(CONG13),1,0,2,0,0,1,0,0,13,0,10,1,3,17,3,14,10,17
46HORSHAM23,76,0,36,1,0,28,78,1,85,3,296,4,6,287,112,193,296,287
46HORSHAM24,104,0,81,3,3,62,108,7,163,3,439,4,34,455,185,346,439,455
46HORSHAM31,120,2,148,0,3,47,34,1,109,4,496,10,38,354,270,194,496,354
46HORSHAM32,117,1,101,2,0,31,72,4,88,2,465,6,21,289,219,197,465,289
46HORSHAM33,148,2,88,2,2,58,116,5,152,2,531,3,21,427,238,335,531,427
46HORSHAM34,100,0,77,1,1,40,39,1,78,3,378,6,24,300,177,160,378,300
46HORSHAM35,83,1,87,1,3,42,33,2,79,2,327,13,22,279,171,160,327,279
46HORSHAM41,131,0,62,3,0,51,100,2,143,3,444,4,18,400,193,299,444,400
46HORSHAM42,83,1,45,3,1,38,66,0,96,2,356,2,23,288,129,204,356,288
46HORSHAM43,49,0,30,0,1,30,53,1,71,0,244,4,16,197,79,156,244,197
46HORSHAM44,135,0,92,1,3,32,32,0,68,2,520,10,23,254,227,136,520,254
46JENKINTOWN1,189,0,116,3,1,31,37,0,53,1,514,9,20,171,305,125,514,171
46JENKINTOWN2,247,1,106,0,1,21,35,0,21,2,537,7,11,110,354,78,537,110
46JENKINTOWN3,155,2,147,0,1,20,31,1,35,4,450,5,7,129,304,88,450,129
46JENKINTOWN4,154,3,184,0,1,20,52,2,49,2,551,8,16,153,341,124,551,153
46LANSDALE11,106,1,158,0,2,37,20,2,73,5,539,14,36,239,265,134,539,239
46LANSDALE12,96,3,143,0,4,41,44,3,62,1,602,13,35,312,242,154,602,312
46LANSDALE13,81,0,95,3,4,25,36,2,62,2,333,5,21,203,176,132,333,203
46LANSDALE21,94,1,113,0,1,39,36,3,74,5,439,11,24,240,208,153,439,240
46LANSDALE22,153,1,132,3,4,68,52,4,116,3,570,12,23,406,286,247,570,406
46LANSDALE23,153,1,117,1,1,45,50,4,87,3,527,13,15,324,271,188,527,324
46LANSDALE31,92,1,87,0,0,17,11,1,32,2,447,4,11,159,180,61,447,159
46LANSDALE32,111,0,128,1,0,43,30,3,117,3,545,15,25,348,239,194,545,348
46LANSDALE33,192,0,200,2,1,69,93,4,141,6,695,16,50,412,392,310,695,412
46LIMERICK1,207,2,181,1,3,109,130,8,295,7,838,11,46,959,390,546,838,959
46LIMERICK2,155,3,113,1,1,74,76,6,246,8,663,14,46,683,271,404,663,683
46LIMERICK3,224,2,192,3,3,114,129,4,335,9,884,15,60,1001,418,588,884,1001
46LIMERICK4,220,2,174,2,1,93,87,5,219,4,827,24,43,700,396,407,827,700
46LIMERICK5,143,0,132,0,8,129,115,7,312,3,648,10,37,945,275,571,648,945
46LIMERICK6,219,6,140,0,4,80,111,4,262,8,795,14,63,783,365,461,795,783
46LOWERFREDERICK1,120,0,134,2,2,79,48,3,148,3,518,12,37,437,254,282,518,437
46LOWERFREDERICK2,129,2,185,5,1,128,102,5,291,6,601,12,63,840,316,532,601,840
46LOWERGWYNEDD11,314,1,142,6,4,59,135,1,111,5,875,15,20,400,457,316,875,400
46LOWERGWYNEDD12,130,0,61,3,0,49,126,3,132,2,519,3,21,426,191,313,519,426
46LOWERGWYNEDD13,209,1,81,0,0,57,167,0,143,2,743,6,22,506,291,367,743,506
46LOWERGWYNEDD14,239,1,84,1,1,41,113,2,154,1,658,4,13,379,324,312,658,379
46LOWERGWYNEDD21,249,0,134,3,4,66,257,5,225,2,860,9,34,657,383,560,860,657
46LOWERGWYNEDD22,233,1,120,2,2,57,94,5,158,2,688,16,31,398,354,318,688,398
46LOWERMERION101,150,0,67,1,1,14,128,2,59,2,484,2,22,210,217,205,484,210
46LOWERMERION102,191,1,245,0,0,17,146,2,60,1,1061,6,25,189,437,225,1061,189
46LOWERMERION103,189,0,129,0,0,14,46,1,56,3,600,5,26,188,318,117,600,188
46LOWERMERION11,246,0,125,0,0,22,62,2,53,1,658,7,10,172,371,139,658,172
46LOWERMERION111,199,0,36,1,1,30,136,7,78,2,495,3,15,227,235,253,495,227
46LOWERMERION112,69,0,35,1,0,6,22,0,26,0,213,5,7,74,104,55,213,74
46LOWERMERION113,227,0,79,1,0,32,150,0,93,2,653,1,11,317,306,276,653,317
46LOWERMERION12,394,0,139,3,1,29,121,1,85,0,973,4,22,259,533,240,973,259
46LOWERMERION121,320,0,120,1,0,17,48,1,21,1,701,4,14,106,440,88,701,106
46LOWERMERION122,268,0,146,0,1,23,39,3,34,1,631,5,17,128,414,100,631,128
46LOWERMERION123,243,2,102,0,0,40,70,1,41,2,671,5,12,283,347,152,671,283
46LOWERMERION13,132,1,45,1,0,29,100,4,100,1,442,2,16,254,178,234,442,254
46LOWERMERION131,277,0,132,2,0,34,62,0,36,0,699,7,13,167,409,134,699,167
46LOWERMERION132,375,2,126,0,1,21,68,0,40,1,847,5,6,163,503,130,847,163
46LOWERMERION133,281,3,89,0,0,26,46,0,29,0,614,2,12,171,373,101,614,171
46LOWERMERION141,242,1,121,1,0,24,47,0,39,0,615,10,10,162,364,111,615,162
46LOWERMERION142,301,1,95,1,0,12,44,2,38,2,703,1,8,127,397,97,703,127
46LOWERMERION143,301,0,163,2,0,24,50,1,39,3,745,14,11,157,464,116,745,157
46LOWERMERION21,229,0,82,5,2,42,145,2,107,0,704,6,28,337,311,303,704,337
46LOWERMERION22A(CONG2),111,0,37,2,0,22,85,2,78,1,434,3,14,264,148,189,434,264
46LOWERMERION23,306,1,117,0,0,18,42,0,86,0,741,5,8,194,424,146,741,194
46LOWERMERION31,261,0,73,0,1,6,25,1,41,0,551,2,4,79,334,74,551,79
46LOWERMERION32,335,0,121,3,2,20,79,2,88,0,872,4,16,247,456,194,872,247
46LOWERMERION33,102,1,88,0,1,26,56,6,111,1,431,8,18,294,191,200,431,294
46LOWERMERION41,176,0,132,0,2,9,16,2,16,0,565,3,14,59,308,45,565,59
46LOWERMERION42,242,0,217,1,0,19,34,0,25,2,837,4,16,117,459,79,837,117
46LOWERMERION43,182,0,131,0,0,15,58,1,56,1,609,8,23,171,313,130,609,171
46LOWERMERION51,230,0,62,1,1,11,53,0,47,0,503,8,11,107,292,113,503,107
46LOWERMERION52,267,1,125,2,0,10,63,0,51,0,692,7,18,139,393,126,692,139
46LOWERMERION53,321,0,132,1,1,24,103,1,96,1,894,7,34,267,453,226,894,267
46LOWERMERION61,165,0,78,2,1,19,101,0,84,0,524,7,24,237,243,207,524,237
46LOWERMERION62,177,1,69,2,0,35,126,3,81,1,586,5,29,267,247,247,586,267
46LOWERMERION63,207,0,48,0,0,17,100,0,81,2,598,2,20,270,255,198,598,270
46LOWERMERION71,331,0,115,1,0,13,43,2,41,1,757,4,4,166,446,100,757,166
46LOWERMERION72,261,0,162,2,0,15,50,1,51,0,681,5,20,139,423,119,681,139
46LOWERMERION73,284,0,102,1,1,18,49,1,54,2,693,3,12,170,386,124,693,170
46LOWERMERION81,185,1,76,0,0,17,34,0,32,0,418,1,17,97,262,83,418,97
46LOWERMERION82,153,0,96,1,0,18,51,1,51,4,466,3,18,142,249,122,466,142
46LOWERMERION83,307,0,100,1,0,21,60,0,43,0,681,6,14,128,407,125,681,128
46LOWERMERION84,193,2,152,1,0,24,51,0,34,1,616,7,13,134,347,110,616,134
46LOWERMERION91,234,1,159,0,1,43,33,2,26,2,632,7,15,162,394,105,632,162
46LOWERMERION92,375,2,141,0,0,11,57,1,41,1,822,3,9,147,518,110,822,147
46LOWERMERION93,345,3,112,1,0,14,69,3,66,0,794,6,10,153,460,153,794,153
46LOWERMORELAND1,228,0,128,0,2,39,113,1,192,7,638,9,32,551,356,347,638,551
46LOWERMORELAND2,135,1,107,2,0,52,123,5,174,4,487,7,37,547,243,356,487,547
46LOWERMORELAND3,182,0,143,1,1,77,102,3,184,3,701,8,43,653,325,368,701,653
46LOWERMORELAND41,79,3,64,0,2,36,58,0,129,2,278,6,12,361,146,225,278,361
46LOWERMORELAND42,136,1,62,1,1,51,69,0,121,0,376,4,9,408,199,243,376,408
46LOWERMORELAND5,181,0,126,2,0,84,93,2,194,2,620,13,30,611,307,375,620,611
46LOWERMORELAND6,234,1,114,1,1,30,68,2,161,1,673,5,17,430,349,263,673,430
46LOWERPOTTSGROVE1,133,0,113,2,5,52,76,4,213,0,412,14,35,572,246,352,412,572
46LOWERPOTTSGROVE2,238,0,211,4,6,158,100,8,302,4,914,18,42,947,449,578,914,947
46LOWERPOTTSGROVE3,141,1,147,0,2,66,93,3,195,8,585,14,41,632,289,359,585,632
46LOWERPOTTSGROVE4,200,2,147,3,2,69,65,4,217,12,723,9,43,641,349,360,723,641
46LOWERPROVIDENCE11,220,1,161,1,5,108,121,8,242,4,908,12,54,707,382,485,908,707
46LOWERPROVIDENCE12,192,1,148,5,1,77,144,3,258,3,784,21,30,694,341,488,784,694
46LOWERPROVIDENCE21,127,1,120,1,2,62,76,3,130,2,499,7,38,397,248,274,499,397
46LOWERPROVIDENCE22,159,1,146,2,4,55,95,2,169,3,639,15,37,512,306,327,639,512
46LOWERPROVIDENCE23,184,0,124,1,1,69,111,3,225,1,708,16,41,683,308,410,708,683
46LOWERPROVIDENCE24,120,1,138,3,3,38,72,2,158,5,564,10,23,453,259,276,564,453
46LOWERPROVIDENCE31,100,2,75,1,3,31,45,3,96,5,395,4,22,227,177,179,395,227
46LOWERPROVIDENCE32,118,3,101,1,0,51,87,4,154,3,443,8,32,411,222,297,443,411
46LOWERPROVIDENCE33,263,0,184,1,4,92,221,3,263,5,1037,19,63,772,447,584,1037,772
46LOWERPROVIDENCE34,245,1,82,6,3,85,211,10,205,3,695,7,17,593,328,520,695,593
46LOWERSALFORD1,132,1,120,1,2,139,120,3,231,7,664,7,46,771,253,496,664,771
46LOWERSALFORD2,122,0,115,5,3,94,92,2,164,5,516,14,40,553,237,360,516,553
46LOWERSALFORD3,149,0,139,2,2,111,114,4,172,2,660,19,45,637,288,405,660,637
46LOWERSALFORD4,149,2,126,2,3,110,110,7,167,1,550,7,37,604,277,399,550,604
46LOWERSALFORD5,178,0,104,7,7,152,136,4,328,1,755,7,44,941,282,634,755,941
46LOWERSALFORD6,205,1,120,3,3,107,113,5,227,7,743,11,41,702,326,458,743,702
46MARLBOROUGH,160,1,197,2,9,138,86,3,386,8,668,11,52,1136,358,624,668,1136
46MONTGOMERY1,112,1,113,1,1,70,77,1,160,5,527,9,27,442,226,310,527,442
46MONTGOMERY2,209,0,141,4,1,71,106,4,182,2,813,12,46,615,350,368,813,615
46MONTGOMERY3,328,2,202,2,5,87,124,6,261,3,1335,10,32,873,532,485,1335,873
46MONTGOMERY4,190,4,80,1,3,57,75,3,203,5,492,0,13,482,274,342,492,482
46MONTGOMERY5,170,0,144,0,3,84,121,4,134,7,811,8,35,547,314,346,811,547
46MONTGOMERY6,204,0,161,1,4,79,157,6,168,8,832,7,48,638,365,415,832,638
46MONTGOMERY7,391,1,186,4,1,101,235,5,317,6,1469,17,55,1074,578,663,1469,1074
46MONTGOMERY8,445,3,258,3,0,111,172,5,266,7,1554,12,49,913,706,557,1554,913
46NARBERTH1,174,2,157,2,1,13,44,3,48,0,631,6,18,133,333,111,631,133
46NARBERTH2,375,1,272,1,1,34,92,1,80,1,1091,13,24,250,648,209,1091,250
46NARBERTH3,175,0,133,1,0,14,37,0,25,1,469,2,15,65,308,77,469,65
46NEWHANOVER1,86,0,109,0,3,107,90,4,237,4,360,14,25,724,195,441,360,724
46NEWHANOVER2,264,3,255,2,4,183,156,5,459,14,1114,18,77,1526,522,809,1114,1526
46NEWHANOVER3,205,2,183,3,4,107,123,1,334,8,858,20,58,1123,390,572,858,1123
46NORRISTOWN11,162,0,132,1,0,14,6,0,40,3,588,7,10,136,294,61,588,136
46NORRISTOWN12,142,1,153,1,1,27,21,1,52,1,628,15,18,187,296,103,628,187
46NORRISTOWN13,156,0,131,0,0,22,15,1,79,0,599,10,17,222,287,117,599,222
46NORRISTOWN21,162,1,114,0,0,12,14,0,33,0,693,14,12,109,277,59,693,109
46NORRISTOWN22,94,0,63,0,0,10,3,0,17,0,484,6,5,55,157,30,484,55
46NORRISTOWN23,138,0,74,0,0,2,0,0,11,0,671,2,3,55,212,13,671,55
46NORRISTOWN31,270,4,199,1,3,44,31,1,70,5,983,11,33,260,473,150,983,260
46NORRISTOWN32,195,0,86,1,1,8,6,1,7,1,767,2,4,37,281,24,767,37
46NORRISTOWN33,267,2,150,0,1,34,30,1,51,3,858,7,10,206,419,117,858,206
46NORRISTOWN41,151,1,137,1,1,18,14,2,44,2,797,13,19,184,289,80,797,184
46NORRISTOWN42,312,0,150,1,1,19,24,0,61,2,931,6,18,163,462,106,931,163
46NORRISTOWN43,239,2,175,1,3,35,32,1,95,4,827,15,21,277,416,167,827,277
46NORTHWALES1,96,0,95,2,1,27,28,0,60,2,323,8,18,192,191,118,323,192
46NORTHWALES2,72,0,99,1,1,42,34,5,61,1,336,9,18,190,171,144,336,190
46NORTHWALES3,93,3,118,2,1,26,53,1,62,4,387,12,16,256,214,145,387,256
46PENNSBURG,136,1,160,3,3,99,52,5,206,6,625,21,63,739,297,368,625,739
46PERKIOMEN1A(CONG6),271,6,214,1,4,130,173,3,292,6,1119,11,72,929,491,603,1119,929
46PERKIOMEN1B(CONG7),1,0,4,0,0,2,1,0,6,0,4,4,2,12,5,9,4,12
46PERKIOMEN2,243,0,245,7,4,119,140,5,300,3,1036,18,67,994,488,575,1036,994
46PLYMOUTH11,161,0,117,2,1,47,60,4,162,2,576,6,24,443,278,276,576,443
46PLYMOUTH12,203,1,142,1,1,44,50,2,136,1,753,8,30,418,346,234,753,418
46PLYMOUTH21,114,0,65,2,1,28,60,1,112,1,309,5,14,263,179,204,309,263
46PLYMOUTH22,122,0,81,0,3,34,49,5,118,1,438,4,23,370,203,209,438,370
46PLYMOUTH23A(CONG7),99,2,76,0,0,42,43,1,111,3,350,6,12,333,177,197,350,333
46PLYMOUTH23B(CONG13),50,0,29,0,0,8,8,0,29,0,156,1,1,84,79,45,156,84
46PLYMOUTH31,188,2,137,0,1,54,107,7,169,3,634,8,16,466,327,338,634,466
46PLYMOUTH32,206,2,122,1,1,26,46,0,78,0,623,8,17,247,330,152,623,247
46PLYMOUTH33,187,1,99,0,1,21,37,4,53,1,548,2,7,210,287,116,548,210
46PLYMOUTH41,140,0,93,0,2,32,49,3,82,4,408,5,15,295,233,168,408,295
46PLYMOUTH42,186,0,170,0,2,55,91,6,173,2,803,12,39,504,356,327,803,504
46POTTSTOWN11,68,0,99,1,2,13,8,0,20,3,412,14,15,108,167,44,412,108
46POTTSTOWN12,58,0,57,0,1,9,2,0,18,2,349,7,8,83,115,30,349,83
46POTTSTOWN21,73,2,88,0,3,18,8,1,35,0,359,12,20,163,163,65,359,163
46POTTSTOWN22,98,0,68,0,0,26,13,0,52,3,403,9,15,200,166,91,403,200
46POTTSTOWN3,156,2,181,1,4,61,30,4,145,3,719,18,37,573,339,245,719,573
46POTTSTOWN4,147,3,147,2,1,49,47,1,156,1,628,5,39,573,297,256,628,573
46POTTSTOWN5,155,3,169,4,5,52,34,3,119,8,625,12,35,492,327,217,625,492
46POTTSTOWN6,139,4,195,2,3,52,43,3,141,4,724,17,54,526,338,244,724,526
46POTTSTOWN71,159,0,105,0,1,13,14,2,27,4,637,5,14,168,264,57,637,168
46POTTSTOWN72,71,0,77,2,5,32,35,2,126,1,304,7,24,359,148,202,304,359
46REDHILL,129,3,156,2,1,89,51,5,179,13,501,10,39,639,288,327,501,639
46ROCKLEDGE,161,2,206,4,3,73,114,8,245,7,686,13,42,646,369,447,686,646
46ROYERSFORD1,108,2,142,0,3,49,42,4,139,1,467,12,33,463,252,237,467,463
46ROYERSFORD2,151,2,191,1,4,55,52,3,129,4,666,11,57,490,344,244,666,490
46SALFORD,142,1,118,6,6,177,101,5,341,6,582,10,55,1019,261,636,582,1019
46SCHWENKSVILLE,59,0,86,1,2,34,27,5,79,4,264,10,22,266,145,148,264,266
46SKIPPACK1,247,0,206,5,5,114,147,6,323,5,1077,22,46,961,453,600,1077,961
46SKIPPACK2,236,1,151,2,6,126,156,3,306,9,941,19,71,1002,388,599,941,1002
46SKIPPACK3,243,2,146,4,2,104,232,3,380,2,898,17,67,1085,391,725,898,1085
46SOUDERTON1,102,0,150,2,6,129,94,2,142,6,527,18,59,589,252,375,527,589
46SOUDERTON2,85,1,96,1,2,89,63,1,104,8,429,22,36,515,182,260,429,515
46SOUDERTON3,60,1,104,0,3,96,59,4,107,2,398,9,54,425,165,269,398,425
46SPRINGFIELD11,214,3,97,1,0,25,41,3,75,6,600,7,18,220,314,145,600,220
46SPRINGFIELD12,207,2,166,2,1,54,96,3,145,4,751,10,40,435,375,301,751,435
46SPRINGFIELD21,290,1,150,3,2,13,41,1,50,2,631,1,15,130,441,110,631,130
46SPRINGFIELD22,240,1,162,0,2,21,27,1,37,2,601,9,14,105,403,88,601,105
46SPRINGFIELD23,116,1,51,1,0,7,50,0,26,0,326,3,16,76,168,84,326,76
46SPRINGFIELD31,155,1,150,2,1,37,104,3,114,2,587,11,31,329,306,261,587,329
46SPRINGFIELD32,147,0,154,0,2,51,91,3,103,4,661,4,29,336,301,250,661,336
46SPRINGFIELD41,160,2,109,2,1,17,44,0,69,2,456,4,6,181,271,133,456,181
46SPRINGFIELD42,238,0,134,1,3,28,113,0,79,0,704,8,23,259,372,224,704,259
46SPRINGFIELD51,282,0,218,0,0,36,52,2,64,4,857,13,28,223,500,154,857,223
46SPRINGFIELD52,127,0,82,1,0,14,78,0,43,0,372,6,16,113,209,136,372,113
46SPRINGFIELD61,110,2,82,2,4,41,80,4,87,2,383,3,21,275,194,218,383,275
46SPRINGFIELD62,134,1,99,0,1,31,90,0,101,2,463,4,24,301,234,223,463,301
46SPRINGFIELD71,245,1,91,1,1,12,32,1,28,1,538,1,2,85,337,75,538,85
46SPRINGFIELD72,154,0,105,0,0,47,102,1,84,1,500,7,26,318,259,234,500,318
46TELFORD,95,5,139,3,5,110,85,5,172,8,507,17,42,600,239,380,507,600
46TOWAMENCIN11,161,5,152,4,5,83,70,3,159,4,684,14,33,491,318,324,684,491
46TOWAMENCIN12,106,1,100,2,2,54,80,4,118,3,445,10,25,357,207,260,445,357
46TOWAMENCIN13,156,2,107,2,15,70,142,2,188,4,620,8,43,556,265,419,620,556
46TOWAMENCIN21,152,0,110,4,1,83,105,4,155,7,568,11,24,536,262,352,568,536
46TOWAMENCIN22,140,1,121,1,1,67,97,4,168,4,581,8,31,487,262,338,581,487
46TOWAMENCIN23,142,0,101,1,0,76,126,1,232,5,512,3,35,581,243,436,512,581
46TOWAMENCIN31,198,0,91,6,3,116,183,8,204,3,772,7,29,679,289,520,772,679
46TOWAMENCIN32,141,2,106,1,3,54,62,3,129,3,508,7,18,365,249,252,508,365
46TOWAMENCIN33,187,2,125,2,0,64,73,5,127,0,663,2,47,448,314,271,663,448
46TRAPPE,226,2,174,4,2,126,152,4,313,8,939,19,50,921,402,601,939,921
46UPPERDUBLIN11,158,1,89,2,0,36,68,1,63,0,457,3,12,215,248,170,457,215
46UPPERDUBLIN12,151,0,85,1,5,46,76,1,90,3,499,3,16,234,236,219,499,234
46UPPERDUBLIN13,139,2,123,3,5,38,57,2,95,1,495,12,31,259,264,200,495,259
46UPPERDUBLIN21,125,2,112,1,3,50,86,1,85,4,463,3,26,291,239,226,463,291
46UPPERDUBLIN22,116,0,91,1,1,31,83,2,76,0,378,6,14,215,207,194,378,215
46UPPERDUBLIN23,319,1,121,0,0,33,80,3,87,0,702,6,14,271,441,203,702,271
46UPPERDUBLIN31,317,0,129,3,1,52,118,6,109,2,867,7,19,335,446,289,867,335
46UPPERDUBLIN32,163,0,99,3,5,75,96,6,98,4,507,4,24,344,262,283,507,344
46UPPERDUBLIN41,125,2,69,0,0,40,74,2,77,1,346,2,15,242,196,193,346,242
46UPPERDUBLIN42,243,0,139,1,0,32,68,2,61,1,698,8,16,192,382,164,698,192
46UPPERDUBLIN43,174,2,84,2,1,29,96,1,93,1,512,6,10,250,260,222,512,250
46UPPERDUBLIN51,216,1,74,1,0,26,58,2,53,2,496,5,12,182,291,140,496,182
46UPPERDUBLIN52,224,1,138,2,1,50,63,3,80,4,616,14,16,268,363,199,616,268
46UPPERDUBLIN53,272,3,141,1,1,40,58,3,67,2,660,3,23,220,416,170,660,220
46UPPERDUBLIN61,349,1,136,0,1,50,139,6,126,3,989,9,20,401,486,322,989,401
46UPPERDUBLIN62,163,0,93,2,0,52,95,2,109,4,519,7,21,334,256,260,519,334
46UPPERDUBLIN71,158,0,70,0,0,44,78,1,116,1,484,6,14,313,228,239,484,313
46UPPERDUBLIN72,169,4,64,7,2,53,112,2,98,1,483,4,15,311,237,274,483,311
46UPPERDUBLIN73,158,0,93,1,0,18,53,4,44,1,482,1,13,168,251,120,482,168
46UPPERFREDERICK,181,0,158,0,2,162,88,8,297,3,720,14,54,997,339,557,720,997
46UPPERGWYNEDD1,122,0,88,4,0,59,148,0,144,0,457,2,27,430,210,355,457,430
46UPPERGWYNEDD2,139,1,106,3,2,64,90,3,131,2,503,8,30,432,246,293,503,432
46UPPERGWYNEDD3,207,0,123,2,3,45,72,4,128,3,718,16,34,424,330,254,718,424
46UPPERGWYNEDD4,284,3,173,8,7,129,198,4,202,8,1041,17,49,704,460,548,1041,704
46UPPERGWYNEDD5,146,0,90,1,0,65,91,4,157,1,480,4,28,446,236,318,480,446
46UPPERGWYNEDD6,186,0,137,2,3,62,104,2,144,5,836,4,51,464,323,317,836,464
46UPPERGWYNEDD7,356,0,146,2,0,76,189,4,278,5,1009,16,48,749,502,549,1009,749
46UPPERHANOVER1,181,1,179,1,3,123,139,1,395,5,810,18,66,1199,361,662,810,1199
46UPPERHANOVER2,79,0,58,0,2,64,72,1,162,3,290,3,22,468,137,301,290,468
46UPPERHANOVER3,72,3,95,3,5,98,43,3,181,0,308,9,14,590,170,333,308,590
46UPPERMERIONBELMONT1,87,0,87,2,1,57,45,0,100,2,377,8,6,259,174,205,377,259
46UPPERMERIONBELMONT2,234,0,170,2,7,71,121,2,193,4,827,14,44,541,404,396,827,541
46UPPERMERIONBELMONT3,132,1,108,0,4,36,34,1,93,3,494,13,15,305,241,168,494,305
46UPPERMERIONBELMONT4,253,2,143,4,2,61,115,8,187,4,901,9,22,526,398,377,901,526
46UPPERMERIONBELMONT5,239,0,120,0,1,23,46,3,107,1,617,6,15,273,359,180,617,273
46UPPERMERIONCANDLEBROOK1,137,1,82,1,1,36,46,1,80,0,498,8,12,257,220,165,498,257
46UPPERMERIONCANDLEBROOK2,221,0,160,0,4,50,87,2,191,4,804,13,28,503,381,334,804,503
46UPPERMERIONGULPH027THCONGRESSIONAL,289,0,159,1,0,59,154,1,167,1,962,11,25,526,448,382,962,526
46UPPERMERIONGULPH1,269,2,186,4,2,59,85,1,161,3,959,12,51,525,457,312,959,525
46UPPERMERIONKING1,65,1,64,0,0,26,23,2,71,2,311,6,12,180,130,122,311,180
46UPPERMERIONKING2,121,1,124,1,2,30,53,2,73,2,575,12,16,248,246,161,575,248
46UPPERMERIONROBERTS,319,2,141,2,2,95,187,7,224,1,996,13,37,634,462,517,996,634
46UPPERMERIONSWEDELAND,59,1,56,0,0,8,25,1,37,1,236,2,15,137,116,71,236,137
46UPPERMERIONSWEDESBURG,44,2,43,1,1,21,17,0,68,2,208,5,7,184,89,108,208,184
46UPPERMORELAND11,130,0,164,1,4,66,71,4,123,5,591,22,30,387,294,269,591,387
46UPPERMORELAND12,121,0,116,2,1,65,74,1,116,6,499,7,23,349,237,259,499,349
46UPPERMORELAND21,103,0,97,0,2,42,36,0,85,4,501,11,31,322,200,165,501,322
46UPPERMORELAND22,86,1,99,1,2,25,38,6,87,8,415,7,19,307,186,159,415,307
46UPPERMORELAND31,171,1,127,0,1,59,47,1,105,3,617,8,43,357,299,213,617,357
46UPPERMORELAND32,131,0,54,2,0,20,33,4,51,0,391,3,11,172,185,110,391,172
46UPPERMORELAND41,128,0,109,3,2,44,41,2,96,4,503,10,32,324,237,188,503,324
46UPPERMORELAND42,137,0,137,7,2,57,61,4,84,6,575,14,30,301,274,215,575,301
46UPPERMORELAND51,87,2,113,2,1,39,44,3,104,1,352,6,24,329,202,193,352,329
46UPPERMORELAND52,162,1,129,3,3,86,102,4,222,2,581,10,25,591,292,420,581,591
46UPPERMORELAND61,138,0,123,0,1,53,98,5,108,2,499,10,38,382,261,265,499,382
46UPPERMORELAND62,144,1,97,1,6,77,117,3,188,1,509,7,26,477,242,392,509,477
46UPPERMORELAND71,129,3,98,2,3,65,62,2,171,3,464,8,29,456,230,305,464,456
46UPPERMORELAND72,118,3,113,3,2,61,89,3,166,2,476,11,24,521,234,324,476,521
46UPPERPOTTSGROVE,281,5,289,4,8,145,110,5,419,14,1272,21,90,1400,575,691,1272,1400
46UPPERPROVIDENCEMINGO1,203,1,173,10,1,100,117,3,241,14,829,8,46,701,377,472,829,701
46UPPERPROVIDENCEMINGO2,287,1,206,4,3,109,136,7,324,7,1125,16,65,1044,494,583,1125,1044
46UPPERPROVIDENCEMONTCLARE,253,1,193,4,2,96,135,3,298,4,1092,26,59,849,447,538,1092,849
46UPPERPROVIDENCEOAKS,399,2,253,3,5,151,251,5,385,8,1549,15,80,1208,654,800,1549,1208
46UPPERPROVIDENCETRAPPE,311,1,226,3,3,159,211,4,371,3,1338,22,77,1332,538,751,1338,1332
46UPPERSALFORD,139,2,170,6,9,190,151,4,386,11,695,17,45,1038,311,746,695,1038
